System,Utterance,Source,ref1,hyp
Allegro.eu,10,"Á tiltölulega skömmum tíma höfum við fengið umfjöllun í um sjö hundruð fjölmiðlum um allan heim sem samtals ná til ríflega tveggja milljarða manna.
","In a relatively short time, we have received coverage in about 700 media outlets all over the world, with a combined audience of over two billion.
","In a relatively short period of time, we have received coverage in about seven hundred media worldwide that total cover roughly two billion people.
"
Allegro.eu,11,"Verðmæti þeirrar umfjöllunar er verðlagt á 1,8 milljarða króna.
","The value of this coverage is estimated at ISK 1.8 billion.
","The value of that coverage is priced at ISK 1,8 billion.
"
Allegro.eu,12,"Það er ekki amalegt.“
","That's not too bad.""
","It is not adorable.""
"
Allegro.eu,13,"Aðalmarkaðurinn alla jafna er Bandaríkin og hefur herferðin gengið mjög vel þar enda þótt Bandaríkjamenn séu ekki á leið til landsins í bráð.
","The main market is usually the United States, and the campaign has been very successful there, although Americans are not coming to the country anytime soon.
","The main market normally is the United States and the campaign has gone very well there, although Americans are not heading to the country for a prey.
"
Allegro.eu,14,"Að sögn Egils hafa þekkt markaðssvæði eins og Danmörk, Bretland og Þýskaland einnig tekið vel við sér, eins Rússland, sem komi þægilega á óvart.
","According to Egill, well-known market areas like Denmark, the UK and Germany have also been responsive, as well as Russia, which is a pleasant surprise.
","According to Egils, known market areas such as Denmark, the United Kingdom and Germany have also taken good care of themselves, like Russia, which are conveniently surprising.
"
Allegro.eu,15,"Þá hafi komið viðbrögð frá framandi svæðum, svo sem Indlandi, sem ekki var lagt sérstaklega upp með.
","There has also been a response from remote areas, such as India, which was not a particular objective.
","Then there have been reactions from exotic regions, such as India, which were not specifically suggested by.
"
Allegro.eu,16,"„Þessar auglýsingar hafa ferðast víðar en við bjuggumst við,“ segir Egill en þess má geta að yfir fjórar milljónir manna hafa horft á efnið á YouTube.
","""These advertisements have travelled further than we expected,"" says Egill, and it may be pointed out that over four million people have watched the content on YouTube.
","""These ads have travelled beyond we expected,"" says Egil, but it can be noted that over four million people have watched the content on YouTube.
"
Allegro.eu,17,"„Við hefðum ekki getað óskað eftir betri byrjun.“
","""We couldn't have wished for a better start.""
","""We could not have requested a better start.""
"
Allegro.eu,18,"Myndirnar hér á opnunni tók Árni Sæberg, ljósmyndari Morgunblaðins, við tökur á auglýsingum sem bera yfirskriftina „Let It Out“ um miðjan síðasta mánuð.
","The photographs in this spread were taken by Árni Sæberg, photographer for Morgunblaðið, during the shooting of the ""Let It Out"" advertisements in the middle of last month.
","The films here at the opening took Árni Sæberg, photographer of Morgunblaðið, during the filming of ads entitled ""Let It Out"" in the middle of last month.
"
Allegro.eu,19,"Tökurnar fóru fram vítt og breitt, svo sem á Skólavörðustígnum í Reykjavík, í Reynisfjöru, við Skógarfoss, á Sólheimajökli og í helli við Hjörleifshöfða.
","Shooting took place in various locations, including on Skólavörðustígur in Reykjavik, at Reynisfjara, Skógarfoss waterfall, on Sólheimajökull glacier and in a cave by Hjörleifshöfði.
","The delays took place wide and wide, such as the Skólavörðustígur in Reykjavík, in Reynisfjördur, at Skogarfoss, at Sólheimajökull and in a cave at Hjörleifshöfði.
"
Allegro.eu,20,"Leikstjórar voru Samúel Bjarki Pétursson og Gunnar Páll Ólafsson hjá Skoti productions og tökumaður Óttar Guðnason.
","Samúel Bjarki Pétursson and Gunnar Páll Ólafsson at Skoti productions directed and Óttar Guðnason was the cameraman.
","The directors were Samuel Bjarki Pétursson and Gunnar Páll Ólafsson at Skoti productions and filmmaker Óttar Guðnason.
"
Allegro.eu,21,"Í hlutverkum í téðum tökum voru hin íslenska Anna Jia og Murphy Cardenas, sem er frá Kúbu og Ungverjalandi.
","Actors in these shoots were Anna Jia from Iceland and Murphy Cardenas, who is from Cuba and Hungary.
","The roles in these films were the Icelandic Anna Jia and Murphy Cardenas, who is from Cuba and Hungary.
"
Allegro.eu,22,"Tugir Íslendinga komu að gerð auglýsinganna en á sama tíma og upptökur fóru fram á Suðurlandi var annar hópur á Vesturlandi og Vestfjörðum.
","Tens of Icelanders were involved in making the advertisements, and while shooting was taking place in South Iceland, another crew was working in West Iceland and the Westfjords.
","Dozens of Icelanders came to the making of the ads, but at the same time as recordings took place in South Iceland there was another group in the West and Westfjords.
"
Allegro.eu,23,"Að sögn Egils er „Let It Out“ aðeins fyrsti liður í Looks Like You Need Iceland-herferðinni en stefnt er að vetrarherferð í samstarfi við M&C Saatchi.
","According to Egill, ""Let It Out"" is only the first part of the Looks Like You Need Iceland campaign, with a winter campaign being planned in collaboration with M&C Saatchi.
","According to Egil, ""Let It Out"" is only the first part of the Looks Like You Need Iceland campaign, but it is aimed at a winter campaign in collaboration with M&C Saatchi.
"
Allegro.eu,24,"„Þetta er bara fyrsti fasinn í þessari vinnu fyrir Íslandsstofu,“ segir Egill og bætir við að samstarfið við M&C Saatchi hafi gengið afskaplega vel.
","""This is only the first phase in this work for Promote Iceland,"" says Egill, adding that the collaboration with M&C Saatchi has gone extremely well.
","""This is just the first phase in this work for Icelandic labor,"" says Egill, adding that the partnership with M&C Saatchi has been very successful.
"
Allegro.eu,25,"„Það er frábært að vinna með þeim.
","""It's great working with them.
","""It is great to work with them.
"
Allegro.eu,26,"Í svona verkefnum skiptir miklu máli að hafa erlenda samstarfsaðila með þekkingu á þeim mörkuðum sem við erum að tala við.“
","It's very important in projects like this to have foreign partners who are knowledgable about the markets we're addressing.""
","In such projects it is important to have foreign partners with knowledge of the markets we are talking to.""
"
Allegro.eu,27,"Sprengisandur: Ræða stöðuna á vinnumarkaði, lífeyrissjóði og margt fleira
","Sprengisandur: Discussion of the situation on the labour market, pension funds and much more
","Sprengisandur: Discuss the situation in the labour market, pension funds and much more
"
Allegro.eu,28,"Ásmundur Einar Daðason félags- og barnamálaráðherra, mætir í Sprengisand sem hefst klukkan tíu á Bylgjunni í dag.
","Ásmundur Einar Daðason, Minister of Social Affairs and Children, will be a guest on Sprengisandur today at ten o'clock on Bylgjan.
","Asmundur Einar Daðason, Minister of Social Affairs and Children, meets in Sprengisandur, starting at ten o'clock in the Bylgjunni today.
"
Allegro.eu,29,"Hann er einnig vinnumarkaðsráðherra og ræðir stöðuna á vinnumarkaði sem slíkur, Icelandair-málið og fleiri mál.
","He is also Labour Market Minister and will, as such, discuss the current labour market situation, the Icelandair issue and more.
","He is also the Minister of Labour and discusses the situation in the labour market as such, the Icelandair case and more issues.
"
Allegro.eu,30,"Hann ræðir einnig landsbyggðarmál og flutning starfa út á land sem gengið hefur illa og verið umdeildur undanfarin ár og áratugi.
","He will also discuss the issues of rural areas and the relocation of jobs there, which has been unsuccessful and controversial in recent years and decades.
","He also discusses rural issues and the transfer of jobs to a country that has progressed poorly and been controversial in recent years and decades.
"
Allegro.eu,31,"Ragnar Þór Ingólfsson, formaður VR, mætir einnig í þáttinn en hann mun ræða gagnrýni sína varðandi fjárfestingar lífeyrissjóða og leggur fram hugmyndir um að verkalýðshreyfing og atvinnurekendur dragi sig út úr stjórnum sjóðanna til að draga úr hættu á hagsmunaárekstrum.
","Another guest of the programme is VR Chairman Ragnar Þór Ingólfsson, who will discuss his criticism of pension fund investments and present his proposals of the labour movement and employers withdrawing from pension fund boards to reduce the risk of conflicts of interest.
","Ragnar Þór Ingólfsson, VR chairman, also attends the show, but he will discuss his criticisms regarding pension funds investments and proposes ideas that labor movement and employers withdraw from the boards of the funds to reduce the risk of conflict of interest.
"
Allegro.eu,32,"Þá verður rætt við þau Ívar Ingimarsson, ferðaþjónustumann á Austurlandi, og Árnheiði Jóhannsdóttur, framkvæmdastjóra Markaðsstofu Norðurlands, um stöðuna í ferðaþjónustu á landsbyggðinni.
","There will also be an interview with Ívar Ingimarsson, tourism operator in East Iceland, and Árnheiður Jóhannsdóttir, managing director of Visit North Iceland, about the state of tourism in rural Iceland.
","The Icelandic tourism company Ívar Ingimarsson and Árnheiður Jóhannsdóttir, Director of the Nordic Marketplace, will discuss the situation in tourism in the rural area.
"
Allegro.eu,33,"Þau munu horfa fram á haustið og velta fyrir sér hvort velgengni sumarsins sé villandi fyrirboði um það sem koma skal.
","They will look ahead, towards the coming autumn, and consider whether the success this summer is a misleading indicator of what lies ahead.
","They will look forward in the fall and wonder if the success of the summer is a misleading offer of what to come.
"
Allegro.eu,34,"Hlusta má á þáttinn hér að neðan en hann hefst klukkan tíu.
","You can listen to the programme, which starts at ten, below.
","You can listen to the section below but it starts at ten.
"
Allegro.eu,35,"Svona lítur hún út í dag 25 árum síðar
","This is what she looks like now, 25 years later
","This is how she looks today 25 years later
"
Allegro.eu,36,"Leikkonan Elisa Donovan átti farsælan feril í unglingaþáttum hvers konar.
","Actress Elisa Donovan had a successful career in various teenage series.
","Actress Elisa Donovan had a successful career in teenage episodes of any kind.
"
Allegro.eu,37,"Heimsfrægð hlaut hún þó fyrir leik sinn sem Amber í kvikmyndinni Clueless fyrir 25 árum.
","She became world-famous, however, with her performance as Amber in the film Clueless, 25 years ago.
","She was awarded a world-famous award for her role as Amber in the film Clueless 25 years ago.
"
Allegro.eu,38,"Þá lék hún einnig í þáttunum Sabrina: The Teenage Witch ásamt Melissu Joan Hart, A Night at the Roxbury og í Beverly Hills 90210.
","She also appeared in the series Sabrina: The Teenage Witch along with Melissa Joan Hart, A Night at the Roxbury and in Beverly Hills 90210.
","She also starred in the series Sabrina: The Teenage Witch alongside Melissu Joan Hart, A Night at the Roxbury and in Beverly Hills 90210.
"
Allegro.eu,39,"Donovan er nú 49 ára, gift með eitt barn.
","Donovan is now 49 years old and married, with one child.
","Donovan is now 49 years old, married with one child.
"
Allegro.eu,40,"Lítið hefur borið á henni undanfarið en hún fékkst þó til þess að líta yfir farinn veg og tjá sig um Clueless í áströlsku sjónvarpi á dögunum.
","Although she has stayed out of the limelight in recent years, she agreed to look back and talk about Clueless in an Australian television interview.
","Little has worn on her lately, but she got to look over the gone road and comment on Clueless on Australian television in the days.
"
Allegro.eu,41,"Hún talar fallega um Brittany Murphy sem lést óvænt 2009 og segir hana hafa verið frábær manneskja.
","She recalls Brittany Murphy, who died unexpectedly in 2009, with fondness and says that she was a wonderful human being.
","She speaks beautifully about Brittany Murphy who died unexpectedly in 2009 and says she has been a great person.
"
Allegro.eu,42,"„Ég verð að viðurkenna að ég byggði persónuna mestmegnis á stúlkum sem ég kynntist í skóla sem voru ekki góðar við mig.
","""I have to admit that I based the character mostly on girls that I knew in school and who weren't nice to me.
","""I have to admit that I built the character most importantly on girls I met in school that were not good to me.
"
Allegro.eu,43,"Um leið og ég las handritið vissi ég hver þessi persóna var,“ sagði Donovan um leik sinn í Clueless.
","As soon as I read the script, I know who this person was,"" says Donovan about her Clueless performance.
","As soon as I read the script, I knew who this character was,"" Donovan said about his game in Clueless.
"
Allegro.eu,44,"Vildi ekki yfirgefa lögreglustöðina eftir næturgistingu
","Did not want to leave the police station after an overnight stay
","Would not leave the police station after night stay
"
Allegro.eu,45,"Um fimmtíu mál komu á borð lögreglunnar á höfuðborgarsvæðinu í dag og segir í dagbók lögreglunnar að málin hafi verið fjölbreytt.
","The Reykjavík Metropolitan Police dealt with about fifty incidents today and according to the Police Diary, the nature of these incidents was diverse.
","About fifty cases came on the board of police in the capital area today and says in the police journal that the cases were diverse.
"
Allegro.eu,46,"Dagurinn á lögreglustöðinni á Hverfisgötu hófst með því að lögregla þurfti að hafa afskipti af manni sem hafði þá verið nýlega sleppt úr fangaklefa eftir að hafa dvalið þar vegna ölvunaraksturs.
","The day at the police station on Hverfisgata began with the police having to deal with a man who had just been let out of a holding cell where he had been held because of drunk driving.
","The day at the police station at Hverfisgata began with police having to interfere with a man who had then been recently released from a prison cell after staying there due to drunken driving.
"
Allegro.eu,47,"Vildi maðurinn ekki fara í burtu eftir að honum var sleppt og hlýddi ekki fyrirmælum lögreglu sem sögðu honum að fara á brott.
","The man refused to leave when he was set free and ignored the orders of police to leave the premises.
","The man would not go away after he was released and did not obey the instructions of the police who told him to go away.
"
Allegro.eu,48,"Vann maðurinn sér inn áframhaldandi dvöl á lögreglustöðinni vegna framgöngu sinnar.
","The man's conduct earned him an extension of his stay at the police station.
","The man earned a continued stay at the police station due to his advancement.
"
Allegro.eu,49,"Þá var maður handtekinn í morgunsárið grunaður um innbrot í fyrirtæki í Kópavogi.
","A man was arrested in the early hours, suspected of breaking into a business in Kópavogur.
","A man was then arrested in the morning, suspected of burglary in a company in Kopavogur.
"
Allegro.eu,50,"Lögregla þurfti einnig að hafa afskipti af tveimur mönnum í Breiðholti vegna tilkynningar um líkamsárás.
","The police also had to deal with two men in Breiðholt because of a reported assault.
","The police also had to interfere with two men in Breiðholt because of the announcement of a body attack.
"
Allegro.eu,51,"Þá kom einnig til þess að kona sem sat að snæðingi í verslunarmiðstöð í Kópavogi gat ekki borgað fyrir reikninginn að máltíð lokinni og var því kallað til lögreglu.
","A woman who had enjoyed a meal at a shopping centre in Kópavogur was unable to pay the check so the police was called.
","It was also suggested that a woman who was sitting in a shopping mall in Kopavogur could not pay for the bill after a meal and was therefore called to the police.
"
Allegro.eu,52,"Einnig var tilkynnt um stuld á bifreið í miðbænum í morgun.
","A car was also reported stolen in the town centre this morning.
","A stuld on a car was also reported in the city centre this morning.
"
Allegro.eu,53,"Ökumaður hvítrar Renault sendibifreiðar leit af henni um stundarsakir og var hún þá tekin ófrjálsri hendi.
","Someone took off in a white Renault van while its driver left it briefly unattended.
","The driver of a white Renault van looked off her for a while and she was then taken free hand.
"
Allegro.eu,54,"Bíllinn hefur ekki fundist.
","The car has not been found.
","The car has not been found.
"
Allegro.eu,55,"Bölvun Gleðisveitarinnar - Hræðileg örlög Gleestjarnanna
","The Glee curse - the tragic fate of the Glee stars
","The curse of the Merry - the terrible fate of the Glee Stars
"
Allegro.eu,56,"Sú kenning hefur náð flugi á Internetinu að bölvun hvíli yfir þáttaröðinni um Gleðisveitina, en leikkonan Naya Rivera drukknaði í Kaliforníu á dögunum og varð þar með þriðji aðalleikari þáttanna til að láta lífið langt fyrir aldur fram.
","According to a theory that has caught on online, there is a curse on the television series Glee, with actress Naya Rivera's recent drowning death in California making her the third lead actor in the series to die long before their time.
","The theory has reached a flight on the Internet that a curse rests over the season of the Happy Orchestra, but actress Naya Rivera drowned in California in the days, thereby becoming the third main actor of the show to die far before age.
"
Allegro.eu,57,"Þættirnir um gleðisveitina (e. Glee) eru vinsæl þáttaröð um söng, dans og gleði.
","Glee is a popular series about song, dance and joy.
","The show about Glee is a popular series about singing, dancing and joy.
"
Allegro.eu,58,"Þættirnir fjölluðum um svonefnda gleðisveit unglinga í menntaskóla, ástir þeirra og örlög.
","The series revolved around a so-called glee club for high school teenagers, their loves and their destinies.
","The show focused on the so-called youth joy squad in high school, their love and destiny.
"
Allegro.eu,59,"Það var ekki alltaf tekið út með sældinni að vera í gleðisveitinni en í gegnum söng og dans virtust persónur þáttanna ná að yfirvinna hverjar þær aðstæður sem upp komu í lífi þeirra.
","It was not always easy to be in the glee club, but through song and dance, the characters in the series seemed to overcome all circumstances that arose in their lives.
","It was not always taken out with the bliss to be in the joy squad but through singing and dancing, the characters of the show seemed to be able to overwork every situation that arose in their lives.
"
Allegro.eu,60,"En utan tökustaðar hafa miklar hörmungar riðið yfir leikendur og starfsmenn þáttanna, svo mjög að kenningar hafa vaknað um að bölvun hvíli á þáttunum.
","But off the set, great tragedies have befallen the cast and crew of the series, to the extent that theories have began circulating about there being a curse on the series.
","But outside the place of filming, great disasters have ridden over the players and employees of the show, so very that theories have woken up about a curse resting on the episodes.
"
Allegro.eu,61,"Naya Marie Rivera fór með hlutverk Santönu Lopez í þáttunum, klappstýra sem kallaði ekki allt ömmu sína.
","Naya Marie Rivera played the role of no-nonsense cheerleader Santana Lopez in the series.
","Naya Marie Rivera performed the role of Santana Lopez in the show, a cheerleader who did not call her whole grandmother.
"
Allegro.eu,62,"Eftir að þáttaröðin hafði runnið sitt skeið gekk Rivera að eiga leikarann Ryan Dorsey og átti með honum sitt fyrsta og eina barn, Josey.
","After the conclusion of the series, Rivera married actor Ryan Dorsey and had with him her first and only child, Josey.
","After the season, Rivera went on to have actor Ryan Dorsey and had with him his first and only child, Josey.
"
Allegro.eu,63,"Árið 2017 var Rivera handtekin fyrir heimilisofbeldi gegn manni sínum og skildu þau í kjölfarið.
","In 2017, Rivera was arrested for domestic violence against her husband and they were subsequently divorced.
","In 2017, Rivera was arrested for domestic violence against her husband and subsequently divorced them.
"
Allegro.eu,64,"Dorsey neitaði þó að leggja fram kæru og var heimilisofbeldismálið látið niður falla.
","Dorsey refused to press charges, however, and the domestic violence case was dropped.
","However, Dorsey refused to file a complaint, and the domestic violence case was dropped.
"
Allegro.eu,65,"Þann 8. júlí síðastliðinn var tilkynnt að Riveru væri saknað eftir að fjögurra ára sonur hennar fannst aleinn á reki í bát á vatninu Lake Piru í Kaliforníu.
","On 8 July of this year, Rivera was reported missing after her four-year old son was found drifting alone in a boat on Lake Piru in California.
","On July 8, it was announced that Riveru was missing after her four-year-old son was found alone on a drift in a boat on Lake Piru's lake in California.
"
Allegro.eu,66,"Drengurinn fannst sofandi í björgunarvesti um borð í bátnum og gat hann greint lögregluyfirvöldum frá því að hann og móðir hans hefðu stungið sér til sunds og svo hefði Rivera komið honum aftur upp í bátinn en aldrei skilað sér þangað sjálf.
","The boy was found sleeping in a life jacket aboard the boat, and he was able to tell police authorities that he and his mother had dived into the water and River had then put him back in the boat but never returned there herself.
","The boy was found sleeping in a life jacket on board the boat, and he could tell police authorities that he and his mother had stabbed themselves to swimming, and so Rivera had brought him back up to the boat but never returned there himself.
"
Allegro.eu,67,"Upphófst umfangsmikil leit að Rivera.
","An extensive search for Rivera was launched.
","A large search for Rivera.
"
Allegro.eu,68,"Daginn eftir að leit hófst greindi lögreglustjórinn á svæðinu frá því að við leit væri gengið út frá því að Rivera hefði drukknað.
","The day after the search began, the chief of police in the area reported that the search was conducted according to the assumption that Rivera had drowned.
","The day after the search started, the police chief in the area reported that we looked out that Rivera had drowned.
"
Allegro.eu,69,"Fimm dögum síðar fannst Rivera og var opinberlega úrskurðuð látin.
","Five days later, Rivera was found and officially declared dead.
","Five days later, Rivera was found and was officially ruled dead.
"
Allegro.eu,70,"Talið er að hún hafi lent í miklum straumþunga í vatninu og nýtt síðustu krafa sína í að bjarga syninum.
","It is believed that she got caught up in a heavy current in the water and used her last remaining strength to save her son.
","It is believed that she had a huge streaming load in the water and exploited her last claim in saving the son.
"
Allegro.eu,71,"Dánarorsök var skráð drukknum af slysförum.
","The cause of death was recorded as accidental drowning.
","The cause of death was recorded drowning by accident.
"
Allegro.eu,72,"Cory Allan Michael Monteith fór með hlutverk Finn Hudson í þáttunum, ameríska fótboltamannsins með englaröddina sem lék lykilhlutverk í að færa Gleðisveitina til vegs og virðingar.
","Cory Allan Michael Monteith played the role of Finn Hudson in the series, the American football player with the voice of angel who played a major role in Glee's success.
","Cory Allan Michael Monteith performed the role of Finn Hudson in the show, the American footballer with the angel voice who played a key role in moving the Happy Band to road and respect.
"
Allegro.eu,73,"Utan þáttanna glímdi Moneith þó við persónulega djöfla.
","But outside the series, Moneith faced personal demons.
","Outside the show, Moneith, however, struggled with personal demons.
"
Allegro.eu,74,"Frá 13 ára aldri hafði hann glímt við fíkn og reyndist erfitt að komast undan henni.
","He had had addiction problems since the age of 13 and found it difficult to escape from them.
","From the age of 13, he had struggled with addiction and proved difficult to escape it.
"
Allegro.eu,75,"Árið 2013 fannst samstarfsmönnum hans í þáttunum nóg komið, gripu inn í og hvöttu hann til að leita sér hjálpar.
","In 2013, his co-workers on the series had had enough and staged an intervention to encourage him to seek help.
","In 2013, his colleagues in the show felt enough established, intervened and encouraged him to seek help.
"
Allegro.eu,76,"Moneith fór þá í meðferð og virtist allt horfa til betri vegar.
","Moneith subsequently entered rehab and everything seemed to be heading in the right direction.
","Moneith then went into treatment and seemed all looking to a better way.
"
Allegro.eu,77,"Aðeins tveimur mánuðum eftir að hann lauk meðferðinni fannst Moneith látinn á hótelherbergi eftir að hafa farið út að skemmta sér með vinum.
","Only two months after completing his rehab programme, Moneith was found dead in a hotel room after a night out partying with his friends.
","Only two months after completing the treatment, Moneith was found dead in a hotel room after going out to have fun with friends.
"
Allegro.eu,78,"Banamein reyndist banvæn blanda af vímuefnum og áfengi.
","The cause of death turned out to be a fatal mixture of drugs and alcohol.
","Banamein proved a deadly mix of drugs and alcohol.
"
Allegro.eu,79,"Ekki var talið að um viljaverk væri að ræða.
","The death was not believed to be intentional.
","It was not believed that there was a will.
"
Allegro.eu,80,"Moneith hafði farið í meðferð og þol hans fyrir vímugjöfum hafði minnkað svo mikið að skammtur sem hann hafði áður þolað vel, reyndist banvænn.
","Moneith had been through rehab and his tolerance for intoxicants had become so low that a dose that he could easily tolerate before now proved to be fatal.
","Moneith had gone into treatment and his tolerance for drug abuse had decreased so much that the dose he had previously tolerated well, proved fatal.
"
Allegro.eu,81,"Hann var aðeins 31 árs þegar hann lét lífið.
","He was only 31 years old when he passed away.
","He was only 31 years old when he died.
"
Allegro.eu,82,"Andlát hans lagðist þungt á samstarfsmenn hans, en að undirlagi mótleikkonu hans, Lea Michele, var ákveðið að halda töku þáttanna áfram og helguðu þau heilan þátt minningu Moneith og persónu hans Finns.
","His death was a great shock to his co-workers, but at the instigation of his co-star Lea Michele, the decision was made to continue shooting the series, with an entire episode dedicated to the memory of Moneith and his character, Finn.
","His death was heavy on his colleagues, but at the base of his opponent, Lea Michele, it was decided to continue the filming and dedicated them to the whole episode of Moneith's memory and Finn's character.
"
Allegro.eu,83,"Mark Wayne Salling fór með hlutverk Noah „Puck“ Puckerman í þáttunum, Puck var amerískur fótboltamaður, líkt og Finn, og bar litla virðingu fyrir samnemendum sínum í Gleðisveitinni, eða allt þar til að hann öðlaðist kjarkinn til að viðurkenna að hann hafði gaman af því að syngja og dansa.
","In the series, Mark Wayne Salling played the role of Noah „Puck“ Puckerman, who played American football, like Finn, and had little respect for his fellow students in the glee club, that is until he worked up the courage to admit that he liked singing and dancing.
","Mark Wayne Salling performed the role of Noah ""Puck"" Puckerman in the show, Puck was an American footballer, like Finn, and had little respect for his fellow students in the Merry Orchestra, or until he gained the courage to admit that he enjoyed singing and dancing.
"
Allegro.eu,84,"Tveimur árum síðar var Salling handtekinn á heimili sínu í Los Angeles grunaður um vörslu barnakláms.
","Two years later, Salling was arrested at his Los Angeles home, suspected of possessing child pornography.
","Two years later, Salling was arrested at his home in Los Angeles suspected of possession of child pornography.
"
Allegro.eu,85,"Við húsleit heima hjá honum fannst gífurlegt magn af barnaklámi og málið spurðist fljótlega út opinberlega.
","A search of his home revealed enormous quantities of child pornography and the matter soon became public knowledge.
","During his home search, a huge amount of child pornography was found and the case soon asked out publicly.
"
Allegro.eu,86,"Ljóst var að Salling var búinn að vera.
","It was obvious that Salling was done.
","It was clear that Salling was done.
"
Allegro.eu,87,"Hann var í kjölfarið ákærður og sakfelldur fyrir brot sín.
","He was subsequently charged and convicted for his violations.
","He was subsequently charged and convicted of his offenses.
"
Allegro.eu,88,"Átti hann yfir höfði sér fjögurra til sjö ára fangelsi auk þess sem hann kæmi til með að þurfa að vera á skrá yfir kynferðisbrotamenn og leita sér meðferðar við barnagirnd.
","He was facing four to seven years of prison time, as well as being placed on a register of sex offenders and having to seek treatment for paedophilia.
","He had four to seven years in prison, and he would have to be on the list of sex offenders and seek treatment for childbirth.
"
Allegro.eu,89,"Áður en dómari hafði ákvarðað refsinguna fannst Salling, sem þá var laus gegn tryggingu, látinn nærri heimili sínu.
","Before the judge had passed a sentence, Salling, who was out on bail, was found dead near his home.
","Before the judge had determined the punishment, Salling, who was then free from bail, was found dead near his home.
"
Allegro.eu,90,"Dánarorsök var sjálfsvíg.
","The cause of death was suicide.
","The cause of death was suicide.
"
Allegro.eu,91,"Það voru ekki bara leikarar þáttanna sem féllu frá langt fyrir aldur fram.
","Cast members were not the only ones to die untimely deaths.
","There were not just actors of the show who fell from far before age forward.
"
Allegro.eu,92,"Jim Fuller var aðstoðarleikstjóri þáttanna.
","Jim Fuller was an assistant director on the series.
","Jim Fuller was the assistant director of the show.
"
Allegro.eu,93,"Hann varð bráðkvaddur í svefni árið 2013, aðeins 41 að aldri.
","He died unexpectedly in his sleep, only 41 years of age.
","He became acutely sleepy in 2013, only 41 years old.
"
Allegro.eu,94,"Við þættina vann einnig kona að nafni Nancy Motes.
","A woman named Nancy Motes also worked on the series.
","The show also won a woman named Nancy Motes.
"
