System,Utterance,Source,ref1,hyp
GTCOM,10,"iTaiwan yaqala kudala nge 15th century apho Indadi zase Europe ababedlulaapho barekhoda igama lesiqithi njenge Ilha Formosa, okanye isiqithi esihle.
","Ukusungulwa kweTaiwan kuqala kudala ngekhulu lama-15 leminyaka lapho amatilosi aseYurophu edlula ebhala igama lesiqhingi ngokuthi i-Ilha formosa, noma isiqhingi esihle.
","ITaiwan yaqala ngo-15th Century lapho ababhukudi baseYurophu ababedlula khona beqopha igama lesiqhingi njenge-Ilha Formosa, noma isiqhingi esihle.
"
GTCOM,11,"Ngo-1624, i-Dutch East India Inkampani yaseka isiseko kumazantsi-ntshona eTaiwan, iqala inguquko kwimveliso yemveliso yokutya okuziinkozo kunye nokuqesha abasebenzi baseChina ukuba basebenze kwirayisi nakwintsimi yeswekile.
","Ngo1624,inkampani yaseNdiya yeDutch East yamisa isikhungo eningizimu ntshonalanga Taiwan, iqalisa ukushintshwa kokukhiqizwa kokusanhlamvu komdabu futhi iqasha izisebenzi zaseShayina ukuba zisebenze emasimini welayisi noshukela.
","Ngo-1624, iDutch East India Company yasungula isisekelo eningizimu-ntshonalanga yeTaiwan, yaqala inguquko ekukhiqizeni okusanhlamvu futhi yaqasha abasebenzi baseChina ukuba basebenze emasimini elayisi noshukela.
"
GTCOM,12,"Ngomnyaka we-1683, i-Qing dynasty (1644-1912) imikhosi ithatha ulawulo lweendawo eziselunxwemeni ezisentshona nasenyakatho kunye neTaiwan njengephondo le-Qing Empire ngo-1885.
","Ngo-1683, amabutho obukhosi buka-Qing (1644-1912) athatha izindawo ezingasogwini ezisentshonalanga nasenyakatho ne-Taiwan futhi amisa i-Taiwan njengesifundazwe sombuso ka-Qing ngo-1885.
","Ngo-1683, i-Qing dynasty (1644-1912) imikhosi ithatha izindawo ezisogwini olusentshonalanga nasenyakatho neTaiwan njengesifundazwe saseQing ngo-1885.
"
GTCOM,13,"Ngo-1895, emva koloyiso kwiMfazo Yokuqala ye-Sino-Japanese (ngo-1894-1895), urhulumente we-Qing utyikitya Isivumelwano saseShimoneki, apho enekezela igunya lophatho lwe-Taiwan kwi-Japan, eyaphatha eso siqithi kwade kwangu-1945.
","Ngo-1895, ngemva kokuhlulwa eMpini Yokuqala yamaJapani yase—ino (1894-1895), uhulumeni wase-Qing usayina Isivumelwano se-Simonoseki, ngaso edlulisela iTaiwan eJapani, ebusa isiqhingi kuze kube ngu-1945.
","Ngo-1895, ngemuva kokunqoba kweMpi Yokuqala YaseSino Japanese (1894-185), uhulumeni waseQing wasayina iSivumelwano SaseShimoneki, lapho enekezela ukubusa kweTaiwan eJapan, owawubusa lesi siqhingi kwaze kwaba ngo-1945.
"
GTCOM,14,"I-NextGen yinkqubo i-FAA ethi ingavumela iinqwelo moya zibhabhe imigama emifutshane zize zonge izigidi zeelitha zamafutha ngonyaka kwayei yehlise izinga lomsi.
","I-NextGen indlela i-FAA ethi izovumela indiza ukuba indize imizila emifishane futhi yonge izigidi zamagalani wamafutha unyaka ngamunye futhi inciphise i-carbon ekhishwa emkhathini.
","I-NextGen wuhlelo lwe-FAA olungavumela izindiza ukuthi zihambe amabanga amafushane futhi zilondoloze izigidi zamalitha kaphethiloli ngonyaka futhi zinciphise izinga lomsi.
"
GTCOM,15,"Isebenzisa ubuchwephesha belanga engafaniyo nale yakudala eyayisebenzisa ubuchwephesha obubheyise kwi ground-radar ukuvumela abalawuli benqwelomoya bakhombe inqwelomoya ngokuchanileyo kwaye banizeze abaqhubi bazo ingcombolo ezichanileyo.
","Isebenzisa ubuchwepheshe obusekelwe esiphuphuthekini kunobuchwepheshe bakudala obusekelwe kuyi-radar yaphansi ukuvumela abalawuli bezinto ezihamba emoyeni ukuthola indawo indiza ekuyo ngokunemba okukhulu nokunika abashayeli bezindiza ukwaziswa okunembe kakhudlwana.
","Sebenzisa ubuchwepheshe besimanje belanga, obusebenzisa ubuchwepheshe be-radar ground ukuvumela abalawuli bezindiza ukuba babone ngokunembile izindiza futhi banikeze abashayeli babo imininingwane efanele.
"
GTCOM,16,"U-Hamilton ungqinile ukuba isibhedlela I -Howard University samkele isigulane sikwimeko ezinzileyo.
","UHamilton uqinisekise ukuthi Isibhedlela saseNyuvesi yaseHoward samukele isiguli sisesimweni esizinzile.
","UHamilton ukuqinisekisile ukuthi iHoward University Hospital isithole isiguli sisesimeni esigculisayo.
"
GTCOM,17,"Isigulane besiye e Nigeria,apho bekukho abosulelekileyo yintsholongwane ye-Ebola.
","Isiguli sase-Nirgeria, lapho kubikwe ukuba khona kwegciwane le-Ebola.
","Isiguli besiye eNigeria, lapho kwakukhona abantu abangenwe yigciwane le-Ebola.
"
GTCOM,18,"Isibhedlela siye salandela umyalelo wokulawula ukosuleleka, kuquka ukohlula isigulane kwezinye ukunqanda okunokwenzeka ukosuleleka kwabanye.
","Izibhedlela zilandele imithetho yokulawula ukutheleleka, okuhlanganisa ukuhlukanisa iziguli kwezinye ukuze kugwenywe ukutheleleka.
","Isibhedlela siye salandela umyalelo wokuphatha ukutheleleka, kufaka phakathi ukuhlukanisa isiguli kwezinye ukugwema ukutheleleka okungenzeka kwabanye.
"
GTCOM,19,"Kuwo onke ama-1960, u-Brzezinski wasebenzela uJohn F. Kennedy njengomcebisi wakhe emva koko ulawulo luka-Lyndon B. Johnson.
","Kuyo yonke iminyaka yawo-1960, uBrzezinski wasebenzela uJohn F. Kennedy njengomeluleki bese uhulumeni kaLyndon B. Johnson.
","Wonke ama-1960, uBrzezinski wakhonza uJohn F. Kennedy njengomeluleki wakhe ngemuva kokubusa kukaLyndon B. Johnson.
"
GTCOM,20,"Ngexesha lonyulo luka-1976 wayecebisa uCarter kwimicimbi yamazwe angaphandle, emva koko waba Ngumcebisi Wokhuseleko Lelizwe (NSA) ukususela ngo-1977 ukuya ku-1981, ethatha isihlalo sikaHenry Kissinger.
","Phakathi nokhetho luka-1976 waluleka uCarter ngemithetho yakwamanye amazwe, bese wakhonza kuyiNational Security Advisor (NSA) kusuka ngo-1977 kuya ku-1981, ethatha isikhundla sikaHenry Kissinger.
","Ngesikhathi sokhetho lwango-1976 weluleka uCarter ngezindaba zamazwe angaphandle, kwathi kamuva waba ngumeluleki Wezokuphepha Kazwelonke (NSA) kusukela ngo-1977 kuya kowe-1981, ethatha isihlalo sikaHenry Kissinger.
"
GTCOM,21,"Njengomiselwe ukuba yi-NSA, wancedisa uCarter ekucombululeni iingxaki zehlabathi, ezifana ne-Camp David Accords, ngo-1978; ukwenza i-US neTshayina zisebenzisane ngendlela eqhelekileyo ebudeni bokuphela kweminyaka yoo-1970; Ukubhukuqwa kolawulo lwase-Iran, nto leyo eya khokhela ekubanjweni kwabantu ngo-1979; kunye nokuhlaselwa kwe-Afghanistan yi-Soviet Union ngo-1979.
","Njenge-NSA, usize uKhatha ngokuphatha izindaba zezwe ngokuhlakanipha, njengeSivumelwano seKamu Davide, ngo-1978; ukwenza kube nobudlelwane obuvamile phakathi kweMelika neShayina ekupheleni kwawo-1970; Ushintsho lwase-Iran, olwaholela enhlekeleleni yezithunjwa zase-Iran, ngo-1979; kanye nokuhlasela kweSoviet e-Afghanistan, ngo-1979.
","Njengomiselwe ukuba yi-NSA, wasiza uCarter ukuxazulula izinkinga zomhlaba, ezifana ne-Camp David Accords, ngo-1978; okwenza i-US ne-China basebenzisane ngendlela ejwayelekile ngesikhathi sekwephuzile kweminyaka yama-1970; ukuguqelwa kwe-Iran, okwaholela ekubulaweni kuka-1979; nokuhlasela kwe-Afghanistan iSoviet Union ngo 1979.
"
GTCOM,22,"Ukumiselwa kwetekhnoloji ligama elibandakanya izinto ezininzi kwimihla ngemihla, ukusuka kwitekhnoloji yokuqhubela phambili okanye ukubaluleka kwetekhnoloji ukuya kwisigqibo esingqongqo sokuba ikamva lomntu yimithetho yesayensi kunye nokubonakaliswa kwayo kwitekhnoloji.
","Inkolelo yokumiselwa okungokwezobuchwepheshe igama elihlanganisa imibono eminingi esebenzayo, kusukela ekusebenziseni ezobuchwepheshe ezikhona noma ekutheni ezobuchwepheshe ziyadingeka kuya emuzweni oqinile wokuthi ukumiselwa kwesintu kuholwa umcabango ojulile ohlobene nemithetho yesayensi nokubonakala kwayo kwezobuchwepheshe.
","Ukuthuthukiswa kwezobuchwepheshe yigama elihlanganisa izinto eziningi nsuku zonke, kusuka ekuthuthukisweni kwezobuchwepheshe noma ukubaluleka kobuchwepheshe kuye esinqumweni esiqinile sokuthi ikusasa lomuntu liyimithetho yesayensi nokubonakaliswa kwayo kwezobuchwepheshe.
"
GTCOM,23,"Isininzi sokukhutshelwa kokuzimisela ngokwezeteknoloji zohlulelana ngamacebo amabini: ukuba uphuhliso lweteknoloji ubuqu lulandela indlela engekhulu engapha kwezamasiko okanye isandla sezepolitiki, futhi ukuba itreknoloji nayo “ineziphumo” kwiintlanga ezizimeleyo, kunezi zichatshazelwe ngabantu.
","Izincazelo eziningi zenkolelo yokumiselwa okungokwezobuchwepheshe buhlanganyela imibono emibili evamile: ukuthi ukuthuthukiswa kwezobuchwepheshe ngokwakho kulandela indlela engaphezu kwethonya lesiko noma lepolotiki kakhulu, kanye nokuthi ezobuchwepheshe nazo ""zinethonya"" emiphakathini ezuzwayo ngokwemvelo, kunangezimo zenhlalo.
","Iningi lentuthuko kwezobuchwepheshe lihlanganyela ngamasu amabili: Uma ukuthuthukiswa kobuchwepheshe ngokwako kulandela ikhulu leminyaka elidlula isandla samasiko noma isandla sezepolitiki, futhi uma ubuchwepheshe benemiphumela ""emkhakheni ozimele, kunaleyo ethonywe abantu.
"
GTCOM,24,"Umzekelo, omnye usenokuthi isithuthi sikhokelela kuphuhliso lweendlela.
","Ngokwesibonelo, othile angathi imoto iholela ekwakhiweni kwemigwaqo.
","Ngokwesibonelo, omunye angase uthi imoto iholele ekuthuthukisweni komgwaqo.
"
GTCOM,25,"Kodwa ke, ukuxhumana kweendlela akuyongeniso ngenxa yegcuntswana lezithuthi, ngoko ke indlela ezintsha zophuhliso mazenziwe ukuphungula indleko zokuba ngumnini sithuti.
","Nokho, imigwaqo exhumanisa izwe lonke ayizuzisi ngokomnotho ezimotweni ezimbalwa nje kuphela, ngakho izindlela ezintsha zokukhiqiza ziyenziwa ukunciphisa inani lokuba nemoto.
","Kodwa-ke, ukuxhumana kwemigwaqo akunanzuzo ngenxa yesibalo esinqunyelwe sezimoto, ngakho-ke izindlela ezintsha zentuthuko kumele zenziwe ukunciphisa izindleko zomnikazi.
"
GTCOM,26,"Ukuba nezithuthi ezininzi kukhokhelela ekwandeni kwamathuba engozi zendlela, ekhokhela ekubeni kubekho macebo matsha ayilwayo ekukhathaleleni impilo nokunyanga imizimba ezimeleyo.
","Ukuba nezimoto kwabantu abaningi nakho kuholela ezigamekweni eziphakeme zezingozi emigwaqweni, okuholela ekusungulweni kwezindlela ezintsha kwezempilo zokulungisa imizimba elimele.
","Uma izimoto eziningi ziholela engcupheni yezingozi zomgwaqo, okuholela ekwakhiweni kwezindlela ezintsha zokunakekelwa kwezempilo nezokwelashwa kwemizimba ezimele.
"
GTCOM,27,"Emveni kokwehla kwesiganeko, u ibson wathunyelwa kwisibhedlela kodwa wasweleka ngokukhawuleza emva koko.
","Ngemva kokuba kwenzeke ingozi, uGibson wayiswa esibhedlela kodwa washona ngokushesha ngemva kwalokho.
","Ngemuva kwalesi sigameko, u-Ibson waphuthunyiswa esibhedlela kodwa washona ngemuva kwalokho.
"
GTCOM,28,"Umqhubi welori, oneminyaka eyi-64, ebengalimelanga ekutshayisweni.
","Umshayeli weloli, oneminyaka engu-64, akalimalanga ekunqubuzaneni.
","Umshayeli weloli, oneminyaka engu-64, akalimalanga kule ngozi.
"
GTCOM,29,"Isithuthi ngokwaso sasuswa kwindawo yengozi malunga ne-1200 GMT kwangolo suku lunye.
","Imoto ngokwayo yasuswa endaweni ingozi eyenzeke kuyo cishe ngo-1200 GMT ngosuku olufanayo.
","Isithuthi ngokwaso sasuswa endaweni yengozi cishe ngo-1200 GMT ngosuku olufanayo.
"
GTCOM,30,"Umntu osebenza kwigaraji ekufuphi nalapho kwenzeke khona ingozi uthe: ""Bekukho abantwana abalinde ukuwela indlela kwaye bonke bebekhala belila.""
","Umuntu osebenza egalaji eduze nalapho okwenzeke khona inhlekelele uthe: ""Bekunezingane ezilinde ukuwela umgwaqo futhi zonke bezimemeza futhi zikhala.""
","Umuntu osebenza egalaji eliseduze nalapho kwenzeke khona ingozi uthe: ""Kwakunezingane ezazilinde ukuwela umgwaqo futhi bonke bebekhala bekhala"".
"
GTCOM,31,"Bonke babaleka babuyela apho kwenzeke khona ingozi.
","Bonke bagijima babuyela lapho ingozi yenzeke khona.
","Bonke babalekile babuyela lapho kwenzeke khona ingozi.
"
GTCOM,32,"Ngo 1956 u Slania watshintshela e Sweden, apho wathi emva kweminyaka emithathu waqalisa ukusebenzela I swedishh Post Office waze waba nguMchweli oyintloko.
","Ngo 1956 u-Słania wathuthela e-Sweden, lapho iminyaka emithathu kamuva waqala ukusebenzela iHhovisi lePosi lase-Sweden futhi waba umqophi wabo omkhulu.
","Ngo-1956 uSlania wathuthela eSweden, lapho eminyakeni emithathu kamuva waqala ukusebenzela iPosi laseSweden futhi waba nguMchweli oyinhloko.
"
GTCOM,33,"Wavelisa izitampu ezingaphezu kwe-1 000 eSweden nakwamanye amazwe angama-28.
","Wenzele iSweden izitembu ezingaphezu kuka-1,000 kanye nezingu-28 zamanye amazwe.
","Wakhiqiza izitembu ezingaphezu kuka-1 000 eSweden nakwamanye amazwe angama-28.
"
GTCOM,34,"Umsebenzi wakhe ngowezinga eliphucukileyo futhi elicace gca kangangokuba ngomnye wee-philatelists “ezaziwa kuwo onke amakhaya” ezimbalwa. Abanye baziincutshe zokuqokelela imisebenzi yakhe kuphela.
","Umsebenzi wakhe ungowekhwalithi eyaziwayo nemininingwane kangangokuthi ungelinye “lamagama aziwayo” phakathi kwabafundi bezitembu. Abanye bangochwepheshe bokuqoqa umsebenzi wakhe wodwa.
","Umsebenzi wakhe usuthuthuke kakhulu futhi ucace bha ukuthi ungomunye wabadlali abaziwayo emndenini wonke. Abanye bangongoti ekuhlanganiseni imisebenzi yakhe kuphela.
"
GTCOM,35,"Isitampu sakhe sesi-1,000 yayiyentle i-“Great Deeds by Swedish Kings” eyenziwe nguDavid Klocker Ehrenstrahl ngo-2000, ebhalwe kwi-Guinness Book World of Records.
","Isitembu sakhe sama-1,000 “bekuyiZenzo eZinkulu zamaKhosi waseSweden” ezibabazekayo ezenzwe nguDavid Klöcker Ehrenstrahl ngo-2000, esibhalwe ku-Guinness Book of World Record.
","Isitembu sakhe esingu-1 000 kwaba nguDavid Klocker Ehrenstrahl's ""Great Deeds by Swedish Kings"" ngo-2000, esaqoshwa eGuinness Book World of Records.
"
GTCOM,36,"Naye wayezibandakanya nokushicilela imali engamaphepha yamazwe amaninzi, imizekelo yakutshanje yomsebenzi wakhe iquka imifanekiso yeNkulumbuso kumphambili we-$5 yase-Canada ne-$100 eliphepha.
","Wayehilelekile nasekudwebeni imali eyiphepha yamazwe amaningi, izibonelo zakamuva zomsebenzi wakhe zihlanganisa imifanekiso yoNdunankulu phambi kwemali yephepha yaseCanada engu-$5 kanye no-$100.
","Naye wayehlanganisa nokushicilela imali engamaphepha amazwe amaningi, izibonelo zakamuva zomsebenzi wakhe zifaka nezithombe zikaNdunankulu phambili ze-$5 zaseCanada ne-$100.
"
GTCOM,37,"IGreenland yahlaliswa kancinci. Kwi-sagas yaseNorse bathi u-Erik oBomvu wagxothelwa e-Iceland ngenxa yokubulala, kwaye xa ehambela ngasentshona, wafumana iGreenland wayibiza ngokuba yiGreenland.
","I-Greenland yayihlelwe kancane. E-Norse Segas bathi u-Erik the Red waboshwa e-Iceland ngenxa yokubulala, futhi lapho ehambela eNtshonalanga, wathola i-Greenland wase eyibiza ngokuthi i-Greenland.
","IGreenland yayihlalwa kancane. In the sagas yaseNorse bathi u-Erik oBomvu wagwazwa e-Iceland ngenxa yokubulala, futhi lapho eya entshonalanga, wathola iGreensland wayiqamba ngokuthi iGreennland.
"
GTCOM,38,"Kodwa nangona wayefumanise oku, abesizwe se Eskimo tribes babesele behlala apho.
","Kodwa naphezu kokuba etholakele, isizwe sama-Eskiro besilokhu sihlala lapho ngaleso sikhathi.
","Kodwa naphezu kokutholwa kwakhe, ama-Eskimo ayehlala lapho.
"
GTCOM,39,"Nangona ilizwe ngalinye lali 'Scandinavia', zininzi izinto ezahlukileyo phakathi kwabantu, ookumkani, amasiko kunye nembali yaseDenmark, iSweden, iNorway neIceland.
","Nakuba izwe ngalinye beliyi-‘Scandinavian’, bekunokungefani okuningi phakathi kwabantu, amakhosi, amasiko, kanye nomlando wase-Denmark, e-Sweden, e-Norway kanye nase-Iceland.
","Nakuba izwe ngalinye laliyi ""Scandinavia"", kunokwehluka okuningi phakathi kwabantu, amakhosi, amasiko nomlando waseDenmark, iSweden, iNorway ne-Iceland.
"
GTCOM,40,"Abadubuli kwityala elongezelelekileyo lokulawulwa kwezinambuzane babeza kubekwa esweni ngokuthe qatha ngabagcini, njengoko ityala lalibekwe esweni kwaye ukusebenza kwalo kuvavanywa.
","Abadubuli esilingweni sokususa izilwane ezihluphayo bekufanele babekwe iso abaphathi bendawo, njengoba isilingo besiqashelwe futhi impumelelo yaso ihlolwa.
","Abadubulayo kuleli cala elengeziwe lokulawulwa kwezinambuzane bazobhekwa ngeso lokhozi ngonogada, njengoba leli cala seligadiwe futhi ukusebenza kwalo kuhlolwe.
"
GTCOM,41,"Ngokubambisana kwe-NPWS kunye noMbutho wabaDubuli bezeMidlalo e-Australia (NSW) Inc, amavolontiya afanelekileyo athathwa, phantsi kwenkqubo yokuzingela yoMbutho weSporting Shooter.
","Ngokubambisana neNPWS kanye neSporting Shooters Association of Australia (NSW) Inc, amavolontiya afanelekayo abuthwa, ngaphansi kohlelo lokuzingela lweSporting Shooters Association.
","Ngokubambisana kwe-NPWS kanye ne-Australian Sports Shooter Association (NSW) Inc, amavolontiya afanelekayo athathwa, ngaphansi kohlelo lokuzingela lwe-Sporting Shooter.
"
GTCOM,42,"Ngokutsho kukaMick O'Flynn, iDirector ebambeleyo ePark Conservation and Heritage eNPWS, abadubuli abane bokuqala abaye bachongelwa ukudubula baye bafumana imiyalelo epheleleyo yezokhuseleko noqeqesho.
","NgokukaMick O’Flynn, Umqondisi Obambele wePaki Lokonga Nefa kanye neNPWS, abadubuli abane abakhethwe ohlelweni lokudubula bathola ukuqeqeshwa okujulile kokuphepha nokuqeqesha.
","Ngokusho kukaMick O'Flynn, uMqondisi oyibamba ePark Conservation and Heritage eNPWS, abadubuli abane bokuqala abakhonjwe ukudubula bathole imiyalelo ephelele yokuphepha nokuqeqeshwa.
"
GTCOM,43,"Umlawulu wee-Commons u-Adam Cuerden uchaze ifratsi yakhe yokususwa kolwazi xa ebethetha ne-Wikinews kule nyanga idlulileyo.
","Umqondisi weCommons u-Adam Cuerden uzwakalise ukukhungatheka kwakhe ngokusulwa ngemva kokukhuluma ne-Wikinews ngenyanga edlule.
","Umqondisi we-Commons u-Adam Cuerden uchaze imininingwane yokususwa kwakhe ngesikhathi ekhuluma ne-Wikinews ngenyanga edlule.
"
GTCOM,44,"""U [Wales] wasixokisela zisabekwa. Kuqala, ngokwenza ngathi wenzela izizathu zomthetho. Okwesibini, ngokwenza ngathi ebesimamele, ukuyoqhina ekucimeni kwakhe imizobo.""
","""Yena [uWales] ngokuyisisekelo ukhulume amanga kusuka ekuqaleni. Okokuqala, ngokushaya sengathi lokhu bekungenxa yezizathu ezingokomthetho. Okwesibili, ngokuzishaya sengathi wayesilalele, kuze kube sekususweni kobuciko bakhe.""
","""[IWales] yaqamba amanga. Kuqala, ngokuzenzela izizathu zomthetho. Okwesibili, ngokuzenza ngathi ulalele, kwaze kwaba sekuqedeni imidwebo yakhe"".
"
GTCOM,45,"Ukucaphuka kwabahlali kukhokelele kwimizamo yangoku yokuyila umgaqo-nkqubo ngokubhekisele kumxholo wesini kule ndawo igcina izigidi zosasazo ezinelayisensi elubala.
","Ukudineka komphakathi kwaholela emzamweni wamanje wokubhala umthetho ophathelene nezindaba zobulli ezingosini ezihlinzeka izinkulungwane ngezindaba ezigunyaziwe ezisemthethweni.
","Ukushikashikeka komphakathi kuholele emizameni yamanje yokwenza inqubomgomo ngokuqukethwe kobulili kule ndawo igcina izigidi zabezindaba ezinamalayisense obala.
"
GTCOM,46,"Ukuze ucacelwe zi Templars kufuneka ubani acacelwe yimeko eyabangela ukuqulunqwa kwe Oda
","Ukuze uqonde amaTemplar umuntu kufanele aqonde umcabango owadala le nhlangano.
","Ukuze uqonde ama-Templars umuntu kufanele acacise izimo eziholele ekubhalweni kwe-oda
"
GTCOM,47,"Ixesha apho iziganeko zenzeke khona ngokuqhelekileyo kubhekiswa njengamaXesha aPhakathi ixesha lembali yaseYurophu ngekhulu le-11, le-12, nele-13 (AD 1000-1300).
","Inkathi lapho kube nesehlakalo khona ivame ukubhekiselwa ngokuthi Inkathi Ephakathi Ephezulu inkathi yomlando waseYurophu ngekhulu lama-11, lama-12, kanye nelama-13 leminyaka (AD 1000–1300).
","Isikhathi semicimbi kuvame ukubizwa ngokuthi yiNkathi Ephakathi, isikhathi somlando waseYurophu ngekhulu le-11, 12, nele-13 (AD 1000-1300).
"
