System,Utterance,Source,ref1,hyp
metricsystem2,13,"It didn't know what the koala was, but it said it thought it was an interesting-looking creature.
","Он не знал, что такое коала, но сказал, что считает её любопытным созданием.
","Он не знал, что такое коала, но сказал, что думает, что это очень интересное существо.
"
metricsystem2,14,"Then I shared with it a sequence of images about a house burning down.
","Затем я поделилась с ним серией изображений о горящих домах.
","Затем я поделился с ним серией изображений сгоревшего дома.
"
metricsystem2,15,"It took a look at the images and it said, ""This is an amazing view! This is spectacular!""
","Он посмотрел на картинки и сказал: «Удивительный вид! Потрясающе!»
","Он посмотрел на изображения и сказал: «Это потрясающий вид!
"
metricsystem2,16,"It sent chills down my spine.
","У меня по спине побежали мурашки.
","От этого у меня по спине пробежали мурашки.
"
metricsystem2,17,"It saw a horrible, life-changing and life-destroying event and thought it was something positive.
","Он смотрел на ужасное,  разрушающее жизни событие и думал, что это нечто положительное.
","Он увидел ужасное, изменяющее жизнь и разрушающее жизнь событие и подумал, что это что-то положительное.
"
metricsystem2,18,"I realized that it recognized the contrast, the reds, the yellows, and thought it was something worth remarking on positively.
","Я поняла, что он распознал контрасты, оттенки красного и жёлтого и подумал, что это заслуживает позитивной оценки.
","Я понял, что он распознал контраст, красный и желтый, и подумал, что это стоит отметить положительно.
"
metricsystem2,19,"And part of why it was doing this was because most of the images I had given it were positive images.
","Отчасти он сделал это, потому что большинство изображений,  которые я давала ему, были позитивными.
","И отчасти причина, по которой он это делал, заключалась в том, что большинство изображений, которые я ему давал, были положительными.
"
metricsystem2,20,"That's because people tend to share positive images when they talk about their experiences.
","Потому что люди склонны делиться  позитивными изображениями, когда рассказывают о своём опыте.
","Это потому, что люди склонны делиться положительными образами, когда рассказывают о своем опыте.
"
metricsystem2,21,"When was the last time you saw a selfie at a funeral?
","Когда вы в последний раз  видели селфи на похоронах?
","Когда вы в последний раз видели селфи на похоронах?
"
metricsystem2,22,"I realized that, as I worked on improving AI task by task, dataset by dataset, that I was creating massive gaps, holes and blind spots in what it could understand.
","Я осознала, что, совершенствуя  искусственный интеллект, задачу за задачей, массив данных за массивом, я создала огромные бреши, дыры и пробелы в том,  что он мог понимать.
","Я понял, что, работая над улучшением ИИ задачи за задачей, набора данных за набором данных, я создавал огромные пробелы, дыры и слепые пятна в том, что он мог понять.
"
metricsystem2,23,"And while doing so, I was encoding all kinds of biases.
","И делая это, я закодировала все  возможные виды предубеждений.
","И при этом я кодировал всевозможные предубеждения.
"
metricsystem2,24,"Biases that reflect a limited viewpoint, limited to a single dataset -- biases that can reflect human biases found in the data, such as prejudice and stereotyping.
","Предубеждений, отражающих  ограниченное видение, ограниченное единым набором данных. Пробелы, которые отражают человеческие предубеждения, закодированные в данных, такие как предвзятость и стереотипы.
","Предубеждения, которые отражают ограниченную точку зрения, ограниченную одним набором данных - предубеждения, которые могут отражать человеческие предубеждения, обнаруженные в данных, такие как предубеждения и стереотипы.
"
metricsystem2,25,"I thought back to the evolution of the technology that brought me to where I was that day -- how the first color images were calibrated against a white woman's skin, meaning that color photography was biased against black faces.
","Я подумала об эволюции технологий, которая привела меня к тому, где я оказалась тогда, — как первые цветные фотографии были откалиброваны по коже белых женщин, а значит, цветные фотографии были  не приспособлены к тёмным лицам.
","Я вспомнил эволюцию технологии, которая привела меня туда, где я был в тот день - как первые цветные изображения были откалиброваны по коже белой женщины, а это означало, что цветная фотография была смещена против черных лиц.
"
metricsystem2,26,"And that same bias, that same blind spot continued well into the '90s.
","И это же предубеждение, этот же пробел наблюдались и в 90-е.
","И та же предвзятость, та же слепая зона сохранялась и в 90-е.
"
metricsystem2,27,"And the same blind spot continues even today in how well we can recognize different people's faces in facial recognition technology.
","И этот же пробел в информации мы имеем и сегодня в том, насколько хорошо мы можем  распознавать разнообразные человеческие лица с помощью технологии распознавания лиц.
","То же самое слепое пятно сохраняется даже сегодня в том, насколько хорошо мы можем распознавать лица разных людей с помощью технологии распознавания лиц.
"
metricsystem2,28,"I though about the state of the art in research today, where we tend to limit our thinking to one dataset and one problem.
","Я думала о новейших исследованиях, где мы склонны ограничивать свое мышление  одним набором данных и одной проблемой.
","Я подумал о современном состоянии исследований, когда мы склонны ограничивать свое мышление одним набором данных и одной проблемой.
"
metricsystem2,29,"And that in doing so, we were creating more blind spots and biases that the AI could further amplify.
","И тем самым, мы создавали всё больше пробелов и предубеждений, которые ИИ мог бы развить ещё сильнее.
","И тем самым мы создавали больше слепых пятен и предубеждений, которые ИИ мог еще усилить.
"
metricsystem2,30,"I realized then that we had to think deeply about how the technology we work on today looks in five years, in 10 years.
","Я поняла, что нужно больше думать о том, как технологии, с которыми мы работаем  сегодня, будут выглядеть через 5 и 10 лет.
","Тогда я понял, что нам нужно глубоко подумать о том, как технология, над которой мы работаем сегодня, будет выглядеть через пять лет, через 10 лет.
"
metricsystem2,31,"Humans evolve slowly, with time to correct for issues in the interaction of humans and their environment.
","Человечество эволюционирует медленно, со временем исправляя проблемы во взаимодействии людей  и окружающей среды.
","Люди развиваются медленно, со временем, чтобы исправить проблемы во взаимодействии людей и окружающей их среды.
"
metricsystem2,32,"In contrast, artificial intelligence is evolving at an incredibly fast rate.
","Искусственный интеллект, напротив, эволюционирует с невероятной скоростью.
","Напротив, искусственный интеллект развивается невероятно быстрыми темпами.
"
metricsystem2,33,"And that means that it really matters that we think about this carefully right now -- that we reflect on our own blind spots, our own biases, and think about how that's informing the technology we're creating and discuss what the technology of today will mean for tomorrow.
","И это означает, что это действительно важно, тщательно подумать об этом прямо сейчас - поразмышлять о наших собственных пробелах, наших собственных предубеждениях и о том, как это влияет на технологии, которые мы создаем, и обсудить, что современные технологии будут значить в будущем.
","А это означает, что действительно важно, чтобы мы тщательно обдумывали это прямо сейчас - чтобы мы размышляли о наших собственных слепых пятнах, наших собственных предубеждениях и думали о том, как это влияет на технологию, которую мы создаем, и обсуждаем, что технологии сегодняшнего дня будут значить для завтрашнего дня.
"
metricsystem2,34,"CEOs and scientists have weighed in on what they think the artificial intelligence technology of the future will be.
","Топ-менеджеры и учёные  всего мира говорят о том, каким по их мнению будет  искусственный интеллект в будущем.
","Руководители и ученые взвесили вопрос о том, какой, по их мнению, будет технология искусственного интеллекта будущего.
"
metricsystem2,35,"Stephen Hawking warns that ""Artificial intelligence could end mankind.""
","Стивен Хокинг предостерегает: «ИИ может положить конец человечеству».
","Стивен Хокинг предупреждает, что «искусственный интеллект может положить конец человечеству».
"
metricsystem2,36,"Elon Musk warns that it's an existential risk and one of the greatest risks that we face as a civilization.
","Илон Маск предупреждает, что это один из величайших экзистенциальных рисков, с которым когда-либо сталкивалась наша цивилизация.
","Илон Маск предупреждает, что это экзистенциальный риск и один из величайших рисков, с которыми мы сталкиваемся как цивилизация.
"
metricsystem2,37,"Bill Gates has made the point, ""I don't understand why people aren't more concerned.""
","Билл Гейтс недоумевает: «Я не понимаю, почему  люди не обеспокоены».
","Билл Гейтс подчеркнул: «Я не понимаю, почему люди не беспокоятся больше».
"
metricsystem2,38,"But these views -- they're part of the story.
","Но эти мнения — это только часть истории.
","Но эти взгляды - они часть истории.
"
metricsystem2,39,"The math, the models, the basic building blocks of artificial intelligence are something that we call access and all work with.
","Математика, модели, основополагающие кирпичики  искусственного интеллекта — это то, что мы называем доступом  и с чем работаем.
","Математика, модели, основные строительные блоки искусственного интеллекта - это то, что мы называем доступом, и все с чем мы работаем.
"
metricsystem2,40,"We have open-source tools for machine learning and intelligence that we can contribute to.
","У нас есть инструменты с открытым кодом  для машинного обучения и интеллекта, которыми мы готовы делиться.
","У нас есть инструменты с открытым исходным кодом для машинного обучения и аналитики, в которые мы можем внести свой вклад.
"
metricsystem2,41,"And beyond that, we can share our experience.
","И помимо этого, мы можем делиться своим опытом.
","Кроме того, мы можем поделиться своим опытом.
"
metricsystem2,42,"We can share our experiences with technology and how it concerns us and how it excites us.
","Делиться своими знаниями о технологиях, и как это нас беспокоит, и как это нас волнует.
","Мы можем поделиться своим опытом работы с технологиями, тем, как они нас волнуют и волнуют.
"
metricsystem2,43,"We can discuss what we love.
","Мы можем обсуждать, что мы любим.
","Мы можем обсудить то, что нам нравится.
"
metricsystem2,44,"We can communicate with foresight about the aspects of technology that could be more beneficial or could be more problematic over time.
","Мы можем предвидеть, какие аспекты технологий со временем могут стать самыми полезными, а какие — наиболее проблематичными.
","Мы можем предвидеть аспекты технологий, которые могут быть более полезными или могут стать более проблематичными с течением времени.
"
metricsystem2,45,"If we all focus on opening up the discussion on AI with foresight towards the future, this will help create a general conversation and awareness about what AI is now, what it can become and all the things that we need to do in order to enable that outcome that best suits us.
","Если мы все сосредоточимся на открытом диалоге об ИИ в перспективе будущего, это поможет создать атмосферу общей осведомлённости о том, что ИИ представляет собой сейчас, чем может стать, и что мы должны сделать, чтобы получить наиболее подходящий нам результат.
","Если мы все сосредоточимся на открытии дискуссии об ИИ с дальновидным взглядом на будущее, это поможет наладить общий разговор и осознать, что такое ИИ сейчас, чем он может стать, и обо всем, что нам нужно сделать, чтобы добиться того результата, который нам больше всего подходит.
"
metricsystem2,46,"We already see and know this in the technology that we use today.
","Мы уже видим и знаем всё это о технологиях, используемых сегодня.
","Мы уже видим и знаем это в технологиях, которые используем сегодня.
"
metricsystem2,47,"We use smart phones and digital assistants and Roombas.
","Мы пользуемся смартфонами,  цифровыми помощниками и роботами-пылесосами.
","Мы пользуемся смартфонами, цифровыми помощниками и Roomba.
"
metricsystem2,48,"Are they evil?
","Разве они — зло?
","Они злые?
"
metricsystem2,49,"Maybe sometimes.
","Может быть, иногда.
","Может быть, иногда.
"
metricsystem2,50,"Are they beneficial?
","Они полезны?
","Они полезны?
"
metricsystem2,51,"Yes, they're that, too.
","Безусловно.
","Да, они тоже такие.
"
metricsystem2,52,"And they're not all the same.
","И все они разные.
","И они не все одинаковые.
"
metricsystem2,53,"And there you already see a light shining on what the future holds.
","И в них вы уже видите луч света,  освещающий наше будущее.
","И там вы уже видите свет, озаряющий то, что ждет в будущем.
"
metricsystem2,54,"The future continues on from what we build and create right now.
","Будущее начинается в том, что  мы создаём и строим прямо сейчас.
","Будущее продолжается из того, что мы строим и создаем прямо сейчас.
"
metricsystem2,55,"We set into motion that domino effect that carves out AI's evolutionary path.
","Мы запускаем тот эффект домино, который определит путь развития ИИ.
","Мы привели в действие тот эффект домино, который прокладывает эволюционный путь ИИ.
"
metricsystem2,56,"In our time right now, we shape the AI of tomorrow.
","Прямо сейчас мы формируем ИИ будущего.
","В наше время мы формируем ИИ завтрашнего дня.
"
metricsystem2,57,"Technology that immerses us in augmented realities bringing to life past worlds.
","Технологии, которые погружают  нас в дополненные реальности, возвращают к жизни прошлые миры.
","Технология, которая погружает нас в дополненную реальность, оживляя прошлые миры.
"
metricsystem2,58,"Technology that helps people to share their experiences when they have difficulty communicating.
","Технологии, которые помогают  людям делиться опытом, когда они испытывают  трудности в общении.
","Технологии, которые помогают людям делиться своим опытом, когда у них возникают трудности с общением.
"
metricsystem2,59,"Technology built on understanding the streaming visual worlds used as technology for self-driving cars.
","Технологии, основанные на понимании потоковых визуальных миров, используются для беспилотных автомобилей.
","Технология основана на понимании потокового визуального мира, используемого в качестве технологии для беспилотных автомобилей.
"
metricsystem2,60,"Technology built on understanding images and generating language, evolving into technology that helps people who are visually impaired be better able to access the visual world.
","Технологии, основанные на понимании изображений и генерировании языка, превращаются в технологии, которые помогают слабовидящим людям лучше получать доступ к визуальному миру.
","Технологии, основанные на понимании изображений и генерации языка, эволюционируют в технологию, которая помогает людям с нарушениями зрения лучше получать доступ к визуальному миру.
"
metricsystem2,61,"And we also see how technology can lead to problems.
","Но мы также видим, как технологии  могут привести к проблемам.
","И мы также видим, как технологии могут приводить к проблемам.
"
metricsystem2,62,"We have technology today that analyzes physical characteristics we're born with -- such as the color of our skin or the look of our face -- in order to determine whether or not we might be criminals or terrorists.
","Сегодня у нас есть технологии, которые анализируют наши  врождённые физические характеристики — такие как цвет кожи или черты лица — чтобы определить, можем ли мы  быть преступниками или террористами.
","Сегодня у нас есть технология, которая анализирует физические характеристики, с которыми мы родились, такие как цвет нашей кожи или выражение лица, чтобы определить, можем ли мы быть преступниками или террористами.
"
metricsystem2,63,"We have technology that crunches through our data, even data relating to our gender or our race, in order to determine whether or not we might get a loan.
","У нас есть технологии,  анализирующие данные о нас, даже такие данные как пол или раса, чтобы определить, можем  ли мы получить кредит.
","У нас есть технология, которая обрабатывает наши данные, даже данные, касающиеся нашего пола или расы, чтобы определить, можем ли мы получить ссуду.
"
metricsystem2,64,"All that we see now is a snapshot in the evolution of artificial intelligence.
","Всё, что мы видим сейчас, это лишь один кадр из эволюции  искусственного интеллекта.
","Все, что мы видим сейчас, - это моментальный снимок эволюции искусственного интеллекта.
"
metricsystem2,65,"Because where we are right now, is within a moment of that evolution.
","Потому что то, где мы сейчас, — это всего лишь момент этой эволюции.
","Потому что то, где мы сейчас находимся, находится в пределах одного момента этой эволюции.
"
metricsystem2,66,"That means that what we do now will affect what happens down the line and in the future.
","Это означает, что всё, что мы  делаем сегодня, окажет влияние на наше будущее.
","Это означает, что то, что мы делаем сейчас, повлияет на то, что происходит в будущем и в будущем.
"
metricsystem2,67,"If we want AI to evolve in a way that helps humans, then we need to define the goals and strategies that enable that path now.
","Если мы хотим, чтобы ИИ развивался для помощи человеку, мы должны определить цели и стратегии, которые зададут этот путь сейчас.
","Если мы хотим, чтобы ИИ развивался таким образом, чтобы помогать людям, тогда нам нужно определить цели и стратегии, которые позволяют этот путь прямо сейчас.
"
metricsystem2,68,"What I'd like to see is something that fits well with humans, with our culture and with the environment.
","Я бы хотела видеть что-то,  что хорошо подходит людям, сочетается с нашей культурой и окружающей средой.
","Я бы хотел увидеть то, что хорошо сочетается с людьми, нашей культурой и окружающей средой.
"
metricsystem2,69,"Technology that aids and assists those of us with neurological conditions or other disabilities in order to make life equally challenging for everyone.
","Технологии, которые помогают тем из нас, кто страдает неврологическими или другими заболеваниями, чтобы сделать жизнь  одинаково трудной для всех.
","Технологии, которые помогают и помогают тем из нас, кто страдает неврологическими заболеваниями или другими ограниченными возможностями, чтобы сделать жизнь одинаково сложной для всех.
"
metricsystem2,70,"Technology that works regardless of your demographics or the color of your skin.
","Технологии, работающие независимо от вашего цвета кожи  или демографических характеристик.
","Технология, которая работает независимо от вашего демографического положения или цвета вашей кожи.
"
metricsystem2,71,"And so today, what I focus on is the technology for tomorrow and for 10 years from now.
","Сегодня я сосредоточена на технологиях,  которые будут с нами завтра и через 10 лет.
","Итак, сегодня я сосредоточен на технологиях завтрашнего дня и на 10 лет вперед.
"
metricsystem2,72,"AI can turn out in many different ways.
","ИИ может стать чем угодно.
","ИИ может проявиться по-разному.
"
metricsystem2,73,"But in this case, it isn't a self-driving car without any destination.
","Но в данном случае это не самоуправляемая машина  без конечного пункта назначения.
","Но в данном случае это не беспилотный автомобиль, у которого нет пункта назначения.
"
metricsystem2,74,"This is the car that we are driving.
","Этой машиной управляем мы.
","Это машина, на которой мы ведем.
"
metricsystem2,75,"We choose when to speed up and when to slow down.
","Мы выбираем, когда следует  ускориться, а когда замедлиться.
","Мы выбираем, когда ускоряться, а когда замедляться.
"
metricsystem2,76,"We choose if we need to make a turn.
","Мы выбираем, когда нам нужно повернуть.
","Мы выбираем, нужно ли нам повернуть.
"
metricsystem2,77,"We choose what the AI of the future will be.
","Мы выбираем, каким будет ИИ будущего.
","Мы выбираем, каким будет ИИ будущего.
"
metricsystem2,78,"There's a vast playing field of all the things that artificial intelligence can become.
","Есть бесчисленное множество вещей, которыми может стать  искусственный интеллект.
","Существует огромное игровое поле для всего, чем может стать искусственный интеллект.
"
metricsystem2,79,"It will become many things.
","И он станет множеством вещей.
","Будет много вещей.
"
metricsystem2,80,"And it's up to us now, in order to figure out what we need to put in place to make sure the outcomes of artificial intelligence are the ones that will be better for all of us.
","И наша задача сегодня — выяснить, что именно мы должны вложить в ИИ, чтобы полученные результаты стали самыми лучшими для всех нас.
","И теперь нам предстоит выяснить, что нам нужно внедрить, чтобы убедиться, что результаты искусственного интеллекта будут лучше для всех нас.
"
metricsystem2,81,"Thank you.
","Спасибо
","Спасибо.
"
metricsystem2,82,"(Applause)
","(Аплодисменты)
","(Аплодисменты)
"
metricsystem2,83,"I want to ask you all to consider for a second the very simple fact that, by far, most of what we know about the universe comes to us from light.
","Я хочу, чтобы вы задумались на секунду о том, что почти все наши знания о Вселенной получены благодаря свету.
","Я хочу попросить вас всех задуматься на секунду над тем очень простым фактом, что, безусловно, большая часть того, что мы знаем о Вселенной, приходит к нам из света.
"
metricsystem2,84,"We can stand on the Earth and look up at the night sky and see stars with our bare eyes.
","Мы стоим на Земле и невооруженным глазом видим в ночном небе звезды.
","Мы можем стоять на Земле, смотреть в ночное небо и видеть звезды невооруженным глазом.
"
metricsystem2,85,"The Sun burns our peripheral vision.
","Яркое Солнце может обжечь сетчатку глаза,
","Солнце обжигает наше периферийное зрение.
"
metricsystem2,86,"We see light reflected off the Moon.
","но этот же свет мы видим в отражении Луны.
","Мы видим свет, отраженный от Луны.
"
metricsystem2,87,"And in the time since Galileo pointed that rudimentary telescope at the celestial bodies, the known universe has come to us through light, across vast eras in cosmic history.
","Со времен Галилея, наблюдавшего небесные тела в свой примитивный телескоп, мы созерцаем вселенную благодаря свету, проходящему через безбрежные века космической истории.
","И с тех пор, как Галилей направил этот элементарный телескоп на небесные тела, известная вселенная пришла к нам через свет через обширные эпохи в космической истории.
"
metricsystem2,88,"And with all of our modern telescopes, we've been able to collect this stunning silent movie of the universe -- these series of snapshots that go all the way back to the Big Bang.
","С помощью современных телескопов мы смогли собрать потрясающий немой фильм о Вселенной, охватывающий всю нашу историю вплоть до Большого взрыва.
","И с помощью всех наших современных телескопов мы смогли собрать этот потрясающий немой фильм о вселенной - эту серию снимков, которые восходят к Большому взрыву.
"
metricsystem2,89,"And yet, the universe is not a silent movie because the universe isn't silent.
","Однако кино это вовсе не лишено звука, потому как Вселенная не беззвучна.
","И все же вселенная - это не немое кино, потому что вселенная не безмолвна.
"
metricsystem2,90,"I'd like to convince you that the universe has a soundtrack and that soundtrack is played on space itself, because space can wobble like a drum.
","Я хочу доказать вам, что у Вселенной есть своя звуковая дорожка, и она «воспроизводится» самим космосом, ведь космическое пространство вибрирует как барабан.
","Я хотел бы убедить вас, что у вселенной есть саундтрек, и этот саундтрек воспроизводится в самом космосе, потому что космос может раскачиваться, как барабан.
"
metricsystem2,91,"It can ring out a kind of recording throughout the universe of some of the most dramatic events as they unfold.
","В нем разносятся своеобразные звуки, сопровождающие самые яркие события по мере того, как они происходят.
","Это может стать своего рода записью по всей вселенной некоторых из самых драматических событий по мере их развития.
"
metricsystem2,92,"Now we'd like to be able to add to a kind of glorious visual composition that we have of the universe -- a sonic composition.
","Сегодня мы хотели бы дополнить роскошный визуальный образ вселенной, имеющийся у нас, еще и саундтреком.
","Теперь мы хотели бы иметь возможность добавить к своего рода великолепной визуальной композиции, которая есть у нас во вселенной, - звуковой композиции.
"
metricsystem2,93,"And while we've never heard the sounds from space, we really should, in the next few years, start to turn up the volume on what's going on out there.
","До сих пор мы никогда не слышали звуков из космоса, но в ближайшее время нам стоит внимательно прислушаться к тому, что там происходит.
","И хотя мы никогда не слышали звуков из космоса, нам действительно стоит в ближайшие несколько лет начать увеличивать громкость того, что там происходит.
"
metricsystem2,94,"So in this ambition to capture songs from the universe, we turn our focus to black holes and the promise they have, because black holes can bang on space-time like mallets on a drum and have a very characteristic song, which I'd like to play for you -- some of our predictions for what that song will be like.
","Итак, с целью записать «песню» Вселенной, мы сосредоточились на черных дырах как самых многообещающих объектах, ведь они «бьют» в пространство-время как в колокол, и дают характерный звук. Сейчас вы услышите как, по нашему мнению, будет звучать эта песня.
","Итак, в этом стремлении запечатлеть песни из вселенной, мы обращаем наше внимание на черные дыры и их обещание, потому что черные дыры могут бить в пространстве-времени, как молотки по барабану, и имеют очень характерную песню, которую я хотел бы сыграть для вас - некоторые из наших предсказаний того, какой будет эта песня.
"
