System,Utterance,Source,ref1,hyp
system2,10,"You Utter Twat What kind of stupid cunt reports someone for a perfectly valid username. You complete waste of oxygen, you rancid piece of dog shit. Get a sense of perspective and stop being a petty minded little fucker.
","Du bist ein Vollidiot. Was für eine dumme Fotze meldet jemanden für einen vollkommen gültigen Benutzernamen. Du völlige Sauerstoffverschwendung, du ranziges Stück Hundescheiße. Gewinne ein Gefühl für die Perspektive und hör auf, ein kleingeistiger kleiner Ficker zu sein.
","You Utter Twat Was für eine dumme Fotze meldet jemanden für einen perfekt gültigen Benutzernamen. Du verschwendest Sauerstoff, du ranziges Stück Hundescheiße. Holen Sie sich ein Gefühl für Perspektive und hören Sie auf, ein kleinlich gesinnter kleiner Ficker zu sein.
"
system2,11,"'''FUCK YOU Ckatz you are german Cock sucker and FUCKER MOTHER FUCKER
","'„FICK DICH'. Ckatz, du bist ein deutscher Schwanzlutscher und VERDAMMTER HURENSOHN.“
","""'FUCK YOU Ckatz du bist deutsch Hahn Sauger und FUCKER MUTTER FUCKER
"
system2,12,"Nope, didn't forget, just been busy - will find the time to look into it over the weekend.
","Nein, habe ich nicht vergessen, ich war nur beschäftigt - werde die Zeit finden, mich am Wochenende damit zu beschäftigen.
","Nein, nicht vergessen, nur beschäftigt - finden Sie die Zeit, um in sie über das Wochenende zu schauen.
"
system2,13,"Cry to your pathetic stupid family, you fucking bastard. I will do my utmost to have your account indefinitely banned you fucking fajita.
","Heul dich bei deiner erbärmlichen, dummen Familie aus, du verdammter Bastard. Ich werde mein Möglichstes tun, damit dein Konto auf unbestimmte Zeit gesperrt wird, du verdammte Fajita.
","Weine zu deiner erbärmlichen, dummen Familie, du verdammter Bastard. Ich werde mein Möglichstes tun, damit dein Account dich auf unbestimmte Zeit verbietet, verdammte Fajita.
"
system2,14,"Trouted You have been trouted for: Being an idiot
","Zerstört. Du wurdest zerstört: Weil du ein Idiot bist
","Geforscht Du wurdest geforscht für: Ein Idiot zu sein
"
system2,15,"'''FUCK YOU Ckatz you are german Cock sucker and FUCKER MOTHER FUCKER
","'„FICK DICH'. Ckatz, du bist ein deutscher Schwanzlutscher und VERDAMMTER HURENSOHN.“
","""'FUCK YOU Ckatz du bist deutsch Hahn Sauger und FUCKER MUTTER FUCKER
"
system2,16,"3PO I put another response on John Bowlby if you had a mo. Or half a mo come to that.  barley
","3PO. Ich habe eine andere Antwort auf John Bowlby gelegt, falls du eine hast. Oder ein halbes Mo, um genau zu sein. Barley
","3PO habe ich John Bowlby noch eine Antwort gegeben, wenn du einen Moo hättest. Gerste
"
system2,17,"Shut up, NoCal. Whinging about BLP's and Blocks  be serious, you don't care about policy or procedure. You just want to see an American, Jewish, Pro-Israel genocide advocate portrayed as a rationalistic hero, because Israel makes your dick hard. You twisted individual. <<IP>>
","Halt die Klappe, NoCal. Wenn du ernsthaft über BLPs und Blöcke jammerst, dann ist dir die Politik oder das Verfahren egal. Du willst nur, dass ein amerikanischer, jüdischer, pro-israelischer Verfechter des Völkermords als rationalistischer Held dargestellt wird, weil Israel dir einen harten Schwanz verpasst. Du verdrehtes Individuum. <<IP>>
","Shut up, NoCal. Wenn man über BLP's und Blocks ernst meint, kümmert man sich nicht um Politik oder Prozedur. Man möchte nur einen amerikanischen, jüdischen, pro-israelischen Genozid-Befürworter als rationalistischen Helden dargestellt sehen, weil Israel einem den Schwanz hart macht.
"
system2,18,"'''FUCK YOU Ckatz you are german Cock sucker and FUCKER MOTHER FUCKER
","'„FICK DICH'. Ckatz, du bist ein deutscher Schwanzlutscher und VERDAMMTER HURENSOHN.“
","""'FUCK YOU Ckatz du bist deutsch Hahn Sauger und FUCKER MUTTER FUCKER
"
system2,19,"I hope you niggerfags realize that reverting my edits to the Karl Marx page smacks of communist faggotry - something not tolerated by my government. Enjoy being assraped men in black.
","Ich hoffe, ihr Negerschwuchteln begreift, dass die Umkehrung meiner Bearbeitungen auf die Karl-Marx-Seite nach kommunistischer Schwulheit riecht - etwas, das von meiner Regierung nicht toleriert wird. Genießt es, im Arsch vergewaltigte Men in Black zu sein.
","Ich hoffe, ihr Niggerfags merkt, dass meine Bearbeitungen der Karl-Marx-Seite von kommunistischer Faggoterie gerissen werden - etwas, das von meiner Regierung nicht toleriert wird. Genieße es, schwarze Arschlöcher zu sein.
"
system2,20,"Oh please, Commons! -D I could use them for the spanish project!    (¿Sí?)
","Oh bitte, Commons! -D Ich könnte sie für das spanische Projekt gebrauchen! (¿Sí?)
","Oh bitte, Commons! -Könnte ich sie für das spanische Projekt verwenden?
"
system2,21,"What a cowardly Jew. lmfao. stick to picking on girls and women in the ghettos you and your Nazi faggot friends make out of functional civilisations.
","Was für ein feiger Jude. lmfao. Bleib dabei, auf Mädchen und Frauen in den Ghettos herumzuhacken, die du und deine schwulen Nazi-Freunde aus funktionierenden Zivilisationen machen.
","Was für ein feiger Jude. LMFAO. Bleiben Sie dabei, Mädchen und Frauen in den Ghettos zu pflücken, die Sie und Ihre Nazi-Schurkenfreunde aus funktionalen Zivilisationen machen.
"
system2,22,"Do humanity a favour and kill yourself, you nazi bias yank piece of shit  <<IP>>
","Tu der Menschheit einen Gefallen und bring dich um, du voreingenommenes nationalsozialistisches Yankee-Arschloch. <<IP>>
","Tu der Menschheit einen Gefallen und bring dich um, du Nazi-Bias reißt ein Stück Scheiße << IP >>
"
system2,23,"Illythr, your pro-Russian edits are evident. Let Moldova, and Moldovans be themselves.
","Illythr, deine pro-russischen Bearbeitungen sind offensichtlich. Lass Moldawien und die Moldawier sie selbst sein.
","Ihre pro-russischen Einstellungen sind offensichtlich: Die Republik Moldau und die Moldauer selbst.
"
system2,24,"Fuck you too, you fascist piece of shit.
","Fick dich auch, du faschistisches Stück Scheiße.
","Ficken Sie auch, Sie faschistischen Stück Scheiße.
"
system2,25,"Trouted You have been trouted for: Being an idiot
","Zerstört. Du wurdest zerstört: Weil du ein Idiot bist
","Geforscht Du wurdest geforscht für: Ein Idiot zu sein
"
system2,26,"No, you are not introducing original recipe of South Korea at all. A lot of Japanese food is being imported by South Korea. Therefore, I think that it should thoroughly talk about this problem. I can offer a lot of information. Let's discuss it. To a thorough target.
","Nein, du stellst überhaupt kein Originalrezept aus Südkorea vor. Viele japanische Lebensmittel werden von Südkorea importiert. Deshalb denke ich, dass man dort gründlich über dieses Problem sprechen sollte. Ich kann eine Menge Informationen anbieten. Lass uns darüber sprechen. Auf ein gründliches Ziel.
","Nein, Sie sind nicht die Einführung ursprünglichen Rezept von Südkorea überhaupt. Viele japanische Lebensmittel werden von Südkorea importiert. Daher denke ich, dass es gründlich über dieses Problem sprechen sollte. Ich kann eine Menge Informationen anbieten. Lassen Sie uns darüber diskutieren. Zu einem gründlichen Ziel.
"
system2,27,"I just had another look at Burnley's squad. Their entire team is anglophone (Ashley Barnes is quite blatantly from his name nowhere near as """"Austrian"""" as Arnold Schwarzenegger). That's even more homogenous than my local Football League Two team, who have a Swiss and a Frenchman
","Ich habe mir gerade noch einmal Burnleys Kader angesehen. Ihre gesamte Mannschaft ist anglophon (Ashley Barnes ist von seinem Namen her nicht annähernd so „österreichisch“ wie Arnold Schwarzenegger). Das ist sogar noch homogener als mein lokales Team der Football League Two, das aus einem Schweizer und einem Franzosen besteht.
","Ich hatte nur noch einen Blick auf Burnleys Team. Ihr gesamtes Team ist anglophon (Ashley Barnes ist ganz eklatant von seinem Namen nirgendwo als """" Österreicher """" wie Arnold Schwarzenegger). Das ist noch homogener als mein lokales Football League Two Team, das einen Schweizer und einen Franzosen hat
"
system2,28,"You Utter Twat What kind of stupid cunt reports someone for a perfectly valid username. You complete waste of oxygen, you rancid piece of dog shit. Get a sense of perspective and stop being a petty minded little fucker.
","Du bist ein Vollidiot. Was für eine dumme Fotze meldet jemanden für einen vollkommen gültigen Benutzernamen. Du völlige Sauerstoffverschwendung, du ranziges Stück Hundescheiße. Gewinne ein Gefühl für die Perspektive und hör auf, ein kleingeistiger kleiner Ficker zu sein.
","You Utter Twat Was für eine dumme Fotze meldet jemanden für einen perfekt gültigen Benutzernamen. Du verschwendest Sauerstoff, du ranziges Stück Hundescheiße. Holen Sie sich ein Gefühl für Perspektive und hören Sie auf, ein kleinlich gesinnter kleiner Ficker zu sein.
"
system2,29,"When you can't come up with a genuine reason to block, you make one up. Classic admin abuse. Fuck you. -CoM
","Wenn dir kein echter Grund für eine Sperre einfällt, erfindest du einen. Klassischer Admin-Missbrauch. Du kannst mich mal. - CoM
","Wenn du dir keinen echten Grund zum Blockieren ausdenken kannst, erfährst du einen. Klassischer Admin-Missbrauch. Fick dich. -COM
"
system2,30,"Local Programming The WikiProject Television Stations states the following: """"A television station article should include: what kind of programming the station airs are there any original shows that the station shows?"""" This means that the programming is appropriate content for this article and that it will remain on the page.
","Lokales Programm Die WikiProjekt-Fernsehsender geben Folgendes an: „Ein Artikel eines Fernsehsenders sollte folgende Angaben enthalten: Welche Art von Programm strahlt der Sender aus? Gibt es Originalsendungen, die der Sender zeigt?“ Das bedeutet, dass das Programm inhaltlich zu diesem Artikel passt und dass es auf der Seite bleibt.
","Lokale Programmierung Die WikiProject Television Stations stellt Folgendes fest: """"Ein Fernsehbeitrag sollte Folgendes beinhalten: Welche Art der Programmierung des Senders gibt es irgendwelche Originalsendungen, die der Sender zeigt?"""" Dies bedeutet, dass die Programmierung angemessener Inhalt für diesen Artikel ist und dass er auf der Seite bleiben wird.
"
system2,31,"And even if that wasn't the case, don't the Yoshinoyas in Singapore and Indonesia ALSO not serve pork, for the same religious reasons as Malaysia?
","Und selbst wenn das nicht der Fall wäre, servieren die Yoshinoyas in Singapur und Indonesien aus den gleichen religiösen Gründen wie Malaysia auch kein Schweinefleisch?
","Und selbst wenn das nicht der Fall wäre, servieren die Yoshinoyas in Singapur und Indonesien nicht auch Schweinefleisch, aus denselben religiösen Gründen wie Malaysia?
"
system2,32,"Snotty 17 year olds projecting their daddy and mammy issues on the world. Oh the joy of wiki and cyberspace. Hey kid, guess what you banned me asshole, now go back to your pathetic little life, and wank another for Shakira, that's what you do best isn't it? Wanker.
","Rotzfreche 17-Jährige, die ihre Papa- und Mama-Probleme auf die Welt projizieren. Oh die Freude von Wiki und Cyberspace. Hey Kleiner, rate mal, du hast mich gesperrt, Arschloch. Jetzt geh zurück zu deinem erbärmlichen kleinen Leben und hole dir für Shakira einen runter, das machst du am besten, oder? Wichser.
","Snotty 17-Jährige projizieren ihre Papa und Mammy-Probleme auf der Welt. Oh die Freude an Wiki und Cyberspace. Hey Kind, raten Sie, was Sie mich Arschloch verboten, jetzt gehen Sie zurück zu Ihrem pathetischen kleinen Leben, und wichsen eine andere für Shakira, das ist, was Sie am besten tun, ist es nicht?
"
system2,33,", which are not covered by WP:MOSISLAM mentioned by the dyke with the chopped off dick.}}
",", die nicht von WP:MOSISLAM abgedeckt sind, die von der Kampflesbe mit dem abgehackten Schwanz erwähnt werden.}}
",", die nicht von WP:MOSISLAM abgedeckt sind, die vom Deich mit dem abgehackten Schwanz erwähnt werden.
"
system2,34,"Trouted You have been trouted for: Being an idiot
","Zerstört. Du wurdest zerstört: Weil du ein Idiot bist
","Geforscht Du wurdest geforscht für: Ein Idiot zu sein
"
system2,35,"You really are a cabal of editors, a little band of corrupt little assholes scratching each other's back.
","Ihr seid wirklich eine Kabale von Redakteuren, eine kleine Bande von korrupten kleinen Arschlöchern, die sich gegenseitig am Rücken kratzen.
","Du bist wirklich eine Kabale von Redakteuren, eine kleine Bande von korrupten kleinen Arschlöchern, die sich gegenseitig den Rücken kratzen.
"
system2,36,"Shut up, NoCal. Whinging about BLP's and Blocks  be serious, you don't care about policy or procedure. You just want to see an American, Jewish, Pro-Israel genocide advocate portrayed as a rationalistic hero, because Israel makes your dick hard. You twisted individual. <<IP>>
","Halt die Klappe, NoCal. Wenn du ernsthaft über BLPs und Blöcke jammerst, dann ist dir die Politik oder das Verfahren egal. Du willst nur, dass ein amerikanischer, jüdischer, pro-israelischer Verfechter des Völkermords als rationalistischer Held dargestellt wird, weil Israel dir einen harten Schwanz verpasst. Du verdrehtes Individuum. <<IP>>
","Shut up, NoCal. Wenn man über BLP's und Blocks ernst meint, kümmert man sich nicht um Politik oder Prozedur. Man möchte nur einen amerikanischen, jüdischen, pro-israelischen Genozid-Befürworter als rationalistischen Helden dargestellt sehen, weil Israel einem den Schwanz hart macht.
"
system2,37,"Please read the guidelines carefully.  Once your IP block expires, you may return to Wikipedia, if and only if, your new user name follows Wikipedia:Username policy.   ♠♣♥♦-11-1985♪♫™
","Bitte lies die Richtlinien sorgfältig durch. Sobald deine IP-Sperre abgelaufen ist, kannst du zu Wikipedia zurückkehren, wenn, und nur wenn, dein neuer Benutzername der Wikipedia:Benutzernamen-Richtlinie entspricht. ♠♣♥♦-11-1985♪♫™
","Bitte lesen Sie die Richtlinien sorgfältig durch. Sobald Ihr IP-Block abgelaufen ist, können Sie zu Wikipedia zurückkehren, wenn und nur wenn Ihr neuer Benutzername Wikipedia folgt: Username policy. Obligationship -11-1985 MARE -11-1985 MARE
"
system2,38,"Cesc Fabregas I see it's been changed that he now plays for Chelsea. Looks like I was right all along? how do you like that you little bitch? I was right and you were wrong.
","Cesc Fabregas Ich sehe, es hat sich geändert, dass er jetzt für Chelsea spielt. Sieht aus, als hätte ich die ganze Zeit Recht gehabt? Wie gefällt dir das, du kleines Miststück? Ich hatte Recht und du hattest Unrecht.
","CESC Fabregas Ich sehe, dass es sich geändert hat, dass er jetzt für Chelsea spielt. Sieht so aus, als hätte ich die ganze Zeit Recht gehabt, wie gefällt dir, dass du kleine Hündin Ich hatte Recht und du hattest Unrecht.
"
system2,39,"Oh please, Commons! -D I could use them for the spanish project!    (¿Sí?)
","Oh bitte, Commons! -D Ich könnte sie für das spanische Projekt gebrauchen! (¿Sí?)
","Oh bitte, Commons! -Könnte ich sie für das spanische Projekt verwenden?
"
system2,40,"Go suck Jimbo Wales's Cock <<IP>>
","Geh Jimbo Wales' Schwanz lutschen <<IP>>
","Lasst euch den Schwanz von Jimbo Wales saugen
"
system2,41,"Go fuck yourself, you piece of shit.
","Fick dich, du Stück Scheiße.
","Gehen Sie selbst ficken, Sie Stück Scheiße.
"
system2,42,"These Iranian bastards are at it again. Not only here, but also in the German Wikipedia. User:Tajik's German account, de:Benutzer:Phoenix2, is falsifying and misquoting sources. You need to watch his IPs! These Iranian faggots won't give up! Keep Rumi, Safavids, and Babak on your watchlist.
","Diese iranischen Bastarde sind wieder am Werk. Nicht nur hier, sondern auch in der deutschen Wikipedia. Benutzer: Tadschikisches deutsches Konto, de: Benutzer: Phoenix2, fälscht und zitiert Quellen falsch. Du musst seine IPs beobachten! Diese iranischen Schwuchteln werden nicht aufgeben! Behalte Rumi, Safavids und Babak auf deiner Beobachtungsliste.
","Diese iranischen Bastarde sind wieder dabei. Nicht nur hier, sondern auch in der deutschen Wikipedia. User:Tajiks deutscher Account, de:Benutzer:Phoenix2, fälscht und zitiert Quellen. Sie müssen seine IPs beobachten! Diese iranischen Faggots werden nicht aufgeben! Halten Sie Rumi, Safavids und Babak auf Ihrer Merkliste.
"
system2,43,"You Utter Twat What kind of stupid cunt reports someone for a perfectly valid username. You complete waste of oxygen, you rancid piece of dog shit. Get a sense of perspective and stop being a petty minded little fucker.
","Du bist ein Vollidiot. Was für eine dumme Fotze meldet jemanden für einen vollkommen gültigen Benutzernamen. Du völlige Sauerstoffverschwendung, du ranziges Stück Hundescheiße. Gewinne ein Gefühl für die Perspektive und hör auf, ein kleingeistiger kleiner Ficker zu sein.
","You Utter Twat Was für eine dumme Fotze meldet jemanden für einen perfekt gültigen Benutzernamen. Du verschwendest Sauerstoff, du ranziges Stück Hundescheiße. Holen Sie sich ein Gefühl für Perspektive und hören Sie auf, ein kleinlich gesinnter kleiner Ficker zu sein.
"
system2,44,"We descendants of Otman Baba trough Mehmed Ali Karakoç are Sunni Muslim's and not Alevis...
","Wir Nachkommen von Otman Baba durch Mehmed Ali Karakoç sind sunnitische Muslime und keine Aleviten ...
","Wir Nachkommen von Otman Baba Trog Mehmed Ali Karakoç sind sunnitische Muslime und nicht Aleviten...
"
system2,45,"You really are a cabal of editors, a little band of corrupt little assholes scratching each other's back.
","Ihr seid wirklich eine Kabale von Redakteuren, eine kleine Bande von korrupten kleinen Arschlöchern, die sich gegenseitig am Rücken kratzen.
","Du bist wirklich eine Kabale von Redakteuren, eine kleine Bande von korrupten kleinen Arschlöchern, die sich gegenseitig den Rücken kratzen.
"
system2,46,"Cubits, hogsheads, rods, chains, etc? Since we've got to have Imperial as well as Metric, maybe we should be adding all the above (and more)?  Jimbo must be off his nut...
","Ellenbogen, Tonnen, Stangen, Ketten usw. Da wir sowohl Imperial als auch Metrisch haben müssen, sollten wir vielleicht all das oben Genannte (und mehr) hinzufügen? Jimbo muss verrückt sein ...
","Ellen, Hogsheads, Stäbe, Ketten, etc. Da wir sowohl Imperial als auch Metric haben müssen, sollten wir vielleicht all die oben genannten (und mehr) hinzufügen, dass Jimbo von seiner Nuss sein muss...
"
system2,47,"Tool Box Fuck you piece of shit. You think your in control, fucking faggot? You think you can harass me and get away with it? Fucking shitface, I'll beat your fucking ass if you mess with me again. And yes this is my new name. Sincerely.
","Tool Box. Fick dich, du Stück Scheiße. Du denkst, du hast die Kontrolle, verdammte Schwuchtel? Denkst du, du kannst mich belästigen und damit davonkommen? Verdammtes Arschgesicht, ich versohle dir den Arsch, wenn du dich noch mal mit mir anlegst. Und ja, das ist mein neuer Name. Mit freundlichen Grüßen.
","Tool Box Fuck Sie Stück Scheiße. Sie denken, Ihre Kontrolle, fucking faggot? Sie denken, Sie können mich belästigen und weg mit ihm? Fucking shitface, Ich werde Ihren fucking ass schlagen, wenn Sie mit mir wieder durcheinander. Und ja, das ist mein neuer Name. Mit freundlichen Grüßen.
"
system2,48,"Special note, for a special someone Fuck you, eat shit.
","Besondere Anmerkung, für eine besondere Person: Fick dich, friss Scheiße.
","Besondere Anmerkung, für einen besonderen jemanden, der dich fickt, Scheiße essen.
"
system2,49,"GA Reassessment of Phi Delta Theta Hello. As a significant contributor to this article, I thought you would want to know that it has been placed on hold as a result of its GA Sweeps Review, which can be found here. –Whitehorse1
","GA Neubewertung von Phi Delta Theta Hallo. Als ein bedeutender Mitwirkender an diesem Artikel dachte ich, es würde dich interessieren, dass er als Ergebnis des GA Sweeps Reviews, das hier zu finden ist, auf Eis gelegt wurde. -Whitehorse1
","GA Neubewertung von Phi Delta Theta Hallo. Als ein bedeutender Beitrag zu diesem Artikel, dachte ich, Sie möchten wissen, dass es auf Eis gelegt wurde als Ergebnis seiner GA Sweeps Review, die hier gefunden werden kann. –Whitehorse1
"
system2,50,"Cubits, hogsheads, rods, chains, etc? Since we've got to have Imperial as well as Metric, maybe we should be adding all the above (and more)?  Jimbo must be off his nut...
","Ellenbogen, Tonnen, Stangen, Ketten usw. Da wir sowohl Imperial als auch Metrisch haben müssen, sollten wir vielleicht all das oben Genannte (und mehr) hinzufügen? Jimbo muss verrückt sein ...
","Ellen, Hogsheads, Stäbe, Ketten, etc. Da wir sowohl Imperial als auch Metric haben müssen, sollten wir vielleicht all die oben genannten (und mehr) hinzufügen, dass Jimbo von seiner Nuss sein muss...
"
system2,51,"By her logic you can be a serial killer and lynch black people and still go to heaven as long as you admit you're a """"sinner"""" but someone like Gandhi or the Buddha is straight to hell! Great theology folks!!
","Nach ihrer Logik kann man ein Serienmörder sein und Schwarze lynchen und trotzdem in den Himmel kommen, solange man zugibt, dass man ein „Sünder“ ist, aber jemand wie Gandhi oder der Buddha kommt direkt in die Hölle! Tolle Theologie, Leute!!
","Durch ihre Logik können Sie ein Serienmörder und lynchen schwarze Menschen sein und immer noch in den Himmel gehen, solange Sie zugeben, dass Sie ein ""Sünder"" sind, aber jemand wie Gandhi oder der Buddha ist direkt in die Hölle!
"
system2,52,"You are a liar! """"It was my understanding that the article was about Windows Movie Maker in general (pertaining to all versions), and not just the 2012 version."""" How does it feel to be caught red-handed?
","Du bist ein Lügner! „Soweit ich verstanden habe, ging es in dem Artikel um Windows Movie Maker im Allgemeinen (in Bezug auf alle Versionen) und nicht nur um die Version von 2012“. Wie fühlt es sich an, auf frischer Tat ertappt zu werden?
","Du bist ein Lügner! “„Es war mein Verständnis, dass der Artikel war über Windows Movie Maker im Allgemeinen (in Bezug auf alle Versionen), und nicht nur die 2012-Version.“„Wie fühlt es sich an, mit roten Händen gefangen werden?
"
system2,53,"Vandalism== I'm damn sick and tired of idiot vandalising this page with things like """"OMFG Dale is so fucking hot"""" NO ONE FUCKING CARES! Fuck off if you are going to do shit like that. There should be an instant ban for stuff like that! ==
","Vandalismus == Ich habe es verdammt nochmal satt, dass der Idiot diese Seite mit Dingen wie „OMFG Dale ist so verdammt heiß“ verwüstet, NIEMAND INTERESSIERT SICH VERDAMMT NOCH MAL! Verpiss dich, wenn du so einen Scheiß machst. Es sollte ein sofortiges Verbot für solche Sachen geben! ==
","Ich bin verdammt krank und müde davon, diese Seite mit Dingen wie """"OMFG Dale is so fucking hot"""" zu beschädigen! Fuck off if you are going to do shit like that. Es sollte ein sofortiges Verbot für solche Sachen geben!
"
system2,54,", or accuse good faith editors enacting consensus of vandalism as you did
","oder beschuldigen gutgläubige Redakteure, die einen Konsens beschließen, wie du es getan hast, des Vandalismus.
","Oder beschuldigen Sie gutgläubige Redakteure, die wie Sie einen Konsens über Vandalismus erlassen haben
"
system2,55,"I alos like to ass fuck men...and swallow mens cumand any animals i.e horses, dogs, sheep, ect.
","Ich ficke auch gerne Männer in den Arsch ... und schlucke Männersperma und von allen Tieren, d.h. Pferden, Hunden, Schafen usw.
","Ich mag es auch Männer zu ficken... und Männer Sperma und Tiere zu schlucken, d. H. Pferde, Hunde, Schafe usw.
"
system2,56,"Cubits, hogsheads, rods, chains, etc? Since we've got to have Imperial as well as Metric, maybe we should be adding all the above (and more)?  Jimbo must be off his nut...
","Ellenbogen, Tonnen, Stangen, Ketten usw. Da wir sowohl Imperial als auch Metrisch haben müssen, sollten wir vielleicht all das oben Genannte (und mehr) hinzufügen? Jimbo muss verrückt sein ...
","Ellen, Hogsheads, Stäbe, Ketten, etc. Da wir sowohl Imperial als auch Metric haben müssen, sollten wir vielleicht all die oben genannten (und mehr) hinzufügen, dass Jimbo von seiner Nuss sein muss...
"
system2,57,"Idiot Fuck you, I had advanced tickets to see this thing because I wanted to see it so badly and your piece of shit asses ruined it for me.
","Idiot. Fick dich, ich hatte Vorabtickets, um dieses Ding zu sehen, weil ich es unbedingt sehen wollte, und eure Scheißärsche haben es mir ruiniert.
","Idiot Fuck you, ich hatte fortgeschrittene Tickets, um dieses Ding zu sehen, weil ich es so schlecht sehen wollte und dein Stück Scheißarsch es für mich ruiniert hat.
"
system2,58,"Yes. Harassment. That's a good one isn't it. Especially in light of the facts.
","Ja. Belästigung. Der ist gut, nicht wahr? Vor allem in Anbetracht der Fakten.
","Ja. Belästigung. Das ist gut so. Vor allem im Lichte der Fakten.
"
system2,59,"Fuck you too, you fascist piece of shit.
","Fick dich auch, du faschistisches Stück Scheiße.
","Ficken Sie auch, Sie faschistischen Stück Scheiße.
"
