System,Utterance,Source,ref1,hyp
GTCOM,24,"INyanga yenziwe ngamatshe kanye nothuli. Ingxenye engaphandle yeNyanga ibizwa ngokuthi uqweqwe.
","Umphezulu weNyanga wenziwe ngamatye nothuli. Uluhlu lwangaphandle lweNyanga lubizwa ngokuba luqweqwe.
","Inyanga yenziwe ngamatye nothuli. Icandelo elingaphandle leNyanga libizwa ngokuba iqweqwe.
"
GTCOM,25,"Ungqimba cishe lungugqinsi olungama-70 km ohlangothini oluseduze kanye nogqinsi olungama-100 km ohlangothini olukude.
","Umhlaba udeki ngeemitha eziyi-70 ii-km kwaye udeki nge-100 km kwicala elikude.
","Ingqimba malunga ne-70 km ubukhulu kwicala elisondeleyo kunye ne-100 km qinsi kwicala elikude.
"
GTCOM,26,"Lulula ngaphansi kolwandle futhi lungugqinsi ngaphansi kwezinkangala.
","Ibhityile ngaphantsi kwezibuko ize ityebe ngaphantsi kwiindawo eziphakamileyo.
","Lulula phantsi kolwandle kwaye kuqiniswe phantsi kwekangala.
"
GTCOM,27,"Kungenzeka kube nezindawo zasenyangeni eziningi ezimnyama ohlangothini ngoba ungqimba luncane. Bekulula ngodaka olushisayo ukukhuphukela phezulu.
","Kunokubakho i-maria engaphezulu kwicala elikufutshane kuba qweqwe libhityile. Kwakulula ukuba i-lava inyukele phezulu.
","Kungenzeka ukuba kubekho iinyanga ezininzi ezimnyama ecaleni kuba umaleko ubhityile. Bekulula ngodaka olushushu ukunyuka uye phezulu.
"
GTCOM,28,"Endaweni esenyakatho ikhawuliswe yiSahel, futhi eningizimu kanye nasentshonalanga uLwandlekazi i-Atlantic.
","Emantla engingqi ingxangwe yi-Sahel, futhi emzantsi nasentshona luLwandlekazi lwe-Atlantic.
","Endaweni esemantla ikhawuliswe yiSahel, kwaye emazantsi nasentshonalanga uLwesihlanu Atlantic.
"
GTCOM,29,"Abesifazane: Kutuswa ukuthi noma ngabe yiziphi izivakashi zesifazane zithi zishadile, kungakhathalekile ukuthi zishadile yini noma azishadile.
","Amabhinqa: Kucetyiswa ukuba amabhinqa akhenkethayo athi atshatile, kungakhathaliseki ukuba atshatile okanye awatshatanga.
","Women: Kutuswa ukuba naziphi na iindwendwe zabesifazane zithi batshate, ngaphandle kokuba batshate nantoni na okanye batshate.
"
GTCOM,30,"Kuyasiza nokufaka indandatho (kodwa hayi ebukeka ibiza.
","Kuyanceda nokunxiba umsesane (kodwa ingabi ngobonakala ueabisa kakhulu.
","Kuya kunceda nokufaka ring (kodwa hayi ebukeka ibiza.
"
GTCOM,31,"Abesifazane kumelwe baqaphele ukuthi ukungafani kwamasiko kungaholela kulokho abangacabanga ukuthi ukuhlushwa futhi akukhona okungavamile ukulandelwa, ukubanjwa ngengalo, njll.
","Abasetyhini kufuneka baqonde ukuba iyantlukwano ngokwenkcubeko inokubangela oko bakuthathe njengokuhlukumeza kwaye akuqhelekanga ukulandelwa, ukubanjwa ngengalo, njl.
","Abafazi kufuneka baqaphele ukuba ukungafani yenkcubeko kunokukhokelela kwinto abanokucinga ukuba ukuhlushwa kwaye akukho nto engaqhelekanga ukulandelwa, ukubanjwa ngengalo, njl.
"
GTCOM,32,"Qina lapho wenqaba amadoda, futhi ungesabi ukuzimela (umehluko wamasiko noma cha, awenzi kube okulungile!).
","Qiniseka ekugatheni amadoda, kwaye ungoyiki ukuma emhlabeni wakho (umahluko ngokwenkcubeko okanye hayi, ayenzi ukuba ilungile!).
","Qina xa akavuma amadoda, kwaye ungoyiki ukuzimela (umahluko ngokwenkcubeko okanye hayi, ayilunganga!).
"
GTCOM,33,"Umbukiso onxa-ntathu womsindo nokukhanya ungenye yezinto ezithakazelisayo endaweni yezingane.
","Umculo wephyramidi nokukhanya kwayo yenye yezinto ezinika umdla kulendawo ebantwaneni.
","Umboniso ongunxantathu wesandi kunye nokukhanya yenye yezona ndawo zinomdla ebantwaneni.
"
GTCOM,34,"Ungabona imibhoshongo enxa-ntathu ebumnyameni futhi ungawabona lapho kuthulile ngaphambi kokuqala kombukiso.
","Ungazibona iiphiramidi ebumnyameni kwaye ungazibona naxa kuthe cwaka ngaphambi kokuba inkqubo iqalise.
","Ndabona iinqaba ezinamacala amathathu ebumnyameni, ungazibona kuthe cwaka ngaphambi kokuqala komboniso.
"
GTCOM,35,"Ngokuvamile uhlala uzwa umsindo wezivakashi nabathengisi. Udaba lomsindo nokukhanya lufana nencwadi yezindaba.
","Ngokuqhelekileyo usoloko usiva isandi sabakhenkethi nabathengisi. Ibali lesandi nokukhanya lifana nebali elisencwadini.
","Ngokuqhelekileyo uhlala uzwa isandi seendwendwe kunye nabathengisi. Ingxaki yomsindo kunye nokukhanya ifana nencwadi yeendaba.
"
GTCOM,36,"ISphinx ibekwe njengesigcawu nomlandisi wodaba olude.
","I-Sphinx sibekwe njengesibuyisela umva nesibalisa ibali elide.
","I-Spinx ibonakalisiwe njengomboniso kunye nomlandisi webali elide.
"
GTCOM,37,"Izigcawu zikhonjiswa kumaphiramidi kanti amaphiramidi ahlukahlukene akhanyisiwe.
","Isiqendu sibonakaliswe kwii pyramids kwaye ipyramids ezohlukeneyo ziyalayitwa.
","Iimpawu zikhonjiswa kwiiphiramidi kwaye iipirramidi ezahlukeneyo ziyakhanyiswa.
"
GTCOM,38,"UKhisimusi elinye lamaholide abalulekile ebuKristwini, futhi ligujwa njengosuku lokuzalwa kukaJesu.
","Ikrisimesi yenye yeholide ezibalulekileyo zobu Krestu kwaye ibhiyozelwa njengemini yokuzalwa kukaYesu.
","Christmas enye yeholide ebaluleke kakhulu ebuKristwini, kwaye ibhiyozelwa njengomhla wokuzalwa kukaYesu.
"
GTCOM,39,"Amasiko amaningi ahlobene namaholide amukelwe abantu abangewona amakholwa emazweni wobuKhristu emhlabeni jikelele.
","Ezinye izithethe ezihambelana nale holide ziye zathathwa nangabanye abantu bakumazwe angengawo awobuKrestu nabangakholwayo kwihlabathi jikelele.
","Customs ezininzi ezinxulumene neeholide zamkelwe ngabantu abangakholwayo kumazwe obuKristu kwihlabathi liphela.
"
GTCOM,40,"UmPheresiya unegrama ngokuyisilinganiso elula nevamile kakhulu.
","I-Persian ine-grama elula kwaye ubukhulu becala igrama ixhaphakile.
","IsiPersi sinegrama elula elula neqhelekileyo.
"
GTCOM,41,"Ngakho-ke, ukufunda lencwadi yokusiza ukufunda uhlelo lolimi kungakusiza ufunde okuningi ngohlelo lolimi lwesiPheresiya futhi uqonde imisho kangcono.
","Ngoko ke, ukufunda le gram prayimar kuy akukunceda uqonde yaye ufunde lukhulu ngegrama yase-Persia ukuze uqonde nentetho ngcono.
","Ngoko ke, ukufunda le ncwadi yegrama kunokukunceda ufunde ngakumbi ngegrama yasePersi kwaye uqonde imisho engcono.
"
GTCOM,42,"Ukushushuluza eqhweni ngesikhwama: Lokhu kubuye kubizwe ngokuthi ukushushuluza eqhweni emaphandleni, ukubona indawo ngokushushulaza eqhweni kanye nokushushuluza eqhweni kokuqwala izintaba.
","Ukukhempisha nge-ski: Le nto yenziwayo kuthiwa kukunyuka intaba nge-ski, ukuthorisha nge-ski okanye i-backcountry ski.
","Ukuskiya nge-ski: Oku kukwabizwa ngokuba ngumkhenkce wasemaphandleni, ukushushuluza eqhweni kunye nokuskiya kwiintaba.
"
GTCOM,43,"Kuhlobene kodwa akuhlanganisi isitayela se-alpine sokuvakasha noma ukuqwala izintaba, okwenziwe abanye kamuva ezindaweni ezingamawa futhi ezidinga izinduku zokuhamba eqhweni eziqinile kakhudlwana kanye namabhuthi.
","Inxulumene kodwa ayidli ngakubandakanya I sitayela se alpine ski sokuthorisha okanye ukunambela iintaba, le yamva yenziwa kwintaba enyukayo yaye idinga iskis ezomeleleyo nebhutsi.
","Kwimeko yokusetyenziswa, ukuhlamba, ukulimala okanye nayiphi na enye inguqu kwiimeko zangaphambili zento, asikwazi ukuqinisekisa iziphumo ezikhawulezayo. Umgaqo wokubuyisela ubeka ngokucacileyo le miqathango njengenxalenye yomgaqo wokubuyisela umcimbi.
"
GTCOM,44,"Cabanga ngendlela yokushushuluza eqhweni njengendlela efanayo yokuqwala izintaba.
","Indlela yokwenza i-ski yibone ngendlela efanayo nendlela ekuhanjwa kuyo xa kunyukwa intaba.
","Cinga ngokushushuluza njengendlela yokunyuka iintaba.
"
GTCOM,45,"Ezimweni ezinhle uzokwazi ukuhamba cishe ibanga elide kunokuhamba ngezinyawo – kodwa ngokwethukela okukhulu kuphela ungathola isivinini sokushushuluza eqhweni ezindaweni ezingajwayelekile ngaphandle kwesikhwama esisindayo emizileni elungisiwe.
","Xa iimeko zivuma, uza kukwazi ukuhamba imigama emide kunokba kunjalo xa uhamba ngenyawo – kodwa awuzufane uhambe ngesantya sokwenza i-ski usebenzisa iintonga ungaxwayanga ubhaka kwiindlela ezilungisiweyo.
","Ezimbini ezilungileyo uya kukwazi ukuhamba umgama omde kunokuba uhambe ngeenyawo-kodwa ngokwethukela okukhulu kuphela unokufumana isantya sokuskiya kwiindawo eziqhelekileyo ngaphandle kwebhegi enzima kwiindlela zilungiswe.
"
GTCOM,46,"Njengoba i-Montevideo iseningizimu yeNkabazwe, kuba ihlobo lapho ngesikhathi Ingxenye eseNyakatho kusebusika kuyaphambana.
","Kuba I Montevideo ikumazanzi e Equator, kusehlotyeni phaya ngelixa kusebusika kumantla e Hemisphere ngokuntshintshiselana.
","Njengoko i-Montevideo isemazantsi weNkazwe, ihlobo apho ngexesha Icandelo le-North ebusika libambana.
"
GTCOM,47,"IMontevideo isezindaweni eseduze namatropiki; ngezinyanga zasehlobo, amazinga okushisa angaphezu kuka-+30°C avamile.
","I Montevideo ikwingingqana ezitshisayo; kwinyanga zehlobo, amaqondo angaphezulu kwe +30°C aqhelekile.
","IMontevideo imi kufutshane neetropiki; Ngexesha leenyanga zehlobo, amaqondo obushushu angaphezulu + 30 ° C aqhelekile.
"
GTCOM,48,"Ubusika bungaba nzima kakhulu: amazing okushisa angase adlulele ngale kweqhwa, kodwa umoya kanye nomswakama sekuhlangene kwenza kubande ngaphezu kwalokho isikali sokushisa esikushoyo.
","Ubusika bungakuqhatha ngengqele: amazinga awafane ehle ngaphantsi kokukhenkca,kodwa umoya nokufuma zidibana ukwenza kuvakale kubanda kunakuchazwa yi-thermometer.
","Ubusika bunokuba nzima kakhulu: Amaqondo obushushu agqithisileyo anganwenwela ngaphaya komkhenkce, kodwa umoya kunye nokufuma kudityanisiwe kuyenza ibande ngaphezu kobushushu obuqhelekileyo.
"
GTCOM,49,"Azikho izikhathi eziqondile “zemvula” noma “zobusika”: izinga lemvula lihlala linjalo cishe unyaka wonke.
","Akukho maxesha onyaka ""emvula"" ""nawomileyo"": isixa semvula sihlala ngokulinganayo unyaka wonke.
","Akukho maxesha athile ""emvula"" okanye ""obusika"": Imvula ihlala injalo phantse unyaka wonke.
"
GTCOM,50,"Inani lokuthula kwangaphakathi umuntu akutholayo lihlangana ngokuhlukene nenani lokucindezeleka emzimbeni womuntu kanye nasemoyeni.
","Ubungakanani boxolo umntu analo bumelana nobungakanani benxalabo umntu anayo emzimbeni nasemphefumlweni.
","Ubungakanani boxolo lwangaphakathi umntu alufani nobungakanani boxinzelelo emzimbeni nasemphefumlweni womntu.
"
GTCOM,51,"Lapho ukucindezeleka kuphansi, kuyilapho amandla okuphila akhona eba mahle kakhulu. Wonke umuntu angakwazi ukuthola ukuthula okuphelele kanye nokwaneliseka.
","Xa uxinezeleko luphantsi, kokukhona kubakho amandla okuphila. Wonke umntu unako ukufumana uxolo olupheleleyo kunye nolwaneliseko.
","Xa uxinzelelo lusezantsi, ngelixa amandla obomi akhona zezona zilungileyo. Wonke umntu angakwazi ukufumana uxolo olupheleleyo kunye nokwaneliseka.
"
GTCOM,52,"Wonke umuntu angaphumelela. Okuwukuphela kwento ema endleleni yokufinyelela lo mgomo isimo sethusenqondo kanye nokuzenyeza.
","Wonke ubani angafikelela ekukhanyiselweni. Into enye ema endleleni yethu yalenqanaba kukuzibamba kwethu nokungazithembi.
","Wonke umntu unokuphumelela. Ukuphela kwento ema endleleni yokufezekisa le njongo yimeko yengqondo kunye nokuzithemba.
"
GTCOM,53,"EMelika yonke kunesilinganiso sabantu abawu-400,000 okubikwe ukuthi bane-Multiple Sclerosis(MS), okuyishiya kuyisifo esiholayo sezinzwa kwabasebasha abakhulile nabakhulile abaseminyakeni ephakathi.
","E-United States of America, kukho malunga nabantu abayi-400,000 abaziwayo Ukuba bane-Multiple Sclerosis (iMS), loo nto iyenza ibe sisigulo sengqondo esiphambili kubantu abadala abasebatsha nabsele beqinile.
","I-United States yonke kunesilinganiso sabantu base400,000 ababikwe ukuba i-Multiple Sclerosis (MS), eya kushiya isifo esiphambili sezinzwa kwabatsha abakhulelweyo kunye nabakhulile kwiminyaka ephakathi.
"
GTCOM,54,"I-MS isifo esithinta uhlelo lwezinzwa, olwenziwa ubuchopho, umfunkulu kanye nenzwa yokubona.
","I-MS sisifo esichaphazela inkqubo ye-nervous system, eyenziwe ngengqondo, ithambo lomqolo kunye ne-optic nerve.
","I-MS sisifo esichaphazela inkqubo ye-luvo, eyenziwe ngengqondo, intambo yomqolo, kunye neempawu ezibonakalayo.
"
GTCOM,55,"Ucwaningo lubonise ukuthi abesifazane banamathuba akabili okuba neMS kunabesilisa.
","Uphando lufumanise ukuba abantu ababhinqileyo amaxesha amabini kunokwenzeka ukuba babe ne-MS emva koko abangamadoda.
","Ucwaningo lubonisa ukuba abafazi banamathuba aphindwe kabini okuba ne-MS kunamadoda.
"
