System,Utterance,Source,ref1,hyp
system2,29,"Auch ich liebe dich.
","I love you, too.
","I love you too.
"
system2,30,"Er soll nicht etwa glauben, dass ich auf ihn warte.
","He shouldn't think I'm waiting for him.
","He shouldn't believe I'm waiting for him.
"
system2,31,"Er soll nicht etwa glauben, dass ich auf ihn warte.
","He's not supposed to believe I'm waiting for him.
","He shouldn't think I'm waiting for him.
"
system2,32,"Er soll nicht etwa glauben, dass ich auf ihn warte.
","I don't want him to believe I'm waiting for him.
","He should not believe that I'm waiting for him.
"
system2,33,"Er soll nicht etwa glauben, dass ich auf ihn warte.
","He is not supposed to believe I'm waiting for him.
","He's not supposed to think I'm waiting for him.
"
system2,34,"Es gefällt dir doch, oder etwa nicht?
","You like it, don't you
","You like it, isn't it?
"
system2,35,"Es gefällt dir doch, oder etwa nicht?
","You like it, isn't it?
","You like it, don't you
"
system2,36,"Es gefällt dir doch, oder etwa nicht?
","You like it, don't you
","You like it, isn't it?
"
system2,37,"Es gefällt dir doch, oder etwa nicht?
","You like it, isn't it?
","You like it, or don't you?
"
system2,38,"Es gefällt dir doch, oder etwa nicht?
","You like it, or don't you?
","You like it, or don't you like it?
"
system2,39,"Es gefällt dir doch, oder etwa nicht?
","You like it, or don't you?
","You like it, don't you?
"
system2,40,"Es gefällt dir doch, oder etwa nicht?
","You like it, don't you?
","You like it, or don't you like it?
"
system2,41,"Es gefällt dir doch, oder etwa nicht?
","You like it, don't you?
","You like it, don't you
"
system2,42,"Es gefällt dir doch, oder etwa nicht?
","You like it, or don't you?
","You like it, don't you
"
system2,43,"Es gefällt dir doch, oder etwa nicht?
","You like it, don't you?
","You like it, isn't it?
"
system2,44,"Es gefällt dir doch, oder etwa nicht?
","You like it, or don't you like it?
","You like it, or don't you?
"
system2,45,"Es gefällt dir doch, oder etwa nicht?
","You like it, or don't you like it?
","You like it, isn't it?
"
system2,46,"Bist du etwa schon wieder hungrig?
","Are you hungry again?
","Are you already hungry again?
"
system2,47,"Bist du etwa schon wieder hungrig?
","Are you hungry again?
","Are you already hungry again?
"
system2,48,"Bist du etwa schon wieder hungrig?
","Are you already hungry again?
","Are you hungry again?
"
system2,49,"Bist du etwa schon wieder hungrig?
","Are you hungry again?
","Are you already hungry again?
"
system2,50,"Bist du etwa schon wieder hungrig?
","Are you already hungry again?
","Are you hungry again?
"
system2,51,"Bist du etwa schon wieder hungrig?
","Are you already hungry again?
","Are you hungry again?
"
system2,52,"Wir schaffen das schon.
","We can do this.
","We'll get it done.
"
system2,53,"Wir schaffen das schon.
","We can do that.
","We'll make it.
"
system2,54,"Wir schaffen das schon.
","We'll make it.
","We'll be all right.
"
system2,55,"Wir schaffen das schon.
","We'll be all right.
","We'll make it.
"
system2,56,"Wir schaffen das schon.
","We can do it.
","We'll be fine.
"
system2,57,"Wir schaffen das schon.
","We'll make it.
","We can do that.
"
system2,58,"Wir schaffen das schon.
","We'll make it.
","We can do that.
"
system2,59,"Wir schaffen das schon.
","We can do that.
","We'll be fine.
"
system2,60,"Wir schaffen das schon.
","We'll make it.
","We'll be fine.
"
system2,61,"Wir schaffen das schon.
","We'll be all right.
","We can do it.
"
system2,62,"Wir schaffen das schon.
","We'll get it done.
","We can do this.
"
system2,63,"Wir schaffen das schon.
","We're going to make it.
","We'll get it done.
"
system2,64,"Wir schaffen das schon.
","We're going to make it.
","We can do it.
"
system2,65,"Wir schaffen das schon.
","We'll be all right.
","We can do that.
"
system2,66,"Wir schaffen das schon.
","We'll get it done.
","We can do this.
"
system2,67,"Schon seine Stimme regte mich auf.
","Even his voice excited me.
","Even his voice upset me.
"
system2,68,"Schon seine Stimme regte mich auf.
","Even his voice upset me.
","Even his voice excites me.
"
system2,69,"Schon seine Stimme regte mich auf.
","His voice excited me.
","His voice stirred me up.
"
system2,70,"Schon seine Stimme regte mich auf.
","His voice stirred me up.
","His voice excited me.
"
system2,71,"Schon seine Stimme regte mich auf.
","His voice excited me.
","Even his voice upset me.
"
system2,72,"Schon seine Stimme regte mich auf.
","Even his voice excites me.
","His voice excited me.
"
system2,73,"Schon seine Stimme regte mich auf.
","His voice excited me.
","Even his voice excited me.
"
system2,74,"Schon seine Stimme regte mich auf.
","His voice stirred me up.
","His voice excited me.
"
system2,75,"Schon seine Stimme regte mich auf.
","Even his voice upset me.
","His voice stirred me up.
"
system2,76,"Schon seine Stimme regte mich auf.
","His voice stirred me up.
","Even his voice excited me.
"
system2,77,"Schon seine Stimme regte mich auf.
","Even his voice excites me.
","His voice excited me.
"
system2,78,"Schon seine Stimme regte mich auf.
","His voice stirred me up.
","His voice excited me.
"
system2,79,"Schon seine Stimme regte mich auf.
","His voice excited me.
","Even his voice upset me.
"
system2,80,"Schon seine Stimme regte mich auf.
","Even his voice excites me.
","His voice stirred me up.
"
system2,81,"Schon seine Stimme regte mich auf.
","His voice excited me.
","His voice stirred me up.
"
system2,82,"Schon seine Stimme regte mich auf.
","Even his voice excites me.
","Even his voice upset me.
"
system2,83,"Schon seine Stimme regte mich auf.
","His voice stirred me up.
","Even his voice excited me.
"
system2,84,"Schon seine Stimme regte mich auf.
","Even his voice upset me.
","His voice stirred me up.
"
system2,85,"Schon seine Stimme regte mich auf.
","Even his voice upset me.
","Even his voice excites me.
"
system2,86,"Bist du etwa verheiratet?
","Are you married or what?
","Are you married?
"
system2,87,"Bist du etwa verheiratet?
","Are you married
","Are you married?
"
system2,88,"Bist du etwa verheiratet?
","Are you married
","Are you married?
"
system2,89,"Bist du etwa verheiratet?
","Are you married or what?
","Are you married?
"
system2,90,"Bist du etwa verheiratet?
","Are you married?
","Are you married
"
system2,91,"Bist du etwa verheiratet?
","Are you married?
","Are you married
"
system2,92,"Bist du etwa verheiratet?
","Are you married or what?
","Are you married?
"
system2,93,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand euros?
","Could you lend me three thousand Euro?
"
system2,94,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand euros?
","Could you lend me three thousand Euro?
"
system2,95,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand Euro?
","Could you lend me three thousand euros?
"
system2,96,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand Euro?
","Could you lend me three thousand euros?
"
system2,97,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand euros?
","Could you lend me three thousand Euro?
"
system2,98,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand euros?
","Could you lend me three thousand Euro?
"
system2,99,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand euros?
","Could you lend me three thousand Euro?
"
system2,100,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand euros?
","Could you lend me three thousand Euro?
"
system2,101,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand Euro?
","Could you lend me three thousand euros?
"
system2,102,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand euros?
","Could you lend me three thousand Euro?
"
system2,103,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand euros?
","Could you lend me three thousand Euro?
"
system2,104,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand Euro?
","Could you lend me three thousand euros?
"
system2,105,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand Euro?
","Could you lend me three thousand euros?
"
system2,106,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand Euro?
","Could you lend me three thousand euros?
"
system2,107,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand euros?
","Could you lend me three thousand Euro?
"
system2,108,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand Euro?
","Could you lend me three thousand euros?
"
system2,109,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand Euro?
","Could you lend me three thousand euros?
"
system2,110,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand euros?
","Could you lend me three thousand Euro?
"
system2,111,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand Euro?
","Could you lend me three thousand euros?
"
system2,112,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand euros?
","Could you lend me three thousand Euro?
"
system2,113,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand Euro?
","Could you lend me three thousand euros?
"
system2,114,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand Euro?
","Could you lend me three thousand euros?
"
system2,115,"Könntest du mir nicht vielleicht dreitausend Euro leihen?
","Could you lend me three thousand Euro?
","Could you lend me three thousand euros?
"
system2,116,"Ich warte seit Jahren darauf, das weißt du doch.
","I have been waiting for it for years, as you know.
","I've been waiting for it for years, you know.
"
system2,117,"Ich warte seit Jahren darauf, das weißt du doch.
","I have been waiting for it for years, you know.
","I've been waiting years, and you know it.
"
system2,118,"Ich warte seit Jahren darauf, das weißt du doch.
","I have been waiting for this for years, you know.
","I've been waiting for this for years, you know that.
"
system2,119,"Ich warte seit Jahren darauf, das weißt du doch.
","I've been waiting for years, you know.
","I've been waiting for this for years, you know.
"
system2,120,"Ich warte seit Jahren darauf, das weißt du doch.
","I've been waiting years, and you know it.
","I have been waiting for it for years, you know.
"
system2,121,"Ich warte seit Jahren darauf, das weißt du doch.
","I've been waiting for this for years, you know.
","I have been waiting for it for years, as you know.
"
system2,122,"Aber setz dich doch.
","But come on, sit down.
","Why don't you sit down?
"
system2,123,"Aber setz dich doch.
","Why don't you sit down?
","But come on, sit down.
"
system2,124,"Aber setz dich doch.
","Why don't you sit down?
","But come on, sit down.
"
system2,125,"Aber setz dich doch.
","Why don't you sit down?
","But come on, sit down.
"
system2,126,"Aber setz dich doch.
","Why don't you sit down?
","But sit down.
"
system2,127,"Aber setz dich doch.
","Why don't you sit down?
","But come on, sit down.
"
system2,128,"Aber setz dich doch.
","Why don't you sit down?
","But sit down.
"
system2,129,"Aber setz dich doch.
","But sit down.
","But come on, sit down.
"
system2,130,"Aber setz dich doch.
","Why don't you sit down?
","But come on, sit down.
"
system2,131,"Aber setz dich doch.
","But come on, sit down.
","But sit down.
"
system2,132,"Aber setz dich doch.
","But come on, sit down.
","Why don't you sit down?
"
system2,133,"Wir wissen doch alle, dass du ein Trinker bist.
","We all know that you are a drinker.
","But we all know you're a drinker.
"
system2,134,"Wir wissen doch alle, dass du ein Trinker bist.
","We all know you're a drunk.
","But we all know you're a drinker.
"
system2,135,"Wir wissen doch alle, dass du ein Trinker bist.
","We all know you're a drunkard.
","We all know that you're a drunk.
"
system2,136,"Wir wissen doch alle, dass du ein Trinker bist.
","We all know you're a drinker.
","But we all know you're a drinker.
"
system2,137,"Du hast das Licht zu Hause ausgemacht, oder?
","You turned off the lights at home, didn't you?
","You made up the light at home, didn't you?
"
system2,138,"Du hast das Licht zu Hause ausgemacht, oder?
","You identified the light at home, didn't you?
","You turned the lights off at home, right?
"
system2,139,"Du hast das Licht zu Hause ausgemacht, oder?
","You made the light out at home, didn't you?
","You turned the lights off at home, right?
"
system2,140,"Du hast das Licht zu Hause ausgemacht, oder?
","You made up the light at home, right?
","You turned the lights off at home, right?
"
system2,141,"Du hast das Licht zu Hause ausgemacht, oder?
","You made out the light at home, didn't you?
","You made the light out at home, didn't you?
"
system2,142,"Du hast das Licht zu Hause ausgemacht, oder?
","You made up the light at home, didn't you?
","You made out the light at home, right?
"
system2,143,"Du hast das Licht zu Hause ausgemacht, oder?
","You made the light at home, didn't you?
","You saw the light at home, didn't you?
"
system2,144,"Du hast das Licht zu Hause ausgemacht, oder?
","You figured out the light at home, didn't you?
","You turned the lights off at home, right?
"
system2,145,"Du hast das Licht zu Hause ausgemacht, oder?
","You got the light at home, didn't you?
","You made up the light at home, right?
"
system2,146,"Du hast das Licht zu Hause ausgemacht, oder?
","You made the light at home, right?
","You made the light out at home, didn't you?
"
system2,147,"Du hast das Licht zu Hause ausgemacht, oder?
","You identified the light at home, right?
","You turned off the lights at home, didn't you?
"
system2,148,"Du hast das Licht zu Hause ausgemacht, oder?
","You made out the light at home, right?
","You got the light at home, didn't you?
"
system2,149,"Du hast das Licht zu Hause ausgemacht, oder?
","You've turned out the light at home, haven't you?
","You made the light out at home, didn't you?
"
system2,150,"Du hast das Licht zu Hause ausgemacht, oder?
","You've identified the light at home, right?
","You figured out the light at home, didn't you?
"
system2,151,"Diese Übung ist ziemlich anstrengend, nicht?
","This exercise is pretty strenuous, isn't it?
","This Exercise is quite tiring, right?
"
system2,152,"Diese Übung ist ziemlich anstrengend, nicht?
","This exercise is pretty exhausting, isn't it?
","This Exercise is quite tiring, right?
"
system2,153,"Diese Übung ist ziemlich anstrengend, nicht?
","This exercise is quite strenuous, isn't it?
","This exercise is pretty strenuous, isn't it?
"
system2,154,"Diese Übung ist ziemlich anstrengend, nicht?
","This exercise is quite tiring, isn't it?
","This exercise is quite exhausting, isn't it?
"
system2,155,"Diese Übung ist ziemlich anstrengend, nicht?
","This exercise is quite exhausting, isn't it?
","This exercise is pretty exhausting, isn't it?
"
system2,156,"Diese Übung ist ziemlich anstrengend, nicht?
","This Exercise is quite tiring, right?
","This exercise is quite exhausting, isn't it?
"
system2,157,"Diese Übung ist ziemlich anstrengend, nicht?
","This exercise is quite exhausting, isn't it?
","This Exercise is quite tiring, right?
"
system2,158,"Diese Übung ist ziemlich anstrengend, nicht?
","This exercise is quite exhausting, isn't it?
","This exercise is quite strenuous, isn't it?
"
system2,159,"Diese Übung ist ziemlich anstrengend, nicht?
","This Exercise is quite tiring, right?
","This exercise is pretty exhausting, isn't it?
"
system2,160,"Diese Übung ist ziemlich anstrengend, nicht?
","This exercise is pretty exhausting, isn't it?
","This exercise is quite tiring, isn't it?
"
system2,161,"Diese Übung ist ziemlich anstrengend, nicht?
","This Exercise is quite tiring, right?
","This exercise is quite tiring, isn't it?
"
system2,162,"Diese Übung ist ziemlich anstrengend, nicht?
","This exercise is pretty exhausting, isn't it?
","This exercise is quite strenuous, isn't it?
"
system2,163,"Du hast das Spiel gestern gesehen, nicht?
","You watched the game yesterday, didn't you?
","You saw the game last night, didn't you?
"
system2,164,"Du hast das Spiel gestern gesehen, nicht?
","You saw the game last night, didn't you?
","You watched the game yesterday, didn't you?
"
system2,165,"Du hast das Spiel gestern gesehen, nicht?
","You saw the game last night, didn't you?
","You watched the game yesterday, didn't you?
"
system2,166,"Du hast das Spiel gestern gesehen, nicht?
","You saw the game last night, didn't you?
","You watched the game yesterday, didn't you?
"
system2,167,"Du hast das Spiel gestern gesehen, nicht?
","You watched the game yesterday, didn't you?
","You saw the game yesterday, right?
"
system2,168,"Du hast das Spiel gestern gesehen, nicht?
","You saw the game last night, didn't you?
","You saw the game yesterday, right?
"
system2,169,"Du hast das Spiel gestern gesehen, nicht?
","You watched the game yesterday, didn't you?
","You saw the game yesterday, didn't you?
"
system2,170,"Du hast das Spiel gestern gesehen, nicht?
","You saw the game yesterday, right?
","You saw the game last night, didn't you?
"
system2,171,"Du hast das Spiel gestern gesehen, nicht?
","You saw the game yesterday, didn't you?
","You saw the game last night, didn't you?
"
system2,172,"Er will Lehrer werden, nicht?
","He wants to become a teacher, right?
","He wants to become a teacher, doesn't he?
"
system2,173,"Er will Lehrer werden, nicht?
","He wants to be a teacher, doesn't he?
","He wants to become a teacher, right?
"
system2,174,"Er will Lehrer werden, nicht?
","He wants to become a teacher, right?
","He wants to be a teacher, doesn't he?
"
system2,175,"Er will Lehrer werden, nicht?
","He wants to be a teacher, doesn't he?
","He wants to become a teacher, right?
"
system2,176,"Er will Lehrer werden, nicht?
","He wants to become a teacher, doesn't he?
","He wants to be a teacher, doesn't he?
"
system2,177,"Er will Lehrer werden, nicht?
","He wants to be a teacher, doesn't he?
","He wants to be a teacher, right?
"
system2,178,"Er will Lehrer werden, nicht?
","He wants to be a teacher, doesn't he?
","He wants to become a teacher, doesn't he?
"
system2,179,"Er will Lehrer werden, nicht?
","He wants to be a teacher, doesn't he?
","He wants to become a teacher, right?
"
system2,180,"Er will Lehrer werden, nicht?
","He wants to become a teacher, doesn't he?
","He wants to be a teacher, right?
"
system2,181,"Er will Lehrer werden, nicht?
","He wants to become a teacher, right?
","He wants to be a teacher, right?
"
system2,182,"Er will Lehrer werden, nicht?
","He wants to become a teacher, doesn't he?
","He wants to be a teacher, doesn't he?
"
system2,183,"Der Zug fährt um 7:20 Uhr, nicht?
","Train leaves at 7:20 am, right?
","The train leaves at 7: 20, doesn't it?
"
system2,184,"Der Zug fährt um 7:20 Uhr, nicht?
","Train leaves at 7:20 am, right?
","The train leaves at 7: 20 a.m., right?
"
system2,185,"Der Zug fährt um 7:20 Uhr, nicht?
","The train departs at 7: 20 a.m., doesn't it?
","The train leaves at 7:20 a.m., right?
"
system2,186,"Der Zug fährt um 7:20 Uhr, nicht?
","Train leaves at 7:20 am, right?
","The train leaves at 7:20 a.m., right?
"
system2,187,"Der Zug fährt um 7:20 Uhr, nicht?
","The train leaves at 7:20, doesn't it?
","The train leaves at 7:20, right?
"
system2,188,"Der Zug fährt um 7:20 Uhr, nicht?
","The train leaves at 7:20 a.m., doesn't it?
","The train leaves at 7: 20 a.m., right?
"
system2,189,"Der Zug fährt um 7:20 Uhr, nicht?
","The train leaves at 7:8pm, doesn't it?
","The train leaves at 7:20 a.m., right?
"
system2,190,"Der Zug fährt um 7:20 Uhr, nicht?
","The train leaves at 7:20 a.m., doesn't it?
","The train leaves at 7:20, right?
"
system2,191,"Der Zug fährt um 7:20 Uhr, nicht?
","The train leaves at 7:20 am, doesn't it?
","The train leaves at 7: 20 a.m., doesn't it?
"
system2,192,"Der Zug fährt um 7:20 Uhr, nicht?
","The train leaves at 7: 20 a.m., doesn't it?
","The train leaves at 7: 20, doesn't it?
"
system2,193,"Der Zug fährt um 7:20 Uhr, nicht?
","Train leaves at 7:20 am, right?
","The train leaves at 7:20 am, doesn't it?
"
system2,194,"Der Zug fährt um 7:20 Uhr, nicht?
","The train leaves at 7: 20 a.m., doesn't it?
","The train leaves at 7:20, right?
"
system2,195,"Der Zug fährt um 7:20 Uhr, nicht?
","The train leaves at 7: 20 a.m., doesn't it?
","The train leaves at 7:20, doesn't it?
"
system2,196,"Der Zug fährt um 7:20 Uhr, nicht?
","The train departs at 7: 20 a.m., doesn't it?
","The train leaves at 7: 20 a.m., doesn't it?
"
system2,197,"Der Zug fährt um 7:20 Uhr, nicht?
","The train leaves at 7: 20 a.m., doesn't it?
","Train leaves at 7:20 am, right?
"
system2,198,"Der Zug fährt um 7:20 Uhr, nicht?
","The train leaves at 7:20 a.m., doesn't it?
","The train leaves at 7:20, right?
"
system2,199,"Der Zug fährt um 7:20 Uhr, nicht?
","The train leaves at 7: 20, doesn't it?
","The train leaves at 7: 20 a.m., doesn't it?
"
system2,200,"Der Zug fährt um 7:20 Uhr, nicht?
","The train leaves at 7: 20 a.m., doesn't it?
","The train leaves at 7:20 a.m., doesn't it?
"
system2,201,"Der Zug fährt um 7:20 Uhr, nicht?
","The train leaves at 7: 20 a.m., right?
","Train leaves at 7:20 am, right?
"
system2,202,"Der Zug fährt um 7:20 Uhr, nicht?
","The train leaves at 7:20 a.m., doesn't it?
","The train leaves at 7:8pm, doesn't it?
"
system2,203,"Der Zug fährt um 7:20 Uhr, nicht?
","The train leaves at 7:8pm, doesn't it?
","The train leaves at 7:20, doesn't it?
"
system2,204,"Der Zug fährt um 7:20 Uhr, nicht?
","The train leaves at 7:20, doesn't it?
","The train leaves at 7: 20 a.m., right?
"
system2,205,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Old Chancellor Kohl was in office for 16 years, wasn't he?
","Old Chancellor Kohl was in office for 16 years, right?
"
system2,206,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Old Chancellor Kohl was in office for 16 years, wasn't he?
","Chancellor Kohl has been in office for 16 years, right?
"
system2,207,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Former Chancellor Kohl was in office for 16 years, right?
","Chancellor Kohl was in office for 16 years, wasn't he?
"
system2,208,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Former Chancellor Kohl was in office for 16 years, wasn't he?
","Old Chancellor Kohl was 16 years in office, wasn't he?
"
system2,209,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Chancellor Kohl was in office for 16 years, wasn't he?
","Old Chancellor Kohl was 16 years in office, wasn't he?
"
system2,210,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Chancellor Kohl was in office for 16 years, wasn't he?
","Former Chancellor Kohl was in office for 16 years, right?
"
system2,211,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Old Chancellor Kohl was in office for 16 years, wasn't he?
","Old Chancellor Kohl was in office for 16 years, right?
"
system2,212,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Old Chancellor Kohl was 16 years in office, wasn't he?
","Old Chancellor Kohl was in office for 16 years, wasn't he?
"
system2,213,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Old Chancellor Kohl was in office for 16 years, wasn't he?
","Old Chancellor Kohl was in office for 16 years, right?
"
system2,214,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Former Chancellor Kohl was in office for 16 years, wasn't he?
","Chancellor Kohl was in office for 16 years, wasn't he?
"
system2,215,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Chancellor Kohl has been in office for 16 years, right?
","Chancellor Kohl spent 16 years in office, didn't he?
"
system2,216,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Old Chancellor Kohl was in office for 16 years, wasn't he?
","Old Chancellor Kohl was 16 years in office, wasn't he?
"
system2,217,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Former Chancellor Kohl was in office for 16 years, right?
","Chancellor Kohl was in office for 16 years, wasn't he?
"
system2,218,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Chancellor Kohl spent 16 years in office, didn't he?
","Old Chancellor Kohl was 16 years in office, wasn't he?
"
system2,219,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Chancellor Kohl has been in office for 16 years, right?
","Former Chancellor Kohl was in office for 16 years, right?
"
system2,220,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Chancellor Kohl spent 16 years in office, didn't he?
","Former Chancellor Kohl was in office for 16 years, right?
"
system2,221,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Old Chancellor Kohl was in office for 16 years, right?
","Chancellor Kohl has been in office for 16 years, right?
"
system2,222,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Chancellor Kohl spent 16 years in office, didn't he?
","Chancellor Kohl was in office for 16 years, wasn't he?
"
system2,223,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Chancellor Kohl has been in office for 16 years, right?
","Chancellor Kohl was in office for 16 years, wasn't he?
"
system2,224,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Former Chancellor Kohl was in office for 16 years, wasn't he?
","Old Chancellor Kohl was in office for 16 years, right?
"
system2,225,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Old Chancellor Kohl was 16 years in office, wasn't he?
","Chancellor Kohl was in office for 16 years, wasn't he?
"
system2,226,"Altkanzler Kohl war 16 Jahre im Amt, nicht?
","Chancellor Kohl was in office for 16 years, wasn't he?
","Former Chancellor Kohl was in office for 16 years, wasn't he?
"
system2,227,"Die Mauer fiel 1989, nicht?
","The Wall fell in 1989, right?
","The Wall came down in 1989, didn't it?
"
system2,228,"Die Mauer fiel 1989, nicht?
","The Wall came down in 1989, didn't it?
","The Wall fell in 1989, right?
"
system2,229,"Die Mauer fiel 1989, nicht?
","The Wall came down in 1989, didn't it?
","The Wall fell in 1989, right?
"
system2,230,"Die Mauer fiel 1989, nicht?
","The wall fell in 1989, didn't it?
","The Wall came down in 1989, didn't it?
"
system2,231,"Die Mauer fiel 1989, nicht?
","The Wall fell in 1989, right?
","The wall fell 1989, didn't it?
"
system2,232,"Die Mauer fiel 1989, nicht?
","The Wall came down in 1989, didn't it?
","The wall fell 1989, didn't it?
"
system2,233,"Die Mauer fiel 1989, nicht?
","The Wall came down in 1989, didn't it?
","The Wall fell in 1989, right?
"
system2,234,"Die Mauer fiel 1989, nicht?
","The wall fell in 1989, didn't it?
","The wall fell 1989, didn't it?
"
