System,Utterance,Bleurt,WordInfoLost,WordErrorRate,TranslationEditRate,MatchErrorRate,ExtendedEditDistance,CharErrorRate,Infolm_fisher_rao,Infolm_linf,Infolm_l2,Infolm_l1,Infolm_ab,Infolm_beta,Infolm_renyi,Infolm_alpha,Infolm_kl,DepthScore,baryscore_W,baryscore_SD_10,baryscore_SD_1,baryscore_SD_5,MoverScore,BERTScore,Chrfpp,BLEU,ROUGE_2,ROUGE_1,ROUGE_L,JS_2,JS_1,ROUGE_WE_2,ROUGE_WE_1,ref1,ref2,ref3,ref4,ref5,hyp,H:score
M0,10,1.2847506000000002,0.9934640526771544,0.9411764740943908,0.9333333373069764,0.9411764740943908,0.7168743014335632,0.7415730357170105,2.151862621307373,0.0761414244771003,0.1532627791166305,1.5057010650634766,2.655746459960937,2.3442578315734863,0.7258108258247375,2.756076574325561,4.104490280151366,0.0948399199031343,0.5434938108487953,0.8302227717702274,0.7997265252698706,0.8273347091134534,-0.1462687581426912,-0.5078623294830322,-0.1164434403181076,-0.0,-0.0,-0.125,-0.1,0.6931471805599452,0.6931471805599453,-0.1052631578947368,-0.125,A dog waits as his owner rummages through a collection of stuff .,A man holding the leash of a pug bends down to look in a bin at an outdoor rummage sale .,A man with a pug dog bends over to pick something off the sidewalk .,A man with a pug on a leash bending down to examine merchandise .,A person holding a small dog on a leash is bending over and looking through items .,a woman enjoying her reading at a coffee shop,1.0
M0,11,1.4814962,1.0,1.0,1.0,1.0,0.7466063499450684,0.8297872543334961,2.077014446258545,0.0737342610955238,0.0999760776758194,1.4818446636199951,2.2927474975585938,2.3361711502075195,0.7251695990562439,3.3262631893157963,5.028897285461426,0.1003870317145948,0.6750557861331696,0.853637048927925,0.8291939175973722,0.8512340753768068,0.0813892151611859,-0.4618861675262451,-0.0592568032443523,-0.0,-0.0,-0.0,-0.0,0.6931471805599453,0.6931471805599453,-0.0,-0.0,A boy in red and blue shorts is trying to catch a soccer ball while running in sand .,A young boy wearing a red bathing suit reaches for a soccer ball .,Kid guards face from soccer ball,The little boy in red trunks is attempting to catch a soccer ball that is coming towards him .,Young boy plays ball on the beach .,Rafting boat on river .,1.0
M0,12,1.0382771000000002,0.9944444298744202,2.1111111640930176,2.1111111640930176,0.9499999880790708,0.7381258010864258,1.6046512126922607,2.263697862625122,0.0483163744211196,0.1404080837965011,1.4918333292007446,2.954730987548828,2.6197400093078613,0.8929079174995422,2.8602278232574463,4.600111961364746,0.1123446383615106,0.6574979214955003,0.831882773637645,0.8144120025481141,0.8301934340078687,-0.0085929296733796,-0.4682668745517729,-0.1286445260047912,-0.0,-0.0,-0.0,-0.0,0.6931471805599452,0.6931471805599453,-0.0,-0.0,A man in the near distance is pointing to a silver sedan near him .,A man is playing tennis with himself against a large wall in a parking lot .,A man walks toward a car in a parking lot .,Man stands outside against wall with tennis racket in dark .,The man is playing tennis against the building .,A profile of a young person with a punk hairstyle and pierced ear and nose in a cowboy shirt .,1.0
M0,13,1.3207393,0.9903846383094788,1.0,1.0,0.9230769276618958,0.7387754917144775,1.125,2.179544448852539,0.0896933227777481,0.1557958275079727,1.47784161567688,3.3781700134277344,2.15516757965088,0.8464033603668213,3.051289796829224,5.998036861419678,0.0849502965391129,0.5472654989667642,0.8313738967478937,0.7986016879285307,0.828551337743372,-0.1985166230204977,-0.5931508541107178,-0.0982783138751983,-0.0,-0.0,-0.0,-0.0,0.6931471805599453,0.6931471805599453,-0.0,-0.0,A child on a red slide .,A little boy sits on a slide on the playground .,A little boy slides down a bright red corkscrew slide .,A little boy slides down a red slide .,a young boy wearing a blue outfit sliding down a red slide .,Three people sit at an outdoor cafe .,1.0
M0,14,1.1620625,1.0,1.2857142686843872,1.2857142686843872,1.0,0.7380191683769226,1.1081081628799438,2.234510660171509,0.0906833633780479,0.1832220256328582,1.5597599744796753,2.3929977416992188,2.2949419021606445,0.9412415623664856,3.5733089447021484,4.690067291259767,0.1086142539527213,0.6247796604936049,0.8463297859906759,0.8141097468125006,0.843560164152091,-0.1455750144262699,-0.5084115862846375,-0.1054241359233856,-0.0,-0.0,-0.0,-0.0,0.6931471805599452,0.6931471805599453,-0.0,-0.0,"A boxy building , A group of trees , a church at sunset .",A crowd of people are gathered with a sky scene in the background .,A crowd of people at an outdoor event,A very large group of people stand outdoors under the beautiful clouds .,Large crowd of people gathered together .,An individual rappelling down a cliff towards the water,1.0
M0,15,1.4536788,1.0,1.0,1.0,1.0,0.7774667739868164,0.8636363744735718,2.069791555404663,0.0458029210567474,0.1207258775830268,1.4634238481521606,2.1439208984375,2.476670265197754,0.6667937636375427,2.993067979812622,4.150834083557129,0.1127386685346528,0.7211945703174099,0.863220359514154,0.8431662393004775,0.8613542200721929,0.0799664344922737,-0.5082492828369141,-0.0427289754152298,-0.0,-0.0,-0.0,-0.0,0.6931471805599453,0.6931471805599454,-0.0,-0.0,children playing at the beach,"A little boy in red shorts , a boy in a black Speedo , and a boy in grey shorts are all running on the beach .",Three boys are running on the beach playing a game .,Three boys play tag on the beach .,Two young boys and one young man run on a beach with water behind them .,Two lizards fighting .,1.0
M0,16,1.2720109,1.0,3.25,3.25,1.0,0.8013857007026672,2.04347825050354,2.5111100673675537,0.1537589281797409,0.2648987472057342,1.6104724407196045,3.8128395080566406,4.0193190574646005,1.235620379447937,3.5145978927612305,7.786974906921388,0.1157038246007907,0.7439985440745539,0.9445950604609504,0.9164870531154136,0.9421184128543074,0.0938355358200411,-0.3986184597015381,-0.0977674275636673,-0.0,-0.0,-0.0,-0.0,0.6931471805599453,0.6931471805599453,-0.0,-0.0,A black and white dog is going after an orange Frisbee .,A black and white dog leaps to catch an orange Frisbee .,A black and white dog prepares to catch a Frisbee .,a dog about to jump to catch a Frisbee,dog jumping for Frisbee,A group of students in uniform stand in front of the gate .,1.0
M0,17,1.0230643,0.9914529919624328,1.375,1.375,0.9230769276618958,0.7028014659881592,1.1025640964508057,2.1830425262451167,0.1449572145938873,0.186122253537178,1.5072197914123535,2.602313995361328,2.929584503173828,0.7606043219566345,2.937286853790283,4.210706710815431,0.1068430754427044,0.5382982543275382,0.8249924724607212,0.7949511602563197,0.8224244097023969,-0.1520436227214017,-0.5431110858917236,-0.1475300937891006,-0.0,-0.0,-0.1111111111111111,-0.1111111111111111,0.6931471805599453,0.6931471805599452,-0.125,-0.1111111111111111,A brown dog is panting hard on grass during a sunny day .,A brown dog walks in the grass with its tongue hanging out .,A dog running with tongue hanging out .,"A grey dog walks in the green grass , tongue hanging out .",a tan dog jogging with his tongue hanging out,A man in a white shirt and helmet is using climbing equipment .,1.0
M0,18,1.212484,0.9898989796638488,1.75,1.75,0.9090909361839294,0.6809815764427185,1.409090876579285,2.0917000770568848,0.1094383895397186,0.19953353703022,1.3937870264053345,2.39883041381836,2.289541721343994,0.6944255828857422,3.0023882389068604,5.8952226638793945,0.1389953893950158,0.5366541677775418,0.7681839335496807,0.745160350177538,0.7659557255428227,-0.2107272187043205,-0.5549776554107666,-0.1204485818743705,-0.0,-0.0,-0.0,-0.0,0.6931471805599453,0.6931471805599453,-0.0,-0.0,The iguanas wrestled along the rocky water bank .,The two reptiles are standing on their back legs near deep water .,Two lizards fighting .,Two lizards fight in the water .,Two oriental lizards are fighting for dominance in a small pond,Two girls standing on grass face each other .,1.0
M0,19,0.58744675,0.9925925731658936,1.7142857313156128,1.7142857313156128,0.9333333373069764,0.6996466517448425,1.6060606241226196,1.7779436111450195,0.0897591188549995,0.1552217751741409,1.2032383680343628,1.6962356567382812,1.541576862335205,0.4960055351257324,1.810854196548462,2.7211079597473145,0.1060515833412414,0.4062835524067218,0.7336838512178453,0.697345181691899,0.730518456580133,-0.2838611911867823,-0.6538851857185364,-0.1799484193325042,-0.0,-0.0,-0.2222222222222222,-0.2222222222222222,0.6931471805599452,0.5767140492471123,-0.2,-0.2222222222222222,A dog swims towards a waterfall .,a tan and white dog swimming towards a waterfall,A yellow dog swims towards a waterfall .,The dog swims through the water toward the waterfall .,The dog swims towards a waterfall .,A white dog is walking through a river that runs through a rocky landscape .,3.0
M0,20,1.0865599,0.975000023841858,2.25,2.25,0.8999999761581421,0.6701754331588745,1.8125,1.6993826627731323,0.0602555200457573,0.1482234299182891,1.1513373851776123,1.4379539489746094,1.3888812065124512,0.4486327171325684,2.536168336868286,3.927996635437012,0.1047405326894663,0.5487650507740669,0.8177067238384248,0.7692181640592475,0.81291303340399,-0.2054826366958064,-0.6066698431968689,-0.1467763781547546,-0.0,-0.0,-0.2142857142857142,-0.0,0.6931471805599453,0.4939656500223078,-0.0,-0.0,A black dog and a tan dog fighting .,A black dog and a white dog are wrestling on the ground .,A black dog bites a white dog while standing on the sand .,two dogs fight .,"Two dogs , one white and one black , play with each other in the sand .",A white dog has its head on the ground .,1.3333333333333333
M0,21,1.124851,0.9843137264251708,1.875,1.875,0.8823529481887817,0.7134751677513123,1.4736841917037964,1.8627407550811768,0.0480525344610214,0.1410011500120163,1.2563283443450928,2.044189453125,1.700019359588623,0.5114731192588806,2.7771553993225098,4.278964519500732,0.1006682203676577,0.5052113251602783,0.7910540124492378,0.7578125143157975,0.788148421052077,-0.2407175809380862,-0.6023663282394409,-0.1680311411619186,-0.0,-0.0,-0.2857142857142857,-0.1428571428571428,0.6931471805599454,0.6115216713968132,-0.2307692307692308,-0.1428571428571428,Two boys in a field kicking a soccer ball .,Two children are playing with a soccer ball on grass .,Two children playing with a ball on the grass .,Two children play soccer in the park .,Two little boys are playing outside with their soccer ball on the green grass .,Two girls are sitting on a path by a river with their bicycles parked beside them .,1.3333333333333333
M0,22,1.127046,0.9788235425949096,1.076923131942749,1.076923131942749,0.8799999952316284,0.6839677095413208,0.9807692170143129,2.1363396644592285,0.058719702064991,0.1697162538766861,1.358953595161438,3.221786499023437,2.033169269561768,0.8157889842987059,2.6543562412261963,4.759868621826172,0.0982090415861711,0.5497827352090106,0.7959109667334643,0.7731071072964016,0.7939048020996342,-0.1047609067993682,-0.5117298364639282,-0.1124641895294189,-0.0,-0.0,-0.1363636363636363,-0.1363636363636363,0.6931471805599454,0.6931471805599453,-0.0952380952380952,-0.1363636363636363,A girl in a black jacket and hat is covered in a pink blanket,"A woman derssed in a black sweater , gloves , hat , and a scarf sits on the beach near a boulder .",A woman in a black cap and outfit sits in the sand .,A woman wearing a black hat sits on the sand with a rock behind her .,"The girl sitting by a rock is wearing a black coat , black hat , black gloves but is covered by a pink blanket .",A dog performs a trick on a ladder in front of a crowd observing his talent .,1.0
M0,23,1.0190374,0.9777777791023254,3.5999999046325684,3.5999999046325684,0.8999999761581421,0.7655571699142456,2.961538553237915,1.9050612449646,0.0636875107884407,0.1260683089494705,1.2990323305130005,2.363510131835937,1.3824410438537598,0.609846293926239,2.553321123123169,3.4808156490325928,0.0987436344128745,0.5946541349483312,0.8344876518641278,0.8005256115537813,0.8314638209136589,-0.0703416188520467,-0.5466238260269165,-0.1371311098337173,-0.0,-0.0,-0.25,-0.25,0.6931471805599452,0.6931471805599453,-0.0,-0.25,A beige puppy walks across the floor .,A small puppy rungs towards the camera .,A white puppy is running on a tiled floor .,puppy running on the floor,The white dog ran across the tile floor .,A greyhound wearing a muzzle and the number six on a yellow jacket is running on a dog track .,2.0
M0,24,1.238001,0.9920634627342224,1.3333333730697632,1.3333333730697632,0.9285714030265808,0.7288135886192322,1.03125,2.1272451877593994,0.1106634959578514,0.2160717099905014,1.4697270393371582,2.2414703369140625,2.200872898101806,0.7814569473266602,3.286752939224243,5.538893699645996,0.1075023388149952,0.5612852091156544,0.7763765594795535,0.7594477447587855,0.774803839167456,-0.1134997453733155,-0.5097773075103761,-0.1130141541361808,-0.0,-0.0,-0.0,-0.0,0.6931471805599453,0.6931471805599453,-0.0,-0.0,A person has just thrown a snowball and hit someone in the back .,People outside a house in snow .,People stand outside a house .,"Several people standing in front of a pile of snow in front of a house , with one person shoveling .",Some people are gathered by a mound of snow outside a house .,Two girls standing on grass face each other .,1.0
M0,25,1.3430399,1.0,1.0,1.0,1.0,0.6941580772399902,0.8181818127632141,2.07505464553833,0.1105294823646545,0.1900990009307861,1.3326655626296997,2.38332748413086,2.0550742149353027,0.7835428714752197,2.849714994430542,3.693059921264648,0.100380563113051,0.5196975265090648,0.7409021530870936,0.7202240323726209,0.7389549907845347,-0.2043377736071289,-0.5853298306465149,-0.1044212132692337,-0.0,-0.0,-0.0909090909090909,-0.0,0.6931471805599454,0.5917628265997548,-0.0,-0.0,A white dog runs past another dog who is standing beside some patio furniture .,Two dogs are outside near patio furniture .,two small brown and white dogs standing beside some white chairs,Two small dogs play on the lawn .,Two small white dogs play in the yard .,A wrinkled dog wading in shallow water .,2.0
M0,26,1.3564774,0.99609375,2.5,2.5,0.9375,0.7313974499702454,2.1666667461395264,1.968905687332153,0.0414008125662803,0.1138961240649223,1.3680919408798218,2.0064010620117188,1.9666986465454104,0.6082853674888611,2.413245439529419,3.311400890350342,0.1004535886817636,0.5617092051138336,0.7906339147094175,0.7668157655716816,0.78865538457834,-0.0762649218743515,-0.53254234790802,-0.1576630026102066,-0.0,-0.0,-0.0,-0.0,0.6931471805599452,0.6931471805599453,-0.0,-0.0,"A man sitting at an outside table , eating lunch , marking on a paper .",a single man sitting at a round table reading outside of a shop,Man reading a newspaper at an outdoors restaurant .,Man reading in a chair outside,The man is taking notes at the table .,Three little girls make silly faces on a wooden swing in an over saturated photo .,1.0
M0,27,1.0559969,0.9883040785789492,1.875,1.875,0.8947368264198303,0.7006802558898926,2.5161290168762207,1.943888545036316,0.0475017093122005,0.1396378725767135,1.3248509168624878,2.513168334960937,1.6307058334350586,0.6224321126937866,2.3116109371185303,3.740811347961426,0.1038776286495122,0.5174807085569301,0.8283574984838558,0.8062891958675409,0.8264526665208225,-0.1781707752062731,-0.5540964603424072,-0.1742727160453796,-0.0,-0.0,-0.1739130434782608,-0.1666666666666666,0.6931471805599452,0.6931471805599453,-0.1333333333333333,-0.1739130434782608,"A girl wearing a brown cap , red sneakers , and a dark green coat sits on a rock bench .",A hiker in a jacket and knit cap sits with a backpack on atop a stone with a cloudy sky in the background .,"A woman in a knit cap and green coat its on a stone block , looking out .",A woman with her backpack sits on a large rock and looks down over the mountains .,The lady is sitting on a rock .,A mountain biker is jumping his bike over a rock as another cyclist stands on the trail watching .,1.0
M0,28,1.1700546,0.9952380657196044,1.75,1.625,0.9333333373069764,0.7199282050132751,1.3888888359069824,2.311370611190796,0.1141064912080764,0.202602818608284,1.4924081563949585,3.3863525390625,2.9208583831787114,0.8848623633384705,3.07876205444336,5.510580539703369,0.1035561045161059,0.5420330104624778,0.7839659447740435,0.7606154187518694,0.7819793208286272,-0.09666458656371,-0.4736227691173554,-0.1260742843151092,-0.0,-0.0,-0.0769230769230769,-0.0769230769230769,0.6931471805599452,0.6931471805599453,-0.0,-0.0769230769230769,A group of girls sit back to back .,a group of girls sitting in a circle,Little girl in bare feet sitting in a circle .,Little girls sitting in a circle on wooden floor surrounded by observer area .,The young girls sat in a circle on the wood floor .,"A young boy , playing basketball , is getting ready to take a shot .",1.3333333333333333
M0,29,0.93960106,0.9807692170143129,1.75,1.75,0.875,0.7251184582710266,1.7222222089767456,1.9316574335098269,0.0562058202922344,0.1357950121164322,1.293795824050903,2.426795959472656,1.4214591979980469,0.6111144423484802,2.321856737136841,3.241196155548096,0.1036514038660387,0.517625619682038,0.8095188132464286,0.7774081012653336,0.8067288322350313,-0.1815874961977287,-0.5589123368263245,-0.1376753002405166,-0.0,-0.0,-0.0909090909090909,-0.0909090909090909,0.6931471805599454,0.6931471805599453,-0.0,-0.0909090909090909,A man and a woman at the waterfront .,A woman and a man is standing beside water in front of buildings .,A woman holding a black leash and a man looking down .,A woman wearing a scarf looks down .,A woman wearing a scarf stands near the water and looks down .,A young boy in swimming trunks is walking with his arms outstretched on the beach .,1.0
M0,30,1.0565833999999998,0.9944444298744202,0.9444444179534912,0.9444444179534912,0.9444444179534912,0.6643356680870056,0.8372092843055725,1.9534239768981927,0.1147493869066238,0.1934418231248856,1.3729474544525146,2.002361297607422,2.0746746063232417,0.5900555253028871,2.383802652359009,3.311394453048706,0.0940915130476451,0.4848284534571022,0.7958641765305159,0.7640820038493839,0.7931347075233259,-0.3014287046634186,-0.6392244696617126,-0.1149649396538734,-0.0,-0.0,-0.0769230769230769,-0.0,0.6931471805599452,0.5863327306998922,-0.0,-0.0,A black dog is slowly crossing a fallen log that is outstretched over a stream of water .,A dog crossing a river on a bridge made of a fallen tree .,A dog walks on a log across a small river .,The black dog is walking along a tree trunk bridge over water .,The dog walks across the stream on a fallen log .,Two dogs moving through water close to the shore .,2.6666666666666665
M0,31,1.2892601,0.9857142567634584,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.7138599157333374,0.7647058963775635,1.9024406671524048,0.0318584963679313,0.0718059763312339,1.3385359048843384,2.0526351928710938,1.867054462432861,0.5572680830955505,2.338612794876098,3.115835428237915,0.0958580188122778,0.5237685045138631,0.8180351953566181,0.7818925165392108,0.8148508752965158,-0.2032697950301423,-0.5691624283790588,-0.0946870520710945,-0.0,-0.0,-0.1111111111111111,-0.1111111111111111,0.6931471805599453,0.5643918321150289,-0.0,-0.1111111111111111,A dog walks down the dirt road as a person follows .,A tan dog walks ahead of a man in a dry area .,A white dog is going for a walk through the desert with its owner .,A yellow dog is walking along a mountain trail,Dog in desert area with distant man in background .,A brown dog shaking off water .,2.0
M0,32,1.154963,0.9895833134651184,1.375,1.25,0.9166666865348816,0.6753554344177246,1.0,2.0851519107818604,0.0705779641866684,0.1542900651693344,1.398173213005066,2.03249740600586,2.035877227783203,0.7272096276283264,2.6309516429901123,3.635263442993164,0.1069256487163592,0.5454904562945397,0.8360326687909481,0.8092459219943582,0.8330735002500687,-0.1734407763111727,-0.5367389321327211,-0.1131720691919326,-0.0,-0.0,-0.1428571428571428,-0.1428571428571428,0.6931471805599453,0.6931471805599453,-0.0,-0.1428571428571428,A boy is kicking up dust as he runs in the dirt by a tree .,A boy wearing brown running in dirt .,a dirty boy runs through the dirt .,A dusty boy runs along a dirt path through the grass .,A teenage boy runs through the dirt near a house in the country .,A white and brown dog jumps up for a white Frisbee .,1.0
M0,33,1.0888544,0.9824561476707458,1.7777777910232544,1.7777777910232544,0.8947368264198303,0.7184466123580933,1.6486486196517944,1.7807556390762331,0.0704521909356117,0.1540267616510391,1.1537758111953735,1.891162872314453,1.4102158546447754,0.4675407707691193,2.7700517177581787,4.354818820953368,0.1011071668835834,0.5413498748583233,0.8172547949931933,0.7944934945625425,0.8152779287675401,-0.1515851053526391,-0.5577836632728577,-0.1351360380649566,-0.0,-0.0,-0.1818181818181818,-0.1818181818181818,0.6931471805599452,0.6931471805599453,-0.0,-0.1818181818181818,A boy holds a picture over his head .,A boy in a long sleeve shirt is holding a box above his head .,A boy is inside holding something on top of his head .,A little boy holds a decorated cardboard box on his head .,a young boy with a samll cardboard box atop his head .,"A woman wearing black clothes , a purple scarf , and a pink hat is riding a bike .",1.0
