System,Utterance,Bleurt,WordInfoLost,WordErrorRate,TranslationEditRate,MatchErrorRate,ExtendedEditDistance,CharErrorRate,Infolm_fisher_rao,Infolm_linf,Infolm_l2,Infolm_l1,Infolm_ab,Infolm_beta,Infolm_renyi,Infolm_alpha,Infolm_kl,DepthScore,baryscore_W,baryscore_SD_10,baryscore_SD_1,baryscore_SD_5,MoverScore,BERTScore,Chrfpp,BLEU,ROUGE_2,ROUGE_1,ROUGE_L,JS_2,JS_1,ROUGE_WE_2,ROUGE_WE_1
KV-MemNN,16,,0.9960784316062928,0.9411764740943908,,0.9411764740943908,0.7288135886192322,0.8333333134651184,,0.0815310925245285,0.1718732416629791,1.4927654266357422,2.9844703674316406,2.410147190093994,0.9025251269340516,2.6229703426361084,3.359637260437012,0.1052279623703518,0.5846051188481108,0.8470996152080802,0.8306098699304805,0.8457155650517756,-0.0547105331431153,-0.4133574962615967,-0.1093915179371833,-0.0,,-0.2,-0.1333333333333333,0.6931471805599453,0.6931471805599453,-0.0,-0.2
KV-MemNN,17,,0.8579545617103577,1.0,,0.6875,0.5316455960273743,0.8695651888847351,,0.0929796770215034,0.1853457987308502,1.2472083568572998,3.3450279235839844,1.605274677276611,0.6483417153358461,2.0537378787994385,2.611504554748535,0.1064742162775156,0.4270387706217868,0.8525154009064246,0.816786715568335,0.8494308119661096,-0.2479198356956554,-0.6049937605857849,-0.2718629837036133,-0.0,,-0.4,-0.4,0.6931471805599453,0.6931471805599453,-0.1111111111111111,-0.4
KV-MemNN,18,,0.9807692170143129,0.875,,0.875,0.6673684120178223,0.7123287916183472,,0.0583247244358062,0.1861186474561691,1.5819604396820068,2.53006362915039,3.4971837997436523,0.9108931422233582,2.639927387237549,4.52155351638794,0.0934720398188741,0.5744517727537368,0.8422457081514723,0.8224355177335444,0.8404595067542133,0.0078354703785541,-0.458484023809433,-0.1163117662072181,-0.0,,-0.0714285714285714,-0.0714285714285714,0.6931471805599453,0.6931471805599453,-0.0,-0.0714285714285714
KV-MemNN,19,,1.0,1.0,,1.0,0.7287670969963074,0.7894737124443054,,0.1951288431882858,0.3448635041713714,1.7751419544219968,3.487060546875,4.936286449432373,1.153640866279602,3.088243007659912,5.223974704742432,0.1081087345906082,0.6929325616255135,0.8996592006753591,0.8682124798397386,0.896852280000691,0.0534823365073897,-0.4314661026000977,-0.0550285503268241,-0.0,,-0.0,-0.0,0.6931471805599453,0.6931471805599453,-0.0,-0.0769230769230769
KV-MemNN,20,,0.9970238208770752,1.25,,0.9523809552192688,0.6482084393501282,0.9384615421295166,,0.0686777904629707,0.1526037007570266,1.3009512424468994,2.1612510681152344,2.0945773124694824,0.5878402590751648,1.90149450302124,2.912078380584717,0.0980290392443623,0.512375477949176,0.7608651959497489,0.7420615653934466,0.7593468581301364,-0.12389161007277,-0.4956365525722504,-0.1725717633962631,-0.0,,-0.2857142857142857,-0.1428571428571428,0.6931471805599454,0.6115216713968132,-0.1538461538461538,-0.2857142857142857
KV-MemNN,21,,1.0,1.5555555820465088,,1.0,0.6851211190223694,1.0499999523162842,,0.0904623717069626,0.1884805560111999,1.4630101919174194,2.86624526977539,2.587416648864746,0.8103420734405518,2.4289536476135254,3.5562224388122563,0.1104692485496046,0.5841911564702842,0.8515824337336209,0.8264704320223932,0.8494206915405175,-0.0237125228614655,-0.441275805234909,-0.1141916513442993,-0.0,,-0.1111111111111111,-0.1111111111111111,0.6931471805599453,0.6931471805599453,-0.0,-0.1111111111111111
KV-MemNN,22,,0.9757575988769532,1.1818181276321411,,0.8666666746139526,0.6959553956985474,0.7547169923782349,,0.069312646985054,0.2058594077825546,1.6621849536895752,4.027698516845703,3.745982170104981,1.121235728263855,3.033010244369507,4.741462230682373,0.0975101375280939,0.5438948661809745,0.8036487340183291,0.7804167307611478,0.8016784915689161,-0.0937250623341303,-0.5236690640449524,-0.1026122868061065,-0.0,,-0.0909090909090909,-0.0909090909090909,0.6931471805599453,0.6931471805599453,-0.0,-0.0909090909090909
KV-MemNN,23,,0.9946523904800416,1.4545454978942869,,0.9411764740943908,0.7506925463676453,1.204081654548645,,0.1319306194782257,0.2316289544105529,1.7244150638580322,4.159187316894531,3.658500194549561,1.2395137548446655,3.228279590606689,4.577314853668213,0.1093250121135215,0.6137659432131828,0.865714180581898,0.8462371359562807,0.8640966799386843,0.0149366971097895,-0.4367209672927856,-0.1421706527471542,-0.0,,-0.1,-0.1,0.6931471805599453,0.6931471805599453,-0.0,-0.1
KV-MemNN,24,,0.993333339691162,0.9333333373069764,,0.9333333373069764,0.6740087866783142,0.7547169923782349,,0.0992988348007202,0.1438412368297577,1.3479028940200806,1.5307159423828125,2.3695268630981445,0.5649216771125793,1.8419950008392327,2.6593141555786133,0.0902458725985229,0.5484663578708031,0.836364788359373,0.8091049157977348,0.8340292185334794,-0.1020298940136493,-0.5336866974830627,-0.1268152147531509,-0.0,,-0.0909090909090909,-0.0909090909090909,0.6931471805599453,0.6931471805599452,-0.0,-0.0909090909090909
KV-MemNN,25,,0.9890109896659852,0.9230769276618958,,0.9230769276618958,0.7267904281616211,0.7543859481811523,,0.1118034496903419,0.238817423582077,1.6101619005203247,1.9763031005859373,3.2883210182189937,0.8878373503684998,2.5929484367370605,3.614569902420044,0.0951722059560168,0.5639111373548331,0.8467819072231193,0.8114295549398034,0.8436499440665708,-0.1985778224065868,-0.5715909004211426,-0.0835091993212699,-0.0,,-0.0,-0.0,0.6931471805599453,0.6931471805599453,-0.0,-0.0
KV-MemNN,26,,0.9930555820465088,0.9375,,0.9375,0.6981566548347473,0.7575757503509521,,0.0739587172865867,0.1708971858024597,1.5391651391983032,3.73794174194336,2.9175024032592773,1.0114576816558838,2.835601329803467,4.142562389373778,0.1082035214458568,0.6431385893187083,0.8869097073570622,0.8609513130172299,0.8846540694474765,-0.0108369086515542,-0.4503469467163086,-0.0935367047786712,-0.0,,-0.0714285714285714,-0.0714285714285714,0.6931471805599453,0.6931471805599453,-0.0,-0.0714285714285714
KV-MemNN,27,,1.0,1.1428571939468384,,1.0,0.7014217972755432,0.6774193644523621,,0.125450775027275,0.3196548223495483,1.644451141357422,4.2027244567871085,3.691219091415405,1.3366080522537231,3.3761229515075684,4.908890724182129,0.1088493774132973,0.5493951656439707,0.8654000014729321,0.8276149255317958,0.8620337294415572,-0.1117356080091026,-0.462011843919754,-0.0831505879759788,-0.0,,-0.1428571428571428,-0.1428571428571428,0.6931471805599453,0.6931471805599453,-0.0,-0.1428571428571428
KV-MemNN,28,,0.9166666865348816,0.75,,0.75,0.6771653294563293,0.6666666865348816,,0.1528811752796173,0.2546155452728271,1.5043636560440063,4.441154479980469,2.955926418304444,1.1190171241760254,3.029179334640503,4.756958961486816,0.1007297452624071,0.4571628448091259,0.7811007108669829,0.7311003255568078,0.7765256039965165,-0.2457308909823957,-0.6210547685623169,-0.1034779027104377,-0.0,,-0.1428571428571428,-0.1428571428571428,0.6931471805599453,0.6931471805599453,-0.0,-0.1428571428571428
KV-MemNN,29,,0.9285714030265808,0.8571428656578064,,0.75,0.5698924660682678,0.5862069129943848,,0.1131374835968017,0.2079407274723053,1.364877223968506,1.8014793395996087,2.15541172027588,0.5426622033119202,1.7832190990447998,2.689416885375977,0.1292162659259773,0.4130163807183308,0.6750881927277463,0.6506533722074879,0.6726517180735833,-0.4645586795733506,-0.6803561449050903,-0.1612308174371719,-0.0,,-0.2857142857142857,-0.2857142857142857,0.6931471805599453,0.6931471805599453,-0.3333333333333333,-0.2857142857142857
KV-MemNN,30,,0.8928571343421936,0.7857142686843872,,0.7857142686843872,0.5860058069229126,0.6909090876579285,,0.1506708860397339,0.1944899559020996,1.2150472402572632,2.040843963623047,1.29158353805542,0.4754728376865387,1.5997376441955566,1.773721694946289,0.0893531503190464,0.3767109923671072,0.7832206199661543,0.7306458613029252,0.7785306234386322,-0.2841803357177641,-0.645749032497406,-0.2492908090353012,-0.0,,-0.3636363636363637,-0.1818181818181818,0.5057021323536758,0.4837528245551053,-0.2,-0.2727272727272727
KV-MemNN,31,,0.9814814925193788,1.3333333730697632,,0.8888888955116272,0.7031446695327759,1.0754716396331787,,0.0553653687238693,0.1338778287172317,1.434012770652771,2.3989410400390625,2.2876272201538086,0.692619264125824,2.160858631134033,2.941536664962769,0.0962846131376702,0.5136515557950778,0.8050044250751032,0.7789274267326973,0.8027622757150796,-0.1389919355390996,-0.5315263867378235,-0.1361742466688156,-0.0,,-0.1,-0.1,0.6931471805599454,0.6931471805599453,-0.0,-0.1
KV-MemNN,32,,1.0,1.100000023841858,,1.0,0.7348066568374634,0.921052634716034,,0.0932883620262146,0.2546989023685455,1.6870180368423462,3.2432785034179688,3.8609461784362793,1.2120274305343628,3.184433937072754,4.574654579162598,0.1220213152777301,0.5867689766284772,0.8202177453497186,0.7940342347743248,0.8179977845147886,-0.0817524157458912,-0.4272093772888184,-0.1228977441787719,-0.0,,-0.2222222222222222,-0.1111111111111111,0.6931471805599453,0.6931471805599453,-0.125,-0.2222222222222222
KV-MemNN,33,,1.0,1.5454545021057131,,1.0,0.7718446850776672,1.1272727251052856,,0.0997787192463874,0.3099579215049744,1.8822861909866333,3.99063491821289,5.398195743560791,1.4706684350967407,3.5633416175842285,6.1318116188049325,0.1034529702220687,0.6130788212611343,0.873857777274134,0.8512352673943234,0.8719021999815484,-0.0946891470213813,-0.4861027896404266,-0.1543333828449249,-0.0,,-0.2,-0.1,0.6135829095230936,0.573800774004668,-0.1111111111111111,-0.2
KV-MemNN,34,,0.9583333134651184,0.875,,0.875,0.6226415038108826,0.6545454263687134,,0.1956931501626968,0.2612409591674805,1.5950695276260376,1.8222885131835933,3.191358089447021,0.8549330830574036,2.524479389190674,2.980607509613037,0.0995172585074367,0.617248784329961,0.825884662014333,0.7925577844877956,0.8230114636326665,-0.0547849397346933,-0.5662893056869507,-0.1794100552797317,-0.0,,-0.0833333333333333,-0.0833333333333333,0.6931471805599453,0.4539126615583733,-0.0,-0.0833333333333333
KV-MemNN,35,,0.9888888597488404,0.9333333373069764,,0.9333333373069764,0.7351154088973999,0.7460317611694336,,0.1570032238960266,0.2999966144561768,1.7631131410598757,3.900478363037109,4.530273914337158,1.3730835914611816,3.428939819335937,5.496874809265137,0.0985500480730963,0.669194328509768,0.8985260790414317,0.8721067140217771,0.8961186957421569,0.0245462851759115,-0.4494021534919739,-0.0684547647833824,-0.0,,-0.0833333333333333,-0.0833333333333333,0.6931471805599453,0.6931471805599453,-0.0,-0.0833333333333333
KV-MemNN,36,,0.9722222089767456,0.875,,0.875,0.7197861075401306,0.7123287916183472,,0.0650547966361045,0.1594062149524688,1.5008529424667358,2.34621810913086,3.058149814605713,0.8394822478294373,2.491740703582764,3.8271501064300537,0.1028567316841688,0.521625533636923,0.7723715994162941,0.7465611292952579,0.7701817879614861,-0.0604458753994983,-0.4902521669864655,-0.0940553992986679,-0.0,,-0.1428571428571428,-0.1428571428571428,0.6931471805599453,0.5917628265997548,-0.0,-0.1428571428571428
KV-MemNN,37,,0.9900000095367432,0.8999999761581421,,0.8999999761581421,0.7232704162597656,0.7021276354789734,,0.1443396806716919,0.2957830727100372,1.6403104066848757,2.4244041442871094,5.149818420410156,0.7798857688903809,2.3618476390838623,6.04835319519043,0.1020370105361335,0.6040821433999364,0.8548959782009605,0.8313516282881506,0.8528586741548618,-0.1139105490883861,-0.4658792912960053,-0.1073054000735282,-0.0,,-0.2,-0.1,0.6931471805599453,0.6931471805599453,-0.1111111111111111,-0.2
KV-MemNN,38,,0.994318187236786,1.3636363744735718,,0.9375,0.7146739363670349,0.9607843160629272,,0.1051229611039161,0.2098796516656876,1.6619457006454468,3.4998512268066406,3.88900089263916,1.0731376409530642,2.948514461517334,4.492557048797607,0.0981429904349269,0.6102108056076098,0.8616033826351668,0.8382833105598262,0.859599973010364,-0.0096747181495804,-0.4767113327980042,-0.1261087208986282,-0.0,,-0.0,-0.0,0.6931471805599452,0.6931471805599453,-0.0,-0.1111111111111111
KV-MemNN,39,,1.0,2.1428570747375493,,1.0,0.7921146750450134,1.1428571939468384,,0.1090933680534362,0.2262450754642486,1.6486812829971311,2.6966629028320312,2.966336250305176,0.8827795982360841,2.582533597946167,3.5223360061645512,0.1180455219500237,0.6248149310509937,0.858844074077503,0.8290793886096919,0.85624982248689,-0.0895260409240445,-0.506362795829773,-0.0988644436001777,-0.0,,-0.1428571428571428,-0.1428571428571428,0.6931471805599452,0.6931471805599453,-0.0,-0.1428571428571428
KV-MemNN,40,,0.9910714030265808,1.625,,0.9285714030265808,0.7570422291755676,1.7878787517547607,,0.1201871335506439,0.2291311323642731,1.7703447341918943,3.3610382080078125,4.150140762329103,1.124617099761963,3.038836717605592,4.222972869873047,0.1093098627844342,0.6233851221536204,0.8537954472917963,0.8360345072192634,0.8521360378794498,-0.1486981232744064,-0.5292935371398926,-0.1352456659078598,-0.0,,-0.125,-0.125,0.6931471805599454,0.6931471805599453,-0.0,-0.125
KV-MemNN,41,,1.0,2.125,,1.0,0.7388888597488403,1.2765957117080688,,0.0908727571368217,0.207358181476593,1.5606282949447632,3.828060150146485,3.3975095748901367,1.1144540309906006,3.021280527114868,5.215001583099365,0.1081538529653261,0.6060157955557044,0.8314048747591727,0.8115154713393136,0.8296275951650669,-0.0715400054584617,-0.5348131656646729,-0.1481893658638,-0.0,,-0.3750000000000001,-0.125,0.6931471805599453,0.5643918321150289,-0.0,-0.25
KV-MemNN,42,,1.0,1.6666666269302368,,1.0,0.7721088528633118,1.0,,0.1000645160675048,0.2388014793395996,1.8828504085540767,4.820571899414063,6.399718761444093,1.6054223775863647,3.7334837913513184,6.987701892852782,0.1186571403076824,0.7223810986416821,0.9279747076154008,0.8942273809018353,0.9250584851716236,0.0981239680249224,-0.386183351278305,-0.0921863690018654,-0.0,,-0.0,-0.0,0.6931471805599453,0.6931471805599453,-0.0,-0.0
KV-MemNN,43,,1.0,1.1428571939468384,,1.0,0.7149999737739563,1.1111111640930176,,0.1400478929281234,0.2899244427680969,1.7723039388656616,2.492538452148437,4.1919593811035165,1.3500561714172363,3.395763874053955,4.012797355651856,0.1164759660628414,0.6001863479527082,0.8913190583844042,0.8484298463968015,0.887605344795463,-0.0434792610769186,-0.4377191066741944,-0.0953876003623008,-0.0,,-0.0,-0.0,0.6931471805599452,0.6931471805599453,-0.0,-0.0
KV-MemNN,44,,0.9738562107086182,0.8823529481887817,,0.8823529481887817,0.6855491399765015,0.739130437374115,,0.1070871427655219,0.1778860986232757,1.4771322011947632,2.363712310791016,2.3750710487365723,0.6836139559745789,2.1393592357635502,2.9602620601654053,0.1024443098928951,0.5337110698673613,0.7813223721450178,0.7537601275036968,0.7789637380974131,-0.1456769135493136,-0.544370174407959,-0.0943377315998077,-0.0,,-0.0666666666666666,-0.0666666666666666,0.6931471805599452,0.6931471805599452,-0.0,-0.0666666666666666
KV-MemNN,45,,1.0,1.600000023841858,,1.0,0.7475247383117676,0.8421052694320679,,0.0905338451266288,0.2248973846435547,1.7738387584686282,4.102447509765625,3.617909669876098,1.309623122215271,3.3361077308654785,4.673148155212402,0.1161964362789707,0.5803611168910806,0.7473112437038754,0.7308922631742598,0.7459515999314696,-0.0408836193846832,-0.4568390250205994,-0.0937744975090026,-0.0,,-0.1,-0.1,0.6931471805599452,0.6931471805599452,-0.0,-0.1
KV-MemNN,46,,0.9738562107086182,0.8823529481887817,,0.8823529481887817,0.6598049998283386,0.6714285612106323,,0.1133326441049575,0.1858191192150116,1.2775251865386963,1.7758636474609375,1.5626997947692869,0.5619626641273499,1.8342382907867432,2.065056562423706,0.0998500463416608,0.5201896329156476,0.8444881907689796,0.8118432135952744,0.8416791089240784,-0.156895316800612,-0.5503405332565308,-0.1316849440336227,-0.0,,-0.1428571428571428,-0.1428571428571428,0.6931471805599453,0.6931471805599453,-0.1538461538461538,-0.1428571428571428
KV-MemNN,47,,0.9740259647369384,0.8571428656578064,,0.8571428656578064,0.7184873819351196,0.7361111044883728,,0.0676766037940979,0.1802503168582916,1.530612230300903,3.548648834228516,3.186123371124268,0.8790389895439148,2.574805498123169,4.5084228515625,0.0980841285469935,0.5250669172525299,0.8039600806732602,0.7778528426610096,0.8017490183946361,-0.1154318994514765,-0.5312545895576477,-0.1235160529613494,-0.0,,-0.1538461538461538,-0.1538461538461538,0.6931471805599453,0.6931471805599452,-0.0833333333333333,-0.1538461538461538
KV-MemNN,48,,0.9843137264251708,0.8823529481887817,,0.8823529481887817,0.7139830589294434,0.8428571224212646,,0.0697116404771804,0.1946108490228653,1.6340081691741943,3.289955139160156,3.350696086883545,1.1345211267471311,3.055816888809204,4.3719329833984375,0.0993875754900713,0.5758982303207723,0.813981363990615,0.7959230239050246,0.8124763615381508,0.0018342397175989,-0.4257022738456726,-0.1134070232510566,-0.0,,-0.0666666666666666,-0.0666666666666666,0.6931471805599452,0.6931471805599453,-0.0714285714285714,-0.0666666666666666
KV-MemNN,49,,0.9285714030265808,0.75,,0.75,0.6158192157745361,0.7692307829856873,,0.1567685902118683,0.2672844529151916,1.5097843408584597,2.7364234924316406,3.0482518672943115,0.7948546409606934,2.3950209617614746,4.2542243003845215,0.1058274028338048,0.4730582308513106,0.8500196228666627,0.7994405170364474,0.8454848033547825,-0.2694822755180449,-0.5729231238365173,-0.1955660581588745,-0.0,,-0.2857142857142857,-0.2857142857142857,0.6931471805599453,0.6931471805599453,-0.1666666666666666,-0.4285714285714285
KV-MemNN,50,,0.9333333373069764,0.8000000119209291,,0.8000000119209291,0.7049180269241333,0.7045454382896423,,0.0932594388723373,0.2301915138959885,1.5684586763381958,2.901397705078125,2.9256515502929688,0.9426280856132508,2.703276872634888,3.50362515449524,0.1168089717032441,0.5458676087642772,0.8413429366511953,0.7964874944918441,0.8374247611723176,-0.101429961060002,-0.5139618515968323,-0.121251955628395,-0.0,,-0.2,-0.2,0.6931471805599453,0.6931471805599453,-0.1111111111111111,-0.2
KV-MemNN,51,,1.0,2.25,,1.0,0.7352415323257446,1.8181818723678589,,0.1228497624397277,0.2422830909490585,1.5184000730514526,2.1211509704589844,2.4883782863616943,0.844813883304596,2.5030808448791504,3.4145071506500244,0.1132150387267506,0.5689899023619425,0.7792846524120558,0.757513801312969,0.7773546572011708,-0.0216969032145544,-0.4719341993331909,-0.1101718097925186,-0.0,,-0.1428571428571428,-0.1428571428571428,0.6931471805599454,0.6931471805599453,-0.0,-0.1428571428571428
KV-MemNN,52,,1.0,1.0,,1.0,0.6482412219047546,0.7096773982048035,,0.1603619158267974,0.3273377120494842,1.8561012744903564,3.5705795288085938,5.867778301239014,1.319332480430603,3.3505988121032715,5.536269664764403,0.112048425874676,0.5305650780450664,0.8518216011829873,0.8009290153293217,0.8473118620894347,-0.1430151227105276,-0.4912660419940949,-0.1055459529161453,-0.0,,-0.0,-0.0,0.6931471805599453,0.6931471805599453,-0.0,-0.0
KV-MemNN,53,,0.9333333373069764,0.8000000119209291,,0.8000000119209291,0.5530726313591003,0.7272727489471436,,0.134977713227272,0.3084094524383545,1.8001097440719604,2.51617431640625,4.51810884475708,1.2108768224716189,3.1825788021087646,4.462048053741455,0.0973735930459892,0.4376735677000782,0.8412826007151595,0.7797436551564303,0.8358307285019988,-0.3052426550389651,-0.6556620001792908,-0.188016802072525,-0.0,,-0.2222222222222222,-0.1111111111111111,0.6931471805599453,0.2947841194846702,-0.0,-0.1111111111111111
