segment	document
13	leadership-ha.200
14	leadership-ha.200
15	leadership-ha.200
16	leadership-ha.200
17	leadership-ha.200
18	leadership-ha.200
19	leadership-ha.200
20	leadership-ha.200
1	freedom_radio-ha.990
2	freedom_radio-ha.990
3	freedom_radio-ha.990
4	freedom_radio-ha.990
5	freedom_radio-ha.990
1	hausa.premiumtimesng.com.3426
2	hausa.premiumtimesng.com.3426
3	hausa.premiumtimesng.com.3426
4	hausa.premiumtimesng.com.3426
5	hausa.premiumtimesng.com.3426
6	hausa.premiumtimesng.com.3426
7	hausa.premiumtimesng.com.3426
8	hausa.premiumtimesng.com.3426
9	hausa.premiumtimesng.com.3426
10	hausa.premiumtimesng.com.3426
11	hausa.premiumtimesng.com.3426
12	hausa.premiumtimesng.com.3426
13	hausa.premiumtimesng.com.3426
1	freedom_radio-ha.982
2	freedom_radio-ha.982
3	freedom_radio-ha.982
4	freedom_radio-ha.982
5	freedom_radio-ha.982
6	freedom_radio-ha.982
1	freedom_radio-ha.958
2	freedom_radio-ha.958
3	freedom_radio-ha.958
4	freedom_radio-ha.958
5	freedom_radio-ha.958
6	freedom_radio-ha.958
7	freedom_radio-ha.958
8	freedom_radio-ha.958
1	voa-hausa.7588
2	voa-hausa.7588
3	voa-hausa.7588
4	voa-hausa.7588
5	voa-hausa.7588
6	voa-hausa.7588
1	hausa.premiumtimesng.com.3675
2	hausa.premiumtimesng.com.3675
3	hausa.premiumtimesng.com.3675
4	hausa.premiumtimesng.com.3675
5	hausa.premiumtimesng.com.3675
6	hausa.premiumtimesng.com.3675
1	leadership-ha.131
2	leadership-ha.131
3	leadership-ha.131
4	leadership-ha.131
5	leadership-ha.131
6	leadership-ha.131
7	leadership-ha.131
8	leadership-ha.131
9	leadership-ha.131
10	leadership-ha.131
11	leadership-ha.131
12	leadership-ha.131
13	leadership-ha.131
14	leadership-ha.131
15	leadership-ha.131
16	leadership-ha.131
17	leadership-ha.131
18	leadership-ha.131
1	freedom_radio-ha.971
2	freedom_radio-ha.971
3	freedom_radio-ha.971
4	freedom_radio-ha.971
5	freedom_radio-ha.971
1	hausa.premiumtimesng.com.3445
2	hausa.premiumtimesng.com.3445
3	hausa.premiumtimesng.com.3445
4	hausa.premiumtimesng.com.3445
5	hausa.premiumtimesng.com.3445
6	hausa.premiumtimesng.com.3445
7	hausa.premiumtimesng.com.3445
8	hausa.premiumtimesng.com.3445
9	hausa.premiumtimesng.com.3445
10	hausa.premiumtimesng.com.3445
11	hausa.premiumtimesng.com.3445
12	hausa.premiumtimesng.com.3445
13	hausa.premiumtimesng.com.3445
14	hausa.premiumtimesng.com.3445
15	hausa.premiumtimesng.com.3445
16	hausa.premiumtimesng.com.3445
17	hausa.premiumtimesng.com.3445
18	hausa.premiumtimesng.com.3445
19	hausa.premiumtimesng.com.3445
20	hausa.premiumtimesng.com.3445
21	hausa.premiumtimesng.com.3445
1	voa-hausa.7559
2	voa-hausa.7559
3	voa-hausa.7559
4	voa-hausa.7559
5	voa-hausa.7559
6	voa-hausa.7559
7	voa-hausa.7559
8	voa-hausa.7559
9	voa-hausa.7559
1	leadership-ha.205
2	leadership-ha.205
3	leadership-ha.205
4	leadership-ha.205
5	leadership-ha.205
6	leadership-ha.205
7	leadership-ha.205
8	leadership-ha.205
9	leadership-ha.205
10	leadership-ha.205
11	leadership-ha.205
12	leadership-ha.205
13	leadership-ha.205
14	leadership-ha.205
15	leadership-ha.205
16	leadership-ha.205
17	leadership-ha.205
18	leadership-ha.205
19	leadership-ha.205
20	leadership-ha.205
1	hausa.premiumtimesng.com.3678
2	hausa.premiumtimesng.com.3678
3	hausa.premiumtimesng.com.3678
4	hausa.premiumtimesng.com.3678
5	hausa.premiumtimesng.com.3678
6	hausa.premiumtimesng.com.3678
7	hausa.premiumtimesng.com.3678
8	hausa.premiumtimesng.com.3678
1	hausa.premiumtimesng.com.3708
2	hausa.premiumtimesng.com.3708
3	hausa.premiumtimesng.com.3708
4	hausa.premiumtimesng.com.3708
5	hausa.premiumtimesng.com.3708
6	hausa.premiumtimesng.com.3708
7	hausa.premiumtimesng.com.3708
8	hausa.premiumtimesng.com.3708
9	hausa.premiumtimesng.com.3708
10	hausa.premiumtimesng.com.3708
11	hausa.premiumtimesng.com.3708
12	hausa.premiumtimesng.com.3708
13	hausa.premiumtimesng.com.3708
14	hausa.premiumtimesng.com.3708
15	hausa.premiumtimesng.com.3708
16	hausa.premiumtimesng.com.3708
17	hausa.premiumtimesng.com.3708
1	leadership-ha.149
2	leadership-ha.149
3	leadership-ha.149
4	leadership-ha.149
5	leadership-ha.149
6	leadership-ha.149
7	leadership-ha.149
8	leadership-ha.149
9	leadership-ha.149
10	leadership-ha.149
11	leadership-ha.149
12	leadership-ha.149
13	leadership-ha.149
14	leadership-ha.149
15	leadership-ha.149
1	hausa.dw.com.2891
2	hausa.dw.com.2891
3	hausa.dw.com.2891
4	hausa.dw.com.2891
5	hausa.dw.com.2891
6	hausa.dw.com.2891
1	voa-hausa.8389
2	voa-hausa.8389
3	voa-hausa.8389
4	voa-hausa.8389
5	voa-hausa.8389
6	voa-hausa.8389
1	hausa.premiumtimesng.com.3680
2	hausa.premiumtimesng.com.3680
3	hausa.premiumtimesng.com.3680
4	hausa.premiumtimesng.com.3680
5	hausa.premiumtimesng.com.3680
6	hausa.premiumtimesng.com.3680
7	hausa.premiumtimesng.com.3680
8	hausa.premiumtimesng.com.3680
9	hausa.premiumtimesng.com.3680
10	hausa.premiumtimesng.com.3680
11	hausa.premiumtimesng.com.3680
12	hausa.premiumtimesng.com.3680
13	hausa.premiumtimesng.com.3680
14	hausa.premiumtimesng.com.3680
15	hausa.premiumtimesng.com.3680
16	hausa.premiumtimesng.com.3680
1	freedom_radio-ha.1210
2	freedom_radio-ha.1210
3	freedom_radio-ha.1210
4	freedom_radio-ha.1210
5	freedom_radio-ha.1210
6	freedom_radio-ha.1210
1	voa-hausa.7457
2	voa-hausa.7457
3	voa-hausa.7457
4	voa-hausa.7457
5	voa-hausa.7457
1	voa-hausa.7417
2	voa-hausa.7417
3	voa-hausa.7417
4	voa-hausa.7417
5	voa-hausa.7417
6	voa-hausa.7417
7	voa-hausa.7417
8	voa-hausa.7417
9	voa-hausa.7417
1	leadership-ha.192
2	leadership-ha.192
3	leadership-ha.192
4	leadership-ha.192
5	leadership-ha.192
1	leadership-ha.136
2	leadership-ha.136
3	leadership-ha.136
4	leadership-ha.136
5	leadership-ha.136
6	leadership-ha.136
7	leadership-ha.136
8	leadership-ha.136
9	leadership-ha.136
10	leadership-ha.136
11	leadership-ha.136
12	leadership-ha.136
13	leadership-ha.136
14	leadership-ha.136
1	voa-hausa.7454
2	voa-hausa.7454
3	voa-hausa.7454
4	voa-hausa.7454
5	voa-hausa.7454
6	voa-hausa.7454
1	freedom_radio-ha.977
2	freedom_radio-ha.977
3	freedom_radio-ha.977
4	freedom_radio-ha.977
5	freedom_radio-ha.977
6	freedom_radio-ha.977
7	freedom_radio-ha.977
8	freedom_radio-ha.977
1	leadership-ha.112
2	leadership-ha.112
3	leadership-ha.112
4	leadership-ha.112
5	leadership-ha.112
6	leadership-ha.112
7	leadership-ha.112
8	leadership-ha.112
9	leadership-ha.112
10	leadership-ha.112
11	leadership-ha.112
12	leadership-ha.112
13	leadership-ha.112
14	leadership-ha.112
15	leadership-ha.112
16	leadership-ha.112
17	leadership-ha.112
18	leadership-ha.112
19	leadership-ha.112
20	leadership-ha.112
21	leadership-ha.112
22	leadership-ha.112
23	leadership-ha.112
1	von-hausa.1146
2	von-hausa.1146
3	von-hausa.1146
4	von-hausa.1146
5	von-hausa.1146
6	von-hausa.1146
7	von-hausa.1146
8	von-hausa.1146
9	von-hausa.1146
10	von-hausa.1146
11	von-hausa.1146
12	von-hausa.1146
13	von-hausa.1146
14	von-hausa.1146
15	von-hausa.1146
16	von-hausa.1146
1	voa-hausa.8392
2	voa-hausa.8392
3	voa-hausa.8392
4	voa-hausa.8392
5	voa-hausa.8392
6	voa-hausa.8392
7	voa-hausa.8392
1	freedom_radio-ha.987
2	freedom_radio-ha.987
3	freedom_radio-ha.987
4	freedom_radio-ha.987
5	freedom_radio-ha.987
6	freedom_radio-ha.987
7	freedom_radio-ha.987
1	hausa.premiumtimesng.com.3712
2	hausa.premiumtimesng.com.3712
3	hausa.premiumtimesng.com.3712
4	hausa.premiumtimesng.com.3712
5	hausa.premiumtimesng.com.3712
6	hausa.premiumtimesng.com.3712
7	hausa.premiumtimesng.com.3712
8	hausa.premiumtimesng.com.3712
9	hausa.premiumtimesng.com.3712
10	hausa.premiumtimesng.com.3712
11	hausa.premiumtimesng.com.3712
12	hausa.premiumtimesng.com.3712
13	hausa.premiumtimesng.com.3712
14	hausa.premiumtimesng.com.3712
15	hausa.premiumtimesng.com.3712
16	hausa.premiumtimesng.com.3712
1	hausa.dw.com.2892
2	hausa.dw.com.2892
3	hausa.dw.com.2892
4	hausa.dw.com.2892
5	hausa.dw.com.2892
1	freedom_radio-ha.953
2	freedom_radio-ha.953
3	freedom_radio-ha.953
4	freedom_radio-ha.953
5	freedom_radio-ha.953
6	freedom_radio-ha.953
7	freedom_radio-ha.953
1	hausa.dw.com.2763
2	hausa.dw.com.2763
3	hausa.dw.com.2763
4	hausa.dw.com.2763
5	hausa.dw.com.2763
6	hausa.dw.com.2763
1	hausa.premiumtimesng.com.3686
2	hausa.premiumtimesng.com.3686
3	hausa.premiumtimesng.com.3686
4	hausa.premiumtimesng.com.3686
5	hausa.premiumtimesng.com.3686
6	hausa.premiumtimesng.com.3686
7	hausa.premiumtimesng.com.3686
8	hausa.premiumtimesng.com.3686
9	hausa.premiumtimesng.com.3686
10	hausa.premiumtimesng.com.3686
1	hausa.premiumtimesng.com.3399
2	hausa.premiumtimesng.com.3399
3	hausa.premiumtimesng.com.3399
4	hausa.premiumtimesng.com.3399
5	hausa.premiumtimesng.com.3399
6	hausa.premiumtimesng.com.3399
7	hausa.premiumtimesng.com.3399
8	hausa.premiumtimesng.com.3399
9	hausa.premiumtimesng.com.3399
10	hausa.premiumtimesng.com.3399
11	hausa.premiumtimesng.com.3399
12	hausa.premiumtimesng.com.3399
13	hausa.premiumtimesng.com.3399
14	hausa.premiumtimesng.com.3399
15	hausa.premiumtimesng.com.3399
16	hausa.premiumtimesng.com.3399
17	hausa.premiumtimesng.com.3399
1	von-hausa.1134
2	von-hausa.1134
3	von-hausa.1134
4	von-hausa.1134
5	von-hausa.1134
6	von-hausa.1134
7	von-hausa.1134
1	voa-hausa.8335
2	voa-hausa.8335
3	voa-hausa.8335
4	voa-hausa.8335
5	voa-hausa.8335
6	voa-hausa.8335
7	voa-hausa.8335
8	voa-hausa.8335
9	voa-hausa.8335
10	voa-hausa.8335
11	voa-hausa.8335
12	voa-hausa.8335
13	voa-hausa.8335
14	voa-hausa.8335
15	voa-hausa.8335
16	voa-hausa.8335
17	voa-hausa.8335
18	voa-hausa.8335
19	voa-hausa.8335
20	voa-hausa.8335
1	leadership-ha.126
2	leadership-ha.126
3	leadership-ha.126
4	leadership-ha.126
5	leadership-ha.126
6	leadership-ha.126
7	leadership-ha.126
8	leadership-ha.126
9	leadership-ha.126
10	leadership-ha.126
11	leadership-ha.126
12	leadership-ha.126
13	leadership-ha.126
14	leadership-ha.126
1	voa-hausa.7453
2	voa-hausa.7453
3	voa-hausa.7453
4	voa-hausa.7453
5	voa-hausa.7453
6	voa-hausa.7453
7	voa-hausa.7453
8	voa-hausa.7453
9	voa-hausa.7453
10	voa-hausa.7453
11	voa-hausa.7453
1	freedom_radio-ha.992
2	freedom_radio-ha.992
3	freedom_radio-ha.992
4	freedom_radio-ha.992
5	freedom_radio-ha.992
6	freedom_radio-ha.992
1	leadership-ha.143
2	leadership-ha.143
3	leadership-ha.143
4	leadership-ha.143
5	leadership-ha.143
6	leadership-ha.143
7	leadership-ha.143
8	leadership-ha.143
9	leadership-ha.143
1	freedom_radio-ha.984
2	freedom_radio-ha.984
3	freedom_radio-ha.984
4	freedom_radio-ha.984
1	freedom_radio-ha.1221
2	freedom_radio-ha.1221
3	freedom_radio-ha.1221
4	freedom_radio-ha.1221
5	freedom_radio-ha.1221
6	freedom_radio-ha.1221
7	freedom_radio-ha.1221
1	hausa.dw.com.2893
2	hausa.dw.com.2893
3	hausa.dw.com.2893
4	hausa.dw.com.2893
5	hausa.dw.com.2893
1	voa-hausa.7515
2	voa-hausa.7515
3	voa-hausa.7515
4	voa-hausa.7515
5	voa-hausa.7515
6	voa-hausa.7515
7	voa-hausa.7515
8	voa-hausa.7515
9	voa-hausa.7515
1	rfi-hausa.809
2	rfi-hausa.809
3	rfi-hausa.809
4	rfi-hausa.809
5	rfi-hausa.809
1	hausa.premiumtimesng.com.3403
2	hausa.premiumtimesng.com.3403
3	hausa.premiumtimesng.com.3403
4	hausa.premiumtimesng.com.3403
5	hausa.premiumtimesng.com.3403
6	hausa.premiumtimesng.com.3403
7	hausa.premiumtimesng.com.3403
8	hausa.premiumtimesng.com.3403
9	hausa.premiumtimesng.com.3403
10	hausa.premiumtimesng.com.3403
11	hausa.premiumtimesng.com.3403
12	hausa.premiumtimesng.com.3403
13	hausa.premiumtimesng.com.3403
14	hausa.premiumtimesng.com.3403
15	hausa.premiumtimesng.com.3403
1	freedom_radio-ha.1239
2	freedom_radio-ha.1239
3	freedom_radio-ha.1239
4	freedom_radio-ha.1239
5	freedom_radio-ha.1239
6	freedom_radio-ha.1239
7	freedom_radio-ha.1239
8	freedom_radio-ha.1239
9	freedom_radio-ha.1239
1	voa-hausa.8312
2	voa-hausa.8312
3	voa-hausa.8312
4	voa-hausa.8312
5	voa-hausa.8312
6	voa-hausa.8312
7	voa-hausa.8312
8	voa-hausa.8312
1	hausa.premiumtimesng.com.3437
2	hausa.premiumtimesng.com.3437
3	hausa.premiumtimesng.com.3437
4	hausa.premiumtimesng.com.3437
5	hausa.premiumtimesng.com.3437
6	hausa.premiumtimesng.com.3437
7	hausa.premiumtimesng.com.3437
8	hausa.premiumtimesng.com.3437
9	hausa.premiumtimesng.com.3437
10	hausa.premiumtimesng.com.3437
11	hausa.premiumtimesng.com.3437
12	hausa.premiumtimesng.com.3437
13	hausa.premiumtimesng.com.3437
14	hausa.premiumtimesng.com.3437
15	hausa.premiumtimesng.com.3437
16	hausa.premiumtimesng.com.3437
17	hausa.premiumtimesng.com.3437
18	hausa.premiumtimesng.com.3437
19	hausa.premiumtimesng.com.3437
20	hausa.premiumtimesng.com.3437
21	hausa.premiumtimesng.com.3437
22	hausa.premiumtimesng.com.3437
23	hausa.premiumtimesng.com.3437
1	hausa.premiumtimesng.com.3395
2	hausa.premiumtimesng.com.3395
3	hausa.premiumtimesng.com.3395
4	hausa.premiumtimesng.com.3395
5	hausa.premiumtimesng.com.3395
6	hausa.premiumtimesng.com.3395
7	hausa.premiumtimesng.com.3395
8	hausa.premiumtimesng.com.3395
9	hausa.premiumtimesng.com.3395
10	hausa.premiumtimesng.com.3395
11	hausa.premiumtimesng.com.3395
12	hausa.premiumtimesng.com.3395
13	hausa.premiumtimesng.com.3395
14	hausa.premiumtimesng.com.3395
15	hausa.premiumtimesng.com.3395
16	hausa.premiumtimesng.com.3395
1	rfi-hausa.806
2	rfi-hausa.806
3	rfi-hausa.806
4	rfi-hausa.806
5	rfi-hausa.806
1	voa-hausa.7503
2	voa-hausa.7503
3	voa-hausa.7503
4	voa-hausa.7503
5	voa-hausa.7503
6	voa-hausa.7503
7	voa-hausa.7503
8	voa-hausa.7503
1	hausa.premiumtimesng.com.3714
2	hausa.premiumtimesng.com.3714
3	hausa.premiumtimesng.com.3714
4	hausa.premiumtimesng.com.3714
5	hausa.premiumtimesng.com.3714
6	hausa.premiumtimesng.com.3714
7	hausa.premiumtimesng.com.3714
8	hausa.premiumtimesng.com.3714
9	hausa.premiumtimesng.com.3714
10	hausa.premiumtimesng.com.3714
11	hausa.premiumtimesng.com.3714
12	hausa.premiumtimesng.com.3714
13	hausa.premiumtimesng.com.3714
14	hausa.premiumtimesng.com.3714
15	hausa.premiumtimesng.com.3714
16	hausa.premiumtimesng.com.3714
17	hausa.premiumtimesng.com.3714
18	hausa.premiumtimesng.com.3714
19	hausa.premiumtimesng.com.3714
20	hausa.premiumtimesng.com.3714
21	hausa.premiumtimesng.com.3714
22	hausa.premiumtimesng.com.3714
23	hausa.premiumtimesng.com.3714
1	hausa.dw.com.2752
2	hausa.dw.com.2752
3	hausa.dw.com.2752
4	hausa.dw.com.2752
5	hausa.dw.com.2752
6	hausa.dw.com.2752
1	leadership-ha.122
2	leadership-ha.122
3	leadership-ha.122
4	leadership-ha.122
5	leadership-ha.122
6	leadership-ha.122
7	leadership-ha.122
8	leadership-ha.122
9	leadership-ha.122
10	leadership-ha.122
11	leadership-ha.122
12	leadership-ha.122
13	leadership-ha.122
14	leadership-ha.122
1	hausa.premiumtimesng.com.3424
2	hausa.premiumtimesng.com.3424
3	hausa.premiumtimesng.com.3424
4	hausa.premiumtimesng.com.3424
5	hausa.premiumtimesng.com.3424
6	hausa.premiumtimesng.com.3424
7	hausa.premiumtimesng.com.3424
8	hausa.premiumtimesng.com.3424
9	hausa.premiumtimesng.com.3424
10	hausa.premiumtimesng.com.3424
11	hausa.premiumtimesng.com.3424
12	hausa.premiumtimesng.com.3424
13	hausa.premiumtimesng.com.3424
14	hausa.premiumtimesng.com.3424
15	hausa.premiumtimesng.com.3424
16	hausa.premiumtimesng.com.3424
1	freedom_radio-ha.994
2	freedom_radio-ha.994
3	freedom_radio-ha.994
4	freedom_radio-ha.994
1	hausa.premiumtimesng.com.3412
2	hausa.premiumtimesng.com.3412
3	hausa.premiumtimesng.com.3412
4	hausa.premiumtimesng.com.3412
5	hausa.premiumtimesng.com.3412
6	hausa.premiumtimesng.com.3412
7	hausa.premiumtimesng.com.3412
8	hausa.premiumtimesng.com.3412
9	hausa.premiumtimesng.com.3412
10	hausa.premiumtimesng.com.3412
11	hausa.premiumtimesng.com.3412
12	hausa.premiumtimesng.com.3412
1	leadership-ha.150
2	leadership-ha.150
3	leadership-ha.150
4	leadership-ha.150
5	leadership-ha.150
6	leadership-ha.150
7	leadership-ha.150
8	leadership-ha.150
9	leadership-ha.150
10	leadership-ha.150
11	leadership-ha.150
12	leadership-ha.150
13	leadership-ha.150
14	leadership-ha.150
15	leadership-ha.150
16	leadership-ha.150
17	leadership-ha.150
18	leadership-ha.150
19	leadership-ha.150
20	leadership-ha.150
21	leadership-ha.150
22	leadership-ha.150
23	leadership-ha.150
24	leadership-ha.150
25	leadership-ha.150
26	leadership-ha.150
27	leadership-ha.150
28	leadership-ha.150
29	leadership-ha.150
1	leadership-ha.130
2	leadership-ha.130
3	leadership-ha.130
4	leadership-ha.130
5	leadership-ha.130
6	leadership-ha.130
7	leadership-ha.130
8	leadership-ha.130
9	leadership-ha.130
10	leadership-ha.130
11	leadership-ha.130
12	leadership-ha.130
13	leadership-ha.130
14	leadership-ha.130
15	leadership-ha.130
16	leadership-ha.130
1	hausa.premiumtimesng.com.3431
2	hausa.premiumtimesng.com.3431
3	hausa.premiumtimesng.com.3431
4	hausa.premiumtimesng.com.3431
5	hausa.premiumtimesng.com.3431
6	hausa.premiumtimesng.com.3431
7	hausa.premiumtimesng.com.3431
8	hausa.premiumtimesng.com.3431
9	hausa.premiumtimesng.com.3431
10	hausa.premiumtimesng.com.3431
11	hausa.premiumtimesng.com.3431
12	hausa.premiumtimesng.com.3431
13	hausa.premiumtimesng.com.3431
14	hausa.premiumtimesng.com.3431
1	leadership-ha.194
2	leadership-ha.194
3	leadership-ha.194
4	leadership-ha.194
5	leadership-ha.194
6	leadership-ha.194
1	rfi-hausa.817
2	rfi-hausa.817
3	rfi-hausa.817
4	rfi-hausa.817
5	rfi-hausa.817
6	rfi-hausa.817
1	von-hausa.1138
2	von-hausa.1138
3	von-hausa.1138
4	von-hausa.1138
5	von-hausa.1138
6	von-hausa.1138
7	von-hausa.1138
8	von-hausa.1138
9	von-hausa.1138
1	voa-hausa.7455
2	voa-hausa.7455
3	voa-hausa.7455
4	voa-hausa.7455
5	voa-hausa.7455
6	voa-hausa.7455
7	voa-hausa.7455
1	rfi-hausa.909
2	rfi-hausa.909
3	rfi-hausa.909
4	rfi-hausa.909
5	rfi-hausa.909
1	voa-hausa.8390
2	voa-hausa.8390
3	voa-hausa.8390
4	voa-hausa.8390
1	leadership-ha.129
2	leadership-ha.129
3	leadership-ha.129
4	leadership-ha.129
5	leadership-ha.129
6	leadership-ha.129
7	leadership-ha.129
8	leadership-ha.129
9	leadership-ha.129
10	leadership-ha.129
11	leadership-ha.129
12	leadership-ha.129
13	leadership-ha.129
14	leadership-ha.129
15	leadership-ha.129
16	leadership-ha.129
17	leadership-ha.129
1	leadership-ha.111
2	leadership-ha.111
3	leadership-ha.111
4	leadership-ha.111
5	leadership-ha.111
6	leadership-ha.111
7	leadership-ha.111
8	leadership-ha.111
9	leadership-ha.111
10	leadership-ha.111
11	leadership-ha.111
12	leadership-ha.111
13	leadership-ha.111
14	leadership-ha.111
15	leadership-ha.111
16	leadership-ha.111
17	leadership-ha.111
1	voa-hausa.8301
2	voa-hausa.8301
3	voa-hausa.8301
4	voa-hausa.8301
5	voa-hausa.8301
6	voa-hausa.8301
7	voa-hausa.8301
1	freedom_radio-ha.1200
2	freedom_radio-ha.1200
3	freedom_radio-ha.1200
4	freedom_radio-ha.1200
5	freedom_radio-ha.1200
1	rfi-hausa.894
2	rfi-hausa.894
3	rfi-hausa.894
4	rfi-hausa.894
5	rfi-hausa.894
6	rfi-hausa.894
7	rfi-hausa.894
1	rfi-hausa.812
2	rfi-hausa.812
3	rfi-hausa.812
4	rfi-hausa.812
5	rfi-hausa.812
6	rfi-hausa.812
7	rfi-hausa.812
8	rfi-hausa.812
9	rfi-hausa.812
1	rfi-hausa.899
2	rfi-hausa.899
3	rfi-hausa.899
4	rfi-hausa.899
5	rfi-hausa.899
6	rfi-hausa.899
7	rfi-hausa.899
1	rfi-hausa.910
2	rfi-hausa.910
3	rfi-hausa.910
4	rfi-hausa.910
5	rfi-hausa.910
6	rfi-hausa.910
7	rfi-hausa.910
1	freedom_radio-ha.961
2	freedom_radio-ha.961
3	freedom_radio-ha.961
4	freedom_radio-ha.961
5	freedom_radio-ha.961
6	freedom_radio-ha.961
7	freedom_radio-ha.961
1	leadership-ha.145
2	leadership-ha.145
3	leadership-ha.145
4	leadership-ha.145
5	leadership-ha.145
6	leadership-ha.145
7	leadership-ha.145
8	leadership-ha.145
9	leadership-ha.145
10	leadership-ha.145
11	leadership-ha.145
12	leadership-ha.145
13	leadership-ha.145
14	leadership-ha.145
15	leadership-ha.145
16	leadership-ha.145
1	leadership-ha.138
2	leadership-ha.138
3	leadership-ha.138
4	leadership-ha.138
5	leadership-ha.138
6	leadership-ha.138
7	leadership-ha.138
8	leadership-ha.138
9	leadership-ha.138
10	leadership-ha.138
11	leadership-ha.138
12	leadership-ha.138
13	leadership-ha.138
14	leadership-ha.138
1	leadership-ha.119
2	leadership-ha.119
3	leadership-ha.119
4	leadership-ha.119
5	leadership-ha.119
6	leadership-ha.119
1	voa-hausa.7529
2	voa-hausa.7529
3	voa-hausa.7529
4	voa-hausa.7529
5	voa-hausa.7529
6	voa-hausa.7529
7	voa-hausa.7529
1	hausa.dw.com.2772
2	hausa.dw.com.2772
3	hausa.dw.com.2772
4	hausa.dw.com.2772
1	rfi-hausa.811
2	rfi-hausa.811
3	rfi-hausa.811
4	rfi-hausa.811
5	rfi-hausa.811
6	rfi-hausa.811
7	rfi-hausa.811
8	rfi-hausa.811
1	hausa.premiumtimesng.com.3401
2	hausa.premiumtimesng.com.3401
3	hausa.premiumtimesng.com.3401
4	hausa.premiumtimesng.com.3401
5	hausa.premiumtimesng.com.3401
6	hausa.premiumtimesng.com.3401
7	hausa.premiumtimesng.com.3401
8	hausa.premiumtimesng.com.3401
9	hausa.premiumtimesng.com.3401
10	hausa.premiumtimesng.com.3401
11	hausa.premiumtimesng.com.3401
12	hausa.premiumtimesng.com.3401
13	hausa.premiumtimesng.com.3401
14	hausa.premiumtimesng.com.3401
15	hausa.premiumtimesng.com.3401
1	freedom_radio-ha.1209
2	freedom_radio-ha.1209
3	freedom_radio-ha.1209
4	freedom_radio-ha.1209
5	freedom_radio-ha.1209
6	freedom_radio-ha.1209
1	hausa.premiumtimesng.com.3444
2	hausa.premiumtimesng.com.3444
3	hausa.premiumtimesng.com.3444
4	hausa.premiumtimesng.com.3444
5	hausa.premiumtimesng.com.3444
6	hausa.premiumtimesng.com.3444
7	hausa.premiumtimesng.com.3444
8	hausa.premiumtimesng.com.3444
9	hausa.premiumtimesng.com.3444
1	freedom_radio-ha.954
2	freedom_radio-ha.954
3	freedom_radio-ha.954
4	freedom_radio-ha.954
5	freedom_radio-ha.954
6	freedom_radio-ha.954
7	freedom_radio-ha.954
1	leadership-ha.196
2	leadership-ha.196
3	leadership-ha.196
4	leadership-ha.196
5	leadership-ha.196
6	leadership-ha.196
7	leadership-ha.196
8	leadership-ha.196
9	leadership-ha.196
10	leadership-ha.196
11	leadership-ha.196
12	leadership-ha.196
1	freedom_radio-ha.974
2	freedom_radio-ha.974
3	freedom_radio-ha.974
4	freedom_radio-ha.974
5	freedom_radio-ha.974
6	freedom_radio-ha.974
1	voa-hausa.7458
2	voa-hausa.7458
3	voa-hausa.7458
4	voa-hausa.7458
5	voa-hausa.7458
6	voa-hausa.7458
7	voa-hausa.7458
1	freedom_radio-ha.964
2	freedom_radio-ha.964
3	freedom_radio-ha.964
4	freedom_radio-ha.964
5	freedom_radio-ha.964
6	freedom_radio-ha.964
1	rfi-hausa.912
2	rfi-hausa.912
3	rfi-hausa.912
4	rfi-hausa.912
5	rfi-hausa.912
