segment	document
20	lidovky.cz.258549
21	lidovky.cz.258549
22	lidovky.cz.258549
23	lidovky.cz.258549
24	lidovky.cz.258549
25	lidovky.cz.258549
26	lidovky.cz.258549
1	blesk.cz.218183
2	blesk.cz.218183
3	blesk.cz.218183
4	blesk.cz.218183
5	blesk.cz.218183
6	blesk.cz.218183
7	blesk.cz.218183
8	blesk.cz.218183
9	blesk.cz.218183
10	blesk.cz.218183
11	blesk.cz.218183
12	blesk.cz.218183
1	lidovky.cz.258480
2	lidovky.cz.258480
3	lidovky.cz.258480
4	lidovky.cz.258480
5	lidovky.cz.258480
6	lidovky.cz.258480
7	lidovky.cz.258480
8	lidovky.cz.258480
9	lidovky.cz.258480
1	aktualne-cs.9400
2	aktualne-cs.9400
3	aktualne-cs.9400
4	aktualne-cs.9400
5	aktualne-cs.9400
6	aktualne-cs.9400
7	aktualne-cs.9400
1	blesk.cz.218193
2	blesk.cz.218193
3	blesk.cz.218193
4	blesk.cz.218193
5	blesk.cz.218193
6	blesk.cz.218193
7	blesk.cz.218193
8	blesk.cz.218193
9	blesk.cz.218193
1	ceska_pozice-cs.12703
2	ceska_pozice-cs.12703
3	ceska_pozice-cs.12703
4	ceska_pozice-cs.12703
5	ceska_pozice-cs.12703
6	ceska_pozice-cs.12703
7	ceska_pozice-cs.12703
8	ceska_pozice-cs.12703
9	ceska_pozice-cs.12703
10	ceska_pozice-cs.12703
11	ceska_pozice-cs.12703
12	ceska_pozice-cs.12703
13	ceska_pozice-cs.12703
14	ceska_pozice-cs.12703
1	idnes.cz.436518
2	idnes.cz.436518
3	idnes.cz.436518
4	idnes.cz.436518
5	idnes.cz.436518
6	idnes.cz.436518
7	idnes.cz.436518
8	idnes.cz.436518
9	idnes.cz.436518
10	idnes.cz.436518
11	idnes.cz.436518
12	idnes.cz.436518
13	idnes.cz.436518
14	idnes.cz.436518
15	idnes.cz.436518
1	novinky.cz.151390
2	novinky.cz.151390
3	novinky.cz.151390
4	novinky.cz.151390
5	novinky.cz.151390
6	novinky.cz.151390
7	novinky.cz.151390
8	novinky.cz.151390
9	novinky.cz.151390
10	novinky.cz.151390
11	novinky.cz.151390
12	novinky.cz.151390
13	novinky.cz.151390
14	novinky.cz.151390
15	novinky.cz.151390
16	novinky.cz.151390
17	novinky.cz.151390
18	novinky.cz.151390
19	novinky.cz.151390
20	novinky.cz.151390
21	novinky.cz.151390
22	novinky.cz.151390
1	mediafax.cz.21385
2	mediafax.cz.21385
3	mediafax.cz.21385
4	mediafax.cz.21385
5	mediafax.cz.21385
6	mediafax.cz.21385
7	mediafax.cz.21385
1	ceska_televize-cs.21913
2	ceska_televize-cs.21913
3	ceska_televize-cs.21913
4	ceska_televize-cs.21913
5	ceska_televize-cs.21913
6	ceska_televize-cs.21913
7	ceska_televize-cs.21913
8	ceska_televize-cs.21913
9	ceska_televize-cs.21913
10	ceska_televize-cs.21913
11	ceska_televize-cs.21913
12	ceska_televize-cs.21913
13	ceska_televize-cs.21913
14	ceska_televize-cs.21913
15	ceska_televize-cs.21913
16	ceska_televize-cs.21913
17	ceska_televize-cs.21913
18	ceska_televize-cs.21913
19	ceska_televize-cs.21913
20	ceska_televize-cs.21913
1	blesk.cz.218195
2	blesk.cz.218195
3	blesk.cz.218195
4	blesk.cz.218195
5	blesk.cz.218195
6	blesk.cz.218195
7	blesk.cz.218195
8	blesk.cz.218195
9	blesk.cz.218195
10	blesk.cz.218195
11	blesk.cz.218195
12	blesk.cz.218195
13	blesk.cz.218195
14	blesk.cz.218195
15	blesk.cz.218195
16	blesk.cz.218195
1	aktualne-cs.9398
2	aktualne-cs.9398
3	aktualne-cs.9398
4	aktualne-cs.9398
5	aktualne-cs.9398
6	aktualne-cs.9398
7	aktualne-cs.9398
8	aktualne-cs.9398
9	aktualne-cs.9398
10	aktualne-cs.9398
11	aktualne-cs.9398
12	aktualne-cs.9398
13	aktualne-cs.9398
14	aktualne-cs.9398
15	aktualne-cs.9398
16	aktualne-cs.9398
1	novinky.cz.151398
2	novinky.cz.151398
3	novinky.cz.151398
4	novinky.cz.151398
5	novinky.cz.151398
6	novinky.cz.151398
7	novinky.cz.151398
8	novinky.cz.151398
9	novinky.cz.151398
10	novinky.cz.151398
11	novinky.cz.151398
12	novinky.cz.151398
13	novinky.cz.151398
14	novinky.cz.151398
15	novinky.cz.151398
16	novinky.cz.151398
17	novinky.cz.151398
18	novinky.cz.151398
1	ceska_pozice-cs.12702
2	ceska_pozice-cs.12702
3	ceska_pozice-cs.12702
4	ceska_pozice-cs.12702
5	ceska_pozice-cs.12702
6	ceska_pozice-cs.12702
7	ceska_pozice-cs.12702
8	ceska_pozice-cs.12702
9	ceska_pozice-cs.12702
10	ceska_pozice-cs.12702
11	ceska_pozice-cs.12702
12	ceska_pozice-cs.12702
13	ceska_pozice-cs.12702
14	ceska_pozice-cs.12702
15	ceska_pozice-cs.12702
16	ceska_pozice-cs.12702
17	ceska_pozice-cs.12702
18	ceska_pozice-cs.12702
19	ceska_pozice-cs.12702
20	ceska_pozice-cs.12702
1	blesk.cz.218208
2	blesk.cz.218208
3	blesk.cz.218208
4	blesk.cz.218208
5	blesk.cz.218208
6	blesk.cz.218208
7	blesk.cz.218208
8	blesk.cz.218208
9	blesk.cz.218208
10	blesk.cz.218208
11	blesk.cz.218208
12	blesk.cz.218208
13	blesk.cz.218208
14	blesk.cz.218208
15	blesk.cz.218208
16	blesk.cz.218208
17	blesk.cz.218208
18	blesk.cz.218208
19	blesk.cz.218208
20	blesk.cz.218208
21	blesk.cz.218208
22	blesk.cz.218208
1	ceska_televize-cs.21916
2	ceska_televize-cs.21916
3	ceska_televize-cs.21916
4	ceska_televize-cs.21916
5	ceska_televize-cs.21916
6	ceska_televize-cs.21916
7	ceska_televize-cs.21916
8	ceska_televize-cs.21916
9	ceska_televize-cs.21916
10	ceska_televize-cs.21916
11	ceska_televize-cs.21916
12	ceska_televize-cs.21916
1	ihned.cz.170234
2	ihned.cz.170234
3	ihned.cz.170234
4	ihned.cz.170234
5	ihned.cz.170234
6	ihned.cz.170234
7	ihned.cz.170234
8	ihned.cz.170234
9	ihned.cz.170234
10	ihned.cz.170234
11	ihned.cz.170234
12	ihned.cz.170234
13	ihned.cz.170234
14	ihned.cz.170234
15	ihned.cz.170234
16	ihned.cz.170234
17	ihned.cz.170234
18	ihned.cz.170234
19	ihned.cz.170234
20	ihned.cz.170234
21	ihned.cz.170234
22	ihned.cz.170234
23	ihned.cz.170234
24	ihned.cz.170234
25	ihned.cz.170234
26	ihned.cz.170234
27	ihned.cz.170234
28	ihned.cz.170234
1	novinky.cz.151425
2	novinky.cz.151425
3	novinky.cz.151425
4	novinky.cz.151425
5	novinky.cz.151425
6	novinky.cz.151425
7	novinky.cz.151425
8	novinky.cz.151425
9	novinky.cz.151425
10	novinky.cz.151425
11	novinky.cz.151425
12	novinky.cz.151425
13	novinky.cz.151425
14	novinky.cz.151425
15	novinky.cz.151425
16	novinky.cz.151425
17	novinky.cz.151425
18	novinky.cz.151425
1	ceska_pozice-cs.12697
2	ceska_pozice-cs.12697
3	ceska_pozice-cs.12697
4	ceska_pozice-cs.12697
5	ceska_pozice-cs.12697
6	ceska_pozice-cs.12697
7	ceska_pozice-cs.12697
8	ceska_pozice-cs.12697
9	ceska_pozice-cs.12697
10	ceska_pozice-cs.12697
11	ceska_pozice-cs.12697
12	ceska_pozice-cs.12697
13	ceska_pozice-cs.12697
14	ceska_pozice-cs.12697
15	ceska_pozice-cs.12697
16	ceska_pozice-cs.12697
17	ceska_pozice-cs.12697
18	ceska_pozice-cs.12697
1	tyden.cz.224340
2	tyden.cz.224340
3	tyden.cz.224340
4	tyden.cz.224340
5	tyden.cz.224340
6	tyden.cz.224340
7	tyden.cz.224340
8	tyden.cz.224340
9	tyden.cz.224340
10	tyden.cz.224340
11	tyden.cz.224340
12	tyden.cz.224340
13	tyden.cz.224340
14	tyden.cz.224340
15	tyden.cz.224340
16	tyden.cz.224340
1	denik.cz.222688
2	denik.cz.222688
3	denik.cz.222688
4	denik.cz.222688
5	denik.cz.222688
6	denik.cz.222688
1	ctk.cz.169656
2	ctk.cz.169656
3	ctk.cz.169656
4	ctk.cz.169656
5	ctk.cz.169656
6	ctk.cz.169656
7	ctk.cz.169656
8	ctk.cz.169656
9	ctk.cz.169656
10	ctk.cz.169656
11	ctk.cz.169656
12	ctk.cz.169656
13	ctk.cz.169656
14	ctk.cz.169656
15	ctk.cz.169656
16	ctk.cz.169656
17	ctk.cz.169656
18	ctk.cz.169656
19	ctk.cz.169656
20	ctk.cz.169656
21	ctk.cz.169656
22	ctk.cz.169656
23	ctk.cz.169656
24	ctk.cz.169656
25	ctk.cz.169656
26	ctk.cz.169656
1	denik.cz.222652
2	denik.cz.222652
3	denik.cz.222652
4	denik.cz.222652
5	denik.cz.222652
6	denik.cz.222652
7	denik.cz.222652
8	denik.cz.222652
9	denik.cz.222652
10	denik.cz.222652
11	denik.cz.222652
12	denik.cz.222652
13	denik.cz.222652
14	denik.cz.222652
15	denik.cz.222652
16	denik.cz.222652
17	denik.cz.222652
18	denik.cz.222652
19	denik.cz.222652
20	denik.cz.222652
21	denik.cz.222652
22	denik.cz.222652
23	denik.cz.222652
24	denik.cz.222652
25	denik.cz.222652
26	denik.cz.222652
27	denik.cz.222652
28	denik.cz.222652
29	denik.cz.222652
1	mediafax.cz.21360
2	mediafax.cz.21360
3	mediafax.cz.21360
4	mediafax.cz.21360
5	mediafax.cz.21360
6	mediafax.cz.21360
7	mediafax.cz.21360
8	mediafax.cz.21360
9	mediafax.cz.21360
10	mediafax.cz.21360
11	mediafax.cz.21360
12	mediafax.cz.21360
13	mediafax.cz.21360
1	halo_noviny-cs.3090
2	halo_noviny-cs.3090
3	halo_noviny-cs.3090
4	halo_noviny-cs.3090
5	halo_noviny-cs.3090
6	halo_noviny-cs.3090
7	halo_noviny-cs.3090
8	halo_noviny-cs.3090
9	halo_noviny-cs.3090
10	halo_noviny-cs.3090
11	halo_noviny-cs.3090
12	halo_noviny-cs.3090
13	halo_noviny-cs.3090
14	halo_noviny-cs.3090
15	halo_noviny-cs.3090
16	halo_noviny-cs.3090
17	halo_noviny-cs.3090
1	mediafax.cz.21347
2	mediafax.cz.21347
3	mediafax.cz.21347
4	mediafax.cz.21347
5	mediafax.cz.21347
6	mediafax.cz.21347
7	mediafax.cz.21347
8	mediafax.cz.21347
1	ceska_pozice-cs.12663
2	ceska_pozice-cs.12663
3	ceska_pozice-cs.12663
4	ceska_pozice-cs.12663
5	ceska_pozice-cs.12663
6	ceska_pozice-cs.12663
7	ceska_pozice-cs.12663
8	ceska_pozice-cs.12663
9	ceska_pozice-cs.12663
10	ceska_pozice-cs.12663
11	ceska_pozice-cs.12663
12	ceska_pozice-cs.12663
13	ceska_pozice-cs.12663
14	ceska_pozice-cs.12663
15	ceska_pozice-cs.12663
16	ceska_pozice-cs.12663
17	ceska_pozice-cs.12663
1	novinky.cz.151438
2	novinky.cz.151438
3	novinky.cz.151438
4	novinky.cz.151438
5	novinky.cz.151438
6	novinky.cz.151438
7	novinky.cz.151438
8	novinky.cz.151438
9	novinky.cz.151438
10	novinky.cz.151438
11	novinky.cz.151438
12	novinky.cz.151438
13	novinky.cz.151438
14	novinky.cz.151438
1	ctk.cz.169691
2	ctk.cz.169691
3	ctk.cz.169691
4	ctk.cz.169691
5	ctk.cz.169691
6	ctk.cz.169691
7	ctk.cz.169691
8	ctk.cz.169691
9	ctk.cz.169691
10	ctk.cz.169691
11	ctk.cz.169691
12	ctk.cz.169691
13	ctk.cz.169691
14	ctk.cz.169691
15	ctk.cz.169691
16	ctk.cz.169691
17	ctk.cz.169691
18	ctk.cz.169691
19	ctk.cz.169691
20	ctk.cz.169691
1	halo_noviny-cs.3083
2	halo_noviny-cs.3083
3	halo_noviny-cs.3083
4	halo_noviny-cs.3083
5	halo_noviny-cs.3083
6	halo_noviny-cs.3083
7	halo_noviny-cs.3083
8	halo_noviny-cs.3083
9	halo_noviny-cs.3083
10	halo_noviny-cs.3083
11	halo_noviny-cs.3083
12	halo_noviny-cs.3083
13	halo_noviny-cs.3083
14	halo_noviny-cs.3083
15	halo_noviny-cs.3083
16	halo_noviny-cs.3083
17	halo_noviny-cs.3083
1	halo_noviny-cs.3082
2	halo_noviny-cs.3082
3	halo_noviny-cs.3082
4	halo_noviny-cs.3082
5	halo_noviny-cs.3082
6	halo_noviny-cs.3082
7	halo_noviny-cs.3082
8	halo_noviny-cs.3082
9	halo_noviny-cs.3082
10	halo_noviny-cs.3082
11	halo_noviny-cs.3082
12	halo_noviny-cs.3082
1	ct24-cs.26396
2	ct24-cs.26396
3	ct24-cs.26396
4	ct24-cs.26396
5	ct24-cs.26396
6	ct24-cs.26396
7	ct24-cs.26396
8	ct24-cs.26396
9	ct24-cs.26396
10	ct24-cs.26396
1	ct24-cs.26316
2	ct24-cs.26316
3	ct24-cs.26316
4	ct24-cs.26316
5	ct24-cs.26316
6	ct24-cs.26316
7	ct24-cs.26316
8	ct24-cs.26316
9	ct24-cs.26316
10	ct24-cs.26316
11	ct24-cs.26316
12	ct24-cs.26316
13	ct24-cs.26316
14	ct24-cs.26316
15	ct24-cs.26316
16	ct24-cs.26316
17	ct24-cs.26316
18	ct24-cs.26316
1	ctk.cz.169679
2	ctk.cz.169679
3	ctk.cz.169679
4	ctk.cz.169679
5	ctk.cz.169679
6	ctk.cz.169679
7	ctk.cz.169679
8	ctk.cz.169679
9	ctk.cz.169679
10	ctk.cz.169679
11	ctk.cz.169679
12	ctk.cz.169679
13	ctk.cz.169679
14	ctk.cz.169679
15	ctk.cz.169679
16	ctk.cz.169679
17	ctk.cz.169679
18	ctk.cz.169679
19	ctk.cz.169679
20	ctk.cz.169679
21	ctk.cz.169679
22	ctk.cz.169679
23	ctk.cz.169679
24	ctk.cz.169679
25	ctk.cz.169679
26	ctk.cz.169679
27	ctk.cz.169679
28	ctk.cz.169679
29	ctk.cz.169679
30	ctk.cz.169679
31	ctk.cz.169679
32	ctk.cz.169679
1	lidovky.cz.258562
2	lidovky.cz.258562
3	lidovky.cz.258562
4	lidovky.cz.258562
5	lidovky.cz.258562
6	lidovky.cz.258562
7	lidovky.cz.258562
8	lidovky.cz.258562
9	lidovky.cz.258562
10	lidovky.cz.258562
11	lidovky.cz.258562
12	lidovky.cz.258562
13	lidovky.cz.258562
14	lidovky.cz.258562
15	lidovky.cz.258562
16	lidovky.cz.258562
17	lidovky.cz.258562
18	lidovky.cz.258562
19	lidovky.cz.258562
20	lidovky.cz.258562
21	lidovky.cz.258562
22	lidovky.cz.258562
23	lidovky.cz.258562
24	lidovky.cz.258562
25	lidovky.cz.258562
1	ceska_televize-cs.21871
2	ceska_televize-cs.21871
3	ceska_televize-cs.21871
4	ceska_televize-cs.21871
5	ceska_televize-cs.21871
6	ceska_televize-cs.21871
7	ceska_televize-cs.21871
8	ceska_televize-cs.21871
9	ceska_televize-cs.21871
10	ceska_televize-cs.21871
11	ceska_televize-cs.21871
12	ceska_televize-cs.21871
13	ceska_televize-cs.21871
1	ctk.cz.169669
2	ctk.cz.169669
3	ctk.cz.169669
4	ctk.cz.169669
5	ctk.cz.169669
6	ctk.cz.169669
7	ctk.cz.169669
8	ctk.cz.169669
9	ctk.cz.169669
10	ctk.cz.169669
11	ctk.cz.169669
12	ctk.cz.169669
13	ctk.cz.169669
14	ctk.cz.169669
15	ctk.cz.169669
1	mf_dnes-cs-01.43621
2	mf_dnes-cs-01.43621
3	mf_dnes-cs-01.43621
4	mf_dnes-cs-01.43621
5	mf_dnes-cs-01.43621
6	mf_dnes-cs-01.43621
7	mf_dnes-cs-01.43621
8	mf_dnes-cs-01.43621
9	mf_dnes-cs-01.43621
10	mf_dnes-cs-01.43621
11	mf_dnes-cs-01.43621
12	mf_dnes-cs-01.43621
13	mf_dnes-cs-01.43621
14	mf_dnes-cs-01.43621
15	mf_dnes-cs-01.43621
16	mf_dnes-cs-01.43621
17	mf_dnes-cs-01.43621
18	mf_dnes-cs-01.43621
19	mf_dnes-cs-01.43621
20	mf_dnes-cs-01.43621
1	novinky.cz.151435
2	novinky.cz.151435
3	novinky.cz.151435
4	novinky.cz.151435
5	novinky.cz.151435
6	novinky.cz.151435
7	novinky.cz.151435
8	novinky.cz.151435
9	novinky.cz.151435
10	novinky.cz.151435
11	novinky.cz.151435
12	novinky.cz.151435
13	novinky.cz.151435
14	novinky.cz.151435
15	novinky.cz.151435
16	novinky.cz.151435
1	lidovky.cz.258568
2	lidovky.cz.258568
3	lidovky.cz.258568
4	lidovky.cz.258568
5	lidovky.cz.258568
6	lidovky.cz.258568
7	lidovky.cz.258568
8	lidovky.cz.258568
9	lidovky.cz.258568
10	lidovky.cz.258568
11	lidovky.cz.258568
12	lidovky.cz.258568
13	lidovky.cz.258568
14	lidovky.cz.258568
1	ceska_pozice-cs.12687
2	ceska_pozice-cs.12687
3	ceska_pozice-cs.12687
4	ceska_pozice-cs.12687
5	ceska_pozice-cs.12687
6	ceska_pozice-cs.12687
7	ceska_pozice-cs.12687
8	ceska_pozice-cs.12687
9	ceska_pozice-cs.12687
10	ceska_pozice-cs.12687
11	ceska_pozice-cs.12687
12	ceska_pozice-cs.12687
13	ceska_pozice-cs.12687
14	ceska_pozice-cs.12687
15	ceska_pozice-cs.12687
16	ceska_pozice-cs.12687
17	ceska_pozice-cs.12687
18	ceska_pozice-cs.12687
19	ceska_pozice-cs.12687
20	ceska_pozice-cs.12687
21	ceska_pozice-cs.12687
1	mediafax.cz.21394
2	mediafax.cz.21394
3	mediafax.cz.21394
4	mediafax.cz.21394
5	mediafax.cz.21394
6	mediafax.cz.21394
7	mediafax.cz.21394
8	mediafax.cz.21394
9	mediafax.cz.21394
10	mediafax.cz.21394
11	mediafax.cz.21394
12	mediafax.cz.21394
13	mediafax.cz.21394
14	mediafax.cz.21394
1	lidovky.cz.258489
2	lidovky.cz.258489
3	lidovky.cz.258489
4	lidovky.cz.258489
5	lidovky.cz.258489
6	lidovky.cz.258489
7	lidovky.cz.258489
8	lidovky.cz.258489
9	lidovky.cz.258489
10	lidovky.cz.258489
11	lidovky.cz.258489
12	lidovky.cz.258489
13	lidovky.cz.258489
14	lidovky.cz.258489
15	lidovky.cz.258489
16	lidovky.cz.258489
17	lidovky.cz.258489
18	lidovky.cz.258489
19	lidovky.cz.258489
20	lidovky.cz.258489
21	lidovky.cz.258489
22	lidovky.cz.258489
23	lidovky.cz.258489
24	lidovky.cz.258489
25	lidovky.cz.258489
26	lidovky.cz.258489
27	lidovky.cz.258489
28	lidovky.cz.258489
1	lidovky.cz.258467
2	lidovky.cz.258467
3	lidovky.cz.258467
4	lidovky.cz.258467
5	lidovky.cz.258467
6	lidovky.cz.258467
7	lidovky.cz.258467
8	lidovky.cz.258467
9	lidovky.cz.258467
10	lidovky.cz.258467
11	lidovky.cz.258467
12	lidovky.cz.258467
13	lidovky.cz.258467
14	lidovky.cz.258467
15	lidovky.cz.258467
1	aktualne-cs.9415
2	aktualne-cs.9415
3	aktualne-cs.9415
4	aktualne-cs.9415
5	aktualne-cs.9415
6	aktualne-cs.9415
7	aktualne-cs.9415
8	aktualne-cs.9415
9	aktualne-cs.9415
10	aktualne-cs.9415
11	aktualne-cs.9415
12	aktualne-cs.9415
1	blesk.cz.218201
2	blesk.cz.218201
3	blesk.cz.218201
4	blesk.cz.218201
5	blesk.cz.218201
6	blesk.cz.218201
7	blesk.cz.218201
8	blesk.cz.218201
9	blesk.cz.218201
10	blesk.cz.218201
11	blesk.cz.218201
12	blesk.cz.218201
13	blesk.cz.218201
14	blesk.cz.218201
1	ct24-cs.26440
2	ct24-cs.26440
3	ct24-cs.26440
4	ct24-cs.26440
5	ct24-cs.26440
6	ct24-cs.26440
7	ct24-cs.26440
8	ct24-cs.26440
9	ct24-cs.26440
10	ct24-cs.26440
11	ct24-cs.26440
12	ct24-cs.26440
13	ct24-cs.26440
