segment	document
11	pnp.ru.112053
12	pnp.ru.112053
13	pnp.ru.112053
14	pnp.ru.112053
1	aif.321267
2	aif.321267
3	aif.321267
4	aif.321267
5	aif.321267
6	aif.321267
7	aif.321267
8	aif.321267
1	izvestiya.520939
2	izvestiya.520939
3	izvestiya.520939
4	izvestiya.520939
5	izvestiya.520939
6	izvestiya.520939
7	izvestiya.520939
1	pnp.ru.112021
2	pnp.ru.112021
3	pnp.ru.112021
4	pnp.ru.112021
5	pnp.ru.112021
6	pnp.ru.112021
7	pnp.ru.112021
8	pnp.ru.112021
9	pnp.ru.112021
10	pnp.ru.112021
11	pnp.ru.112021
12	pnp.ru.112021
1	izvestiya.520940
2	izvestiya.520940
3	izvestiya.520940
4	izvestiya.520940
5	izvestiya.520940
6	izvestiya.520940
7	izvestiya.520940
8	izvestiya.520940
9	izvestiya.520940
1	izvestiya.520934
2	izvestiya.520934
3	izvestiya.520934
4	izvestiya.520934
5	izvestiya.520934
6	izvestiya.520934
7	izvestiya.520934
8	izvestiya.520934
9	izvestiya.520934
10	izvestiya.520934
1	kp.235631
2	kp.235631
3	kp.235631
4	kp.235631
5	kp.235631
6	kp.235631
7	kp.235631
8	kp.235631
9	kp.235631
10	kp.235631
11	kp.235631
1	izvestiya.521046
2	izvestiya.521046
3	izvestiya.521046
4	izvestiya.521046
5	izvestiya.521046
6	izvestiya.521046
1	voa-golos-ameriki-ru.1954
2	voa-golos-ameriki-ru.1954
3	voa-golos-ameriki-ru.1954
4	voa-golos-ameriki-ru.1954
5	voa-golos-ameriki-ru.1954
6	voa-golos-ameriki-ru.1954
7	voa-golos-ameriki-ru.1954
8	voa-golos-ameriki-ru.1954
9	voa-golos-ameriki-ru.1954
10	voa-golos-ameriki-ru.1954
11	voa-golos-ameriki-ru.1954
12	voa-golos-ameriki-ru.1954
13	voa-golos-ameriki-ru.1954
14	voa-golos-ameriki-ru.1954
15	voa-golos-ameriki-ru.1954
16	voa-golos-ameriki-ru.1954
1	izvestiya.520925
2	izvestiya.520925
3	izvestiya.520925
4	izvestiya.520925
5	izvestiya.520925
6	izvestiya.520925
7	izvestiya.520925
8	izvestiya.520925
9	izvestiya.520925
1	mk.224395
2	mk.224395
3	mk.224395
4	mk.224395
5	mk.224395
6	mk.224395
7	mk.224395
1	xinhua-zh.21313
2	xinhua-zh.21313
3	xinhua-zh.21313
4	xinhua-zh.21313
5	xinhua-zh.21313
1	mk.224349
2	mk.224349
3	mk.224349
4	mk.224349
1	sport-express.ru.327521
2	sport-express.ru.327521
3	sport-express.ru.327521
4	sport-express.ru.327521
5	sport-express.ru.327521
1	aif.321268
2	aif.321268
3	aif.321268
4	aif.321268
5	aif.321268
6	aif.321268
7	aif.321268
8	aif.321268
9	aif.321268
10	aif.321268
11	aif.321268
12	aif.321268
13	aif.321268
1	izvestiya.520898
2	izvestiya.520898
3	izvestiya.520898
4	izvestiya.520898
5	izvestiya.520898
6	izvestiya.520898
7	izvestiya.520898
1	rt-russian.73316
2	rt-russian.73316
3	rt-russian.73316
4	rt-russian.73316
5	rt-russian.73316
6	rt-russian.73316
7	rt-russian.73316
8	rt-russian.73316
1	vedomosti.76993
2	vedomosti.76993
3	vedomosti.76993
4	vedomosti.76993
5	vedomosti.76993
6	vedomosti.76993
7	vedomosti.76993
8	vedomosti.76993
1	ogirk.ru.18438
2	ogirk.ru.18438
3	ogirk.ru.18438
4	ogirk.ru.18438
5	ogirk.ru.18438
6	ogirk.ru.18438
7	ogirk.ru.18438
8	ogirk.ru.18438
9	ogirk.ru.18438
10	ogirk.ru.18438
11	ogirk.ru.18438
12	ogirk.ru.18438
13	ogirk.ru.18438
14	ogirk.ru.18438
15	ogirk.ru.18438
16	ogirk.ru.18438
17	ogirk.ru.18438
18	ogirk.ru.18438
19	ogirk.ru.18438
20	ogirk.ru.18438
21	ogirk.ru.18438
22	ogirk.ru.18438
23	ogirk.ru.18438
24	ogirk.ru.18438
1	sport-express.ru.327661
2	sport-express.ru.327661
3	sport-express.ru.327661
4	sport-express.ru.327661
5	sport-express.ru.327661
6	sport-express.ru.327661
7	sport-express.ru.327661
1	rg.ru.74122
2	rg.ru.74122
3	rg.ru.74122
4	rg.ru.74122
5	rg.ru.74122
6	rg.ru.74122
7	rg.ru.74122
8	rg.ru.74122
9	rg.ru.74122
10	rg.ru.74122
11	rg.ru.74122
12	rg.ru.74122
13	rg.ru.74122
14	rg.ru.74122
15	rg.ru.74122
16	rg.ru.74122
17	rg.ru.74122
18	rg.ru.74122
19	rg.ru.74122
20	rg.ru.74122
1	kommersant.520967
2	kommersant.520967
3	kommersant.520967
4	kommersant.520967
5	kommersant.520967
6	kommersant.520967
7	kommersant.520967
8	kommersant.520967
9	kommersant.520967
1	dp.ru.34785
2	dp.ru.34785
3	dp.ru.34785
4	dp.ru.34785
5	dp.ru.34785
6	dp.ru.34785
7	dp.ru.34785
8	dp.ru.34785
9	dp.ru.34785
10	dp.ru.34785
11	dp.ru.34785
12	dp.ru.34785
13	dp.ru.34785
1	lenta.ru.344779
2	lenta.ru.344779
3	lenta.ru.344779
4	lenta.ru.344779
5	lenta.ru.344779
6	lenta.ru.344779
7	lenta.ru.344779
8	lenta.ru.344779
9	lenta.ru.344779
1	kp.235633
2	kp.235633
3	kp.235633
4	kp.235633
5	kp.235633
6	kp.235633
7	kp.235633
8	kp.235633
9	kp.235633
10	kp.235633
11	kp.235633
12	kp.235633
1	vesti.ru.343940
2	vesti.ru.343940
3	vesti.ru.343940
4	vesti.ru.343940
1	vesti.ru.343822
2	vesti.ru.343822
3	vesti.ru.343822
4	vesti.ru.343822
5	vesti.ru.343822
1	newizv.55929873
2	newizv.55929873
3	newizv.55929873
4	newizv.55929873
5	newizv.55929873
6	newizv.55929873
7	newizv.55929873
8	newizv.55929873
9	newizv.55929873
10	newizv.55929873
11	newizv.55929873
12	newizv.55929873
13	newizv.55929873
14	newizv.55929873
15	newizv.55929873
16	newizv.55929873
17	newizv.55929873
18	newizv.55929873
19	newizv.55929873
20	newizv.55929873
21	newizv.55929873
22	newizv.55929873
23	newizv.55929873
24	newizv.55929873
1	mk.224329
2	mk.224329
3	mk.224329
4	mk.224329
5	mk.224329
6	mk.224329
7	mk.224329
8	mk.224329
1	kp.235570
2	kp.235570
3	kp.235570
4	kp.235570
5	kp.235570
6	kp.235570
7	kp.235570
8	kp.235570
9	kp.235570
10	kp.235570
11	kp.235570
1	lgng.99326
2	lgng.99326
3	lgng.99326
4	lgng.99326
5	lgng.99326
1	kp.235534
2	kp.235534
3	kp.235534
4	kp.235534
5	kp.235534
6	kp.235534
7	kp.235534
8	kp.235534
9	kp.235534
10	kp.235534
11	kp.235534
12	kp.235534
13	kp.235534
14	kp.235534
1	lgng.99319
2	lgng.99319
3	lgng.99319
4	lgng.99319
5	lgng.99319
6	lgng.99319
7	lgng.99319
8	lgng.99319
9	lgng.99319
10	lgng.99319
11	lgng.99319
12	lgng.99319
13	lgng.99319
14	lgng.99319
15	lgng.99319
16	lgng.99319
17	lgng.99319
18	lgng.99319
19	lgng.99319
1	sport-express.ru.327638
2	sport-express.ru.327638
3	sport-express.ru.327638
4	sport-express.ru.327638
5	sport-express.ru.327638
6	sport-express.ru.327638
1	rg.ru.74115
2	rg.ru.74115
3	rg.ru.74115
4	rg.ru.74115
5	rg.ru.74115
6	rg.ru.74115
7	rg.ru.74115
8	rg.ru.74115
9	rg.ru.74115
10	rg.ru.74115
1	izvestiya.520889
2	izvestiya.520889
3	izvestiya.520889
4	izvestiya.520889
5	izvestiya.520889
6	izvestiya.520889
7	izvestiya.520889
8	izvestiya.520889
9	izvestiya.520889
1	rt-russian.73294
2	rt-russian.73294
3	rt-russian.73294
4	rt-russian.73294
1	rt-russian.73360
2	rt-russian.73360
3	rt-russian.73360
4	rt-russian.73360
5	rt-russian.73360
1	sovsport.ru.252374
2	sovsport.ru.252374
3	sovsport.ru.252374
4	sovsport.ru.252374
5	sovsport.ru.252374
6	sovsport.ru.252374
7	sovsport.ru.252374
1	vedomosti.76994
2	vedomosti.76994
3	vedomosti.76994
4	vedomosti.76994
5	vedomosti.76994
6	vedomosti.76994
7	vedomosti.76994
8	vedomosti.76994
1	argumenti.ru.186920
2	argumenti.ru.186920
3	argumenti.ru.186920
4	argumenti.ru.186920
5	argumenti.ru.186920
6	argumenti.ru.186920
7	argumenti.ru.186920
8	argumenti.ru.186920
9	argumenti.ru.186920
10	argumenti.ru.186920
1	lenta.ru.344713
2	lenta.ru.344713
3	lenta.ru.344713
4	lenta.ru.344713
5	lenta.ru.344713
6	lenta.ru.344713
7	lenta.ru.344713
8	lenta.ru.344713
9	lenta.ru.344713
1	gazeta.ru.151354
2	gazeta.ru.151354
3	gazeta.ru.151354
4	gazeta.ru.151354
5	gazeta.ru.151354
1	rt-russian.73350
2	rt-russian.73350
3	rt-russian.73350
4	rt-russian.73350
5	rt-russian.73350
6	rt-russian.73350
1	lenta.ru.344661
2	lenta.ru.344661
3	lenta.ru.344661
4	lenta.ru.344661
5	lenta.ru.344661
6	lenta.ru.344661
7	lenta.ru.344661
8	lenta.ru.344661
9	lenta.ru.344661
10	lenta.ru.344661
1	tumentoday.ru.14239
2	tumentoday.ru.14239
3	tumentoday.ru.14239
4	tumentoday.ru.14239
5	tumentoday.ru.14239
6	tumentoday.ru.14239
7	tumentoday.ru.14239
8	tumentoday.ru.14239
9	tumentoday.ru.14239
10	tumentoday.ru.14239
11	tumentoday.ru.14239
12	tumentoday.ru.14239
13	tumentoday.ru.14239
1	aif.321229
2	aif.321229
3	aif.321229
4	aif.321229
5	aif.321229
6	aif.321229
7	aif.321229
8	aif.321229
9	aif.321229
1	kp.235507
2	kp.235507
3	kp.235507
4	kp.235507
5	kp.235507
6	kp.235507
7	kp.235507
1	mk.224318
2	mk.224318
3	mk.224318
4	mk.224318
1	rt-russian.73192
2	rt-russian.73192
3	rt-russian.73192
4	rt-russian.73192
5	rt-russian.73192
6	rt-russian.73192
1	izvestiya.520987
2	izvestiya.520987
3	izvestiya.520987
4	izvestiya.520987
5	izvestiya.520987
6	izvestiya.520987
7	izvestiya.520987
1	rt-russian.73321
2	rt-russian.73321
3	rt-russian.73321
4	rt-russian.73321
5	rt-russian.73321
6	rt-russian.73321
7	rt-russian.73321
8	rt-russian.73321
9	rt-russian.73321
10	rt-russian.73321
11	rt-russian.73321
12	rt-russian.73321
13	rt-russian.73321
14	rt-russian.73321
15	rt-russian.73321
16	rt-russian.73321
17	rt-russian.73321
18	rt-russian.73321
19	rt-russian.73321
1	izvestiya.520904
2	izvestiya.520904
3	izvestiya.520904
4	izvestiya.520904
5	izvestiya.520904
6	izvestiya.520904
7	izvestiya.520904
8	izvestiya.520904
9	izvestiya.520904
1	argumenti.ru.186903
2	argumenti.ru.186903
3	argumenti.ru.186903
4	argumenti.ru.186903
5	argumenti.ru.186903
6	argumenti.ru.186903
7	argumenti.ru.186903
8	argumenti.ru.186903
1	sport-express.ru.327607
2	sport-express.ru.327607
3	sport-express.ru.327607
4	sport-express.ru.327607
1	lenta.ru.344722
2	lenta.ru.344722
3	lenta.ru.344722
4	lenta.ru.344722
5	lenta.ru.344722
6	lenta.ru.344722
7	lenta.ru.344722
8	lenta.ru.344722
9	lenta.ru.344722
10	lenta.ru.344722
11	lenta.ru.344722
12	lenta.ru.344722
13	lenta.ru.344722
14	lenta.ru.344722
1	sport-express.ru.327550
2	sport-express.ru.327550
3	sport-express.ru.327550
4	sport-express.ru.327550
5	sport-express.ru.327550
6	sport-express.ru.327550
7	sport-express.ru.327550
8	sport-express.ru.327550
1	mk.224365
2	mk.224365
3	mk.224365
4	mk.224365
5	mk.224365
6	mk.224365
7	mk.224365
8	mk.224365
1	gazeta.ru.151340
2	gazeta.ru.151340
3	gazeta.ru.151340
4	gazeta.ru.151340
5	gazeta.ru.151340
6	gazeta.ru.151340
7	gazeta.ru.151340
8	gazeta.ru.151340
9	gazeta.ru.151340
10	gazeta.ru.151340
11	gazeta.ru.151340
12	gazeta.ru.151340
13	gazeta.ru.151340
1	izvestiya.520891
2	izvestiya.520891
3	izvestiya.520891
4	izvestiya.520891
5	izvestiya.520891
6	izvestiya.520891
7	izvestiya.520891
8	izvestiya.520891
9	izvestiya.520891
10	izvestiya.520891
11	izvestiya.520891
12	izvestiya.520891
13	izvestiya.520891
14	izvestiya.520891
15	izvestiya.520891
