segment	document
2	mainpost.de.409271
3	mainpost.de.409271
4	mainpost.de.409271
5	mainpost.de.409271
6	mainpost.de.409271
1	azonline.de.86610
2	azonline.de.86610
3	azonline.de.86610
4	azonline.de.86610
5	azonline.de.86610
6	azonline.de.86610
7	azonline.de.86610
8	azonline.de.86610
9	azonline.de.86610
10	azonline.de.86610
11	azonline.de.86610
12	azonline.de.86610
1	nordbayerischer-kurier.de.54331
2	nordbayerischer-kurier.de.54331
3	nordbayerischer-kurier.de.54331
4	nordbayerischer-kurier.de.54331
5	nordbayerischer-kurier.de.54331
6	nordbayerischer-kurier.de.54331
7	nordbayerischer-kurier.de.54331
8	nordbayerischer-kurier.de.54331
9	nordbayerischer-kurier.de.54331
10	nordbayerischer-kurier.de.54331
11	nordbayerischer-kurier.de.54331
12	nordbayerischer-kurier.de.54331
13	nordbayerischer-kurier.de.54331
14	nordbayerischer-kurier.de.54331
15	nordbayerischer-kurier.de.54331
16	nordbayerischer-kurier.de.54331
17	nordbayerischer-kurier.de.54331
18	nordbayerischer-kurier.de.54331
19	nordbayerischer-kurier.de.54331
20	nordbayerischer-kurier.de.54331
21	nordbayerischer-kurier.de.54331
22	nordbayerischer-kurier.de.54331
23	nordbayerischer-kurier.de.54331
1	freiepresse.de.254098
2	freiepresse.de.254098
3	freiepresse.de.254098
4	freiepresse.de.254098
5	freiepresse.de.254098
6	freiepresse.de.254098
7	freiepresse.de.254098
8	freiepresse.de.254098
9	freiepresse.de.254098
10	freiepresse.de.254098
11	freiepresse.de.254098
12	freiepresse.de.254098
13	freiepresse.de.254098
1	nordbayerischer-kurier.de.54332
2	nordbayerischer-kurier.de.54332
3	nordbayerischer-kurier.de.54332
4	nordbayerischer-kurier.de.54332
1	euronews-de.199228
2	euronews-de.199228
3	euronews-de.199228
4	euronews-de.199228
5	euronews-de.199228
6	euronews-de.199228
7	euronews-de.199228
8	euronews-de.199228
9	euronews-de.199228
10	euronews-de.199228
11	euronews-de.199228
12	euronews-de.199228
13	euronews-de.199228
14	euronews-de.199228
15	euronews-de.199228
16	euronews-de.199228
17	euronews-de.199228
18	euronews-de.199228
1	oe24.at.258757
2	oe24.at.258757
3	oe24.at.258757
4	oe24.at.258757
5	oe24.at.258757
6	oe24.at.258757
7	oe24.at.258757
8	oe24.at.258757
9	oe24.at.258757
10	oe24.at.258757
11	oe24.at.258757
12	oe24.at.258757
1	handelsblatt.com.292809
2	handelsblatt.com.292809
3	handelsblatt.com.292809
4	handelsblatt.com.292809
5	handelsblatt.com.292809
6	handelsblatt.com.292809
7	handelsblatt.com.292809
8	handelsblatt.com.292809
9	handelsblatt.com.292809
10	handelsblatt.com.292809
11	handelsblatt.com.292809
12	handelsblatt.com.292809
13	handelsblatt.com.292809
14	handelsblatt.com.292809
1	pnp.de.390078
2	pnp.de.390078
3	pnp.de.390078
4	pnp.de.390078
5	pnp.de.390078
6	pnp.de.390078
7	pnp.de.390078
8	pnp.de.390078
9	pnp.de.390078
10	pnp.de.390078
11	pnp.de.390078
12	pnp.de.390078
13	pnp.de.390078
14	pnp.de.390078
15	pnp.de.390078
16	pnp.de.390078
17	pnp.de.390078
18	pnp.de.390078
19	pnp.de.390078
20	pnp.de.390078
21	pnp.de.390078
1	an-online.de.487062
2	an-online.de.487062
3	an-online.de.487062
4	an-online.de.487062
5	an-online.de.487062
6	an-online.de.487062
7	an-online.de.487062
8	an-online.de.487062
9	an-online.de.487062
1	kurier.at.204565
2	kurier.at.204565
3	kurier.at.204565
4	kurier.at.204565
5	kurier.at.204565
6	kurier.at.204565
7	kurier.at.204565
8	kurier.at.204565
9	kurier.at.204565
1	schwaebische-post.de.62177
2	schwaebische-post.de.62177
3	schwaebische-post.de.62177
4	schwaebische-post.de.62177
5	schwaebische-post.de.62177
6	schwaebische-post.de.62177
7	schwaebische-post.de.62177
8	schwaebische-post.de.62177
1	abendzeitung-muenchen.de.275242
2	abendzeitung-muenchen.de.275242
3	abendzeitung-muenchen.de.275242
4	abendzeitung-muenchen.de.275242
5	abendzeitung-muenchen.de.275242
6	abendzeitung-muenchen.de.275242
7	abendzeitung-muenchen.de.275242
8	abendzeitung-muenchen.de.275242
9	abendzeitung-muenchen.de.275242
10	abendzeitung-muenchen.de.275242
11	abendzeitung-muenchen.de.275242
12	abendzeitung-muenchen.de.275242
1	mz-web.de.376296
2	mz-web.de.376296
3	mz-web.de.376296
4	mz-web.de.376296
5	mz-web.de.376296
6	mz-web.de.376296
7	mz-web.de.376296
8	mz-web.de.376296
9	mz-web.de.376296
10	mz-web.de.376296
11	mz-web.de.376296
12	mz-web.de.376296
13	mz-web.de.376296
14	mz-web.de.376296
15	mz-web.de.376296
16	mz-web.de.376296
17	mz-web.de.376296
18	mz-web.de.376296
19	mz-web.de.376296
1	augsburger-allgemeine.de.107103
2	augsburger-allgemeine.de.107103
3	augsburger-allgemeine.de.107103
4	augsburger-allgemeine.de.107103
5	augsburger-allgemeine.de.107103
6	augsburger-allgemeine.de.107103
1	paz-online.de.95211
2	paz-online.de.95211
3	paz-online.de.95211
4	paz-online.de.95211
5	paz-online.de.95211
6	paz-online.de.95211
7	paz-online.de.95211
8	paz-online.de.95211
9	paz-online.de.95211
10	paz-online.de.95211
11	paz-online.de.95211
12	paz-online.de.95211
13	paz-online.de.95211
14	paz-online.de.95211
15	paz-online.de.95211
16	paz-online.de.95211
17	paz-online.de.95211
18	paz-online.de.95211
19	paz-online.de.95211
20	paz-online.de.95211
21	paz-online.de.95211
22	paz-online.de.95211
23	paz-online.de.95211
24	paz-online.de.95211
25	paz-online.de.95211
26	paz-online.de.95211
1	paz-online.de.95234
2	paz-online.de.95234
3	paz-online.de.95234
4	paz-online.de.95234
5	paz-online.de.95234
6	paz-online.de.95234
7	paz-online.de.95234
8	paz-online.de.95234
9	paz-online.de.95234
10	paz-online.de.95234
11	paz-online.de.95234
12	paz-online.de.95234
13	paz-online.de.95234
14	paz-online.de.95234
15	paz-online.de.95234
16	paz-online.de.95234
17	paz-online.de.95234
1	schwaebische-post.de.62187
2	schwaebische-post.de.62187
3	schwaebische-post.de.62187
4	schwaebische-post.de.62187
5	schwaebische-post.de.62187
6	schwaebische-post.de.62187
1	dnn-online.de.39567
2	dnn-online.de.39567
3	dnn-online.de.39567
4	dnn-online.de.39567
5	dnn-online.de.39567
6	dnn-online.de.39567
7	dnn-online.de.39567
8	dnn-online.de.39567
9	dnn-online.de.39567
10	dnn-online.de.39567
11	dnn-online.de.39567
1	lampertheimer-zeitung.de.111367
2	lampertheimer-zeitung.de.111367
3	lampertheimer-zeitung.de.111367
4	lampertheimer-zeitung.de.111367
5	lampertheimer-zeitung.de.111367
6	lampertheimer-zeitung.de.111367
7	lampertheimer-zeitung.de.111367
8	lampertheimer-zeitung.de.111367
9	lampertheimer-zeitung.de.111367
10	lampertheimer-zeitung.de.111367
11	lampertheimer-zeitung.de.111367
1	lampertheimer-zeitung.de.111392
2	lampertheimer-zeitung.de.111392
3	lampertheimer-zeitung.de.111392
4	lampertheimer-zeitung.de.111392
5	lampertheimer-zeitung.de.111392
6	lampertheimer-zeitung.de.111392
7	lampertheimer-zeitung.de.111392
8	lampertheimer-zeitung.de.111392
9	lampertheimer-zeitung.de.111392
10	lampertheimer-zeitung.de.111392
11	lampertheimer-zeitung.de.111392
12	lampertheimer-zeitung.de.111392
13	lampertheimer-zeitung.de.111392
14	lampertheimer-zeitung.de.111392
15	lampertheimer-zeitung.de.111392
16	lampertheimer-zeitung.de.111392
17	lampertheimer-zeitung.de.111392
18	lampertheimer-zeitung.de.111392
19	lampertheimer-zeitung.de.111392
20	lampertheimer-zeitung.de.111392
21	lampertheimer-zeitung.de.111392
22	lampertheimer-zeitung.de.111392
23	lampertheimer-zeitung.de.111392
24	lampertheimer-zeitung.de.111392
1	main-netz.de.61826
2	main-netz.de.61826
3	main-netz.de.61826
4	main-netz.de.61826
5	main-netz.de.61826
6	main-netz.de.61826
7	main-netz.de.61826
1	mittelbayerische.de.307327
2	mittelbayerische.de.307327
3	mittelbayerische.de.307327
4	mittelbayerische.de.307327
5	mittelbayerische.de.307327
6	mittelbayerische.de.307327
7	mittelbayerische.de.307327
8	mittelbayerische.de.307327
9	mittelbayerische.de.307327
10	mittelbayerische.de.307327
11	mittelbayerische.de.307327
12	mittelbayerische.de.307327
13	mittelbayerische.de.307327
14	mittelbayerische.de.307327
15	mittelbayerische.de.307327
16	mittelbayerische.de.307327
17	mittelbayerische.de.307327
18	mittelbayerische.de.307327
19	mittelbayerische.de.307327
20	mittelbayerische.de.307327
21	mittelbayerische.de.307327
22	mittelbayerische.de.307327
23	mittelbayerische.de.307327
24	mittelbayerische.de.307327
25	mittelbayerische.de.307327
26	mittelbayerische.de.307327
27	mittelbayerische.de.307327
28	mittelbayerische.de.307327
29	mittelbayerische.de.307327
30	mittelbayerische.de.307327
31	mittelbayerische.de.307327
1	tt.com.148707
2	tt.com.148707
3	tt.com.148707
4	tt.com.148707
5	tt.com.148707
6	tt.com.148707
7	tt.com.148707
8	tt.com.148707
1	rundschau-online.de.151934
2	rundschau-online.de.151934
3	rundschau-online.de.151934
4	rundschau-online.de.151934
5	rundschau-online.de.151934
6	rundschau-online.de.151934
7	rundschau-online.de.151934
8	rundschau-online.de.151934
1	hna.de.247362
2	hna.de.247362
3	hna.de.247362
4	hna.de.247362
5	hna.de.247362
6	hna.de.247362
7	hna.de.247362
8	hna.de.247362
9	hna.de.247362
10	hna.de.247362
11	hna.de.247362
12	hna.de.247362
1	lampertheimer-zeitung.de.111397
2	lampertheimer-zeitung.de.111397
3	lampertheimer-zeitung.de.111397
4	lampertheimer-zeitung.de.111397
5	lampertheimer-zeitung.de.111397
6	lampertheimer-zeitung.de.111397
7	lampertheimer-zeitung.de.111397
8	lampertheimer-zeitung.de.111397
9	lampertheimer-zeitung.de.111397
10	lampertheimer-zeitung.de.111397
11	lampertheimer-zeitung.de.111397
12	lampertheimer-zeitung.de.111397
13	lampertheimer-zeitung.de.111397
14	lampertheimer-zeitung.de.111397
15	lampertheimer-zeitung.de.111397
16	lampertheimer-zeitung.de.111397
17	lampertheimer-zeitung.de.111397
18	lampertheimer-zeitung.de.111397
19	lampertheimer-zeitung.de.111397
20	lampertheimer-zeitung.de.111397
21	lampertheimer-zeitung.de.111397
22	lampertheimer-zeitung.de.111397
23	lampertheimer-zeitung.de.111397
24	lampertheimer-zeitung.de.111397
1	schwarzwaelder-bote.de.10836037
2	schwarzwaelder-bote.de.10836037
3	schwarzwaelder-bote.de.10836037
4	schwarzwaelder-bote.de.10836037
5	schwarzwaelder-bote.de.10836037
6	schwarzwaelder-bote.de.10836037
7	schwarzwaelder-bote.de.10836037
8	schwarzwaelder-bote.de.10836037
9	schwarzwaelder-bote.de.10836037
10	schwarzwaelder-bote.de.10836037
11	schwarzwaelder-bote.de.10836037
12	schwarzwaelder-bote.de.10836037
13	schwarzwaelder-bote.de.10836037
14	schwarzwaelder-bote.de.10836037
15	schwarzwaelder-bote.de.10836037
16	schwarzwaelder-bote.de.10836037
17	schwarzwaelder-bote.de.10836037
18	schwarzwaelder-bote.de.10836037
19	schwarzwaelder-bote.de.10836037
20	schwarzwaelder-bote.de.10836037
21	schwarzwaelder-bote.de.10836037
22	schwarzwaelder-bote.de.10836037
23	schwarzwaelder-bote.de.10836037
24	schwarzwaelder-bote.de.10836037
25	schwarzwaelder-bote.de.10836037
26	schwarzwaelder-bote.de.10836037
27	schwarzwaelder-bote.de.10836037
1	schwarzwaelder-bote.de.10836351
2	schwarzwaelder-bote.de.10836351
3	schwarzwaelder-bote.de.10836351
4	schwarzwaelder-bote.de.10836351
5	schwarzwaelder-bote.de.10836351
6	schwarzwaelder-bote.de.10836351
7	schwarzwaelder-bote.de.10836351
8	schwarzwaelder-bote.de.10836351
9	schwarzwaelder-bote.de.10836351
1	pnp.de.390142
2	pnp.de.390142
3	pnp.de.390142
4	pnp.de.390142
5	pnp.de.390142
6	pnp.de.390142
7	pnp.de.390142
8	pnp.de.390142
9	pnp.de.390142
10	pnp.de.390142
11	pnp.de.390142
12	pnp.de.390142
13	pnp.de.390142
14	pnp.de.390142
1	bild.254818
2	bild.254818
3	bild.254818
4	bild.254818
5	bild.254818
6	bild.254818
7	bild.254818
8	bild.254818
9	bild.254818
10	bild.254818
1	infranken.de.309656
2	infranken.de.309656
3	infranken.de.309656
4	infranken.de.309656
5	infranken.de.309656
6	infranken.de.309656
7	infranken.de.309656
8	infranken.de.309656
9	infranken.de.309656
10	infranken.de.309656
11	infranken.de.309656
12	infranken.de.309656
13	infranken.de.309656
14	infranken.de.309656
15	infranken.de.309656
16	infranken.de.309656
17	infranken.de.309656
18	infranken.de.309656
19	infranken.de.309656
20	infranken.de.309656
21	infranken.de.309656
22	infranken.de.309656
23	infranken.de.309656
24	infranken.de.309656
1	nordbayerischer-kurier.de.54339
2	nordbayerischer-kurier.de.54339
3	nordbayerischer-kurier.de.54339
4	nordbayerischer-kurier.de.54339
5	nordbayerischer-kurier.de.54339
6	nordbayerischer-kurier.de.54339
7	nordbayerischer-kurier.de.54339
8	nordbayerischer-kurier.de.54339
9	nordbayerischer-kurier.de.54339
10	nordbayerischer-kurier.de.54339
11	nordbayerischer-kurier.de.54339
12	nordbayerischer-kurier.de.54339
13	nordbayerischer-kurier.de.54339
14	nordbayerischer-kurier.de.54339
15	nordbayerischer-kurier.de.54339
1	pnn.de.185998
2	pnn.de.185998
3	pnn.de.185998
4	pnn.de.185998
5	pnn.de.185998
6	pnn.de.185998
7	pnn.de.185998
8	pnn.de.185998
9	pnn.de.185998
10	pnn.de.185998
11	pnn.de.185998
12	pnn.de.185998
13	pnn.de.185998
14	pnn.de.185998
15	pnn.de.185998
1	braunschweiger-zeitung.de.164637
2	braunschweiger-zeitung.de.164637
3	braunschweiger-zeitung.de.164637
4	braunschweiger-zeitung.de.164637
5	braunschweiger-zeitung.de.164637
6	braunschweiger-zeitung.de.164637
7	braunschweiger-zeitung.de.164637
8	braunschweiger-zeitung.de.164637
9	braunschweiger-zeitung.de.164637
10	braunschweiger-zeitung.de.164637
11	braunschweiger-zeitung.de.164637
12	braunschweiger-zeitung.de.164637
13	braunschweiger-zeitung.de.164637
14	braunschweiger-zeitung.de.164637
15	braunschweiger-zeitung.de.164637
16	braunschweiger-zeitung.de.164637
17	braunschweiger-zeitung.de.164637
18	braunschweiger-zeitung.de.164637
19	braunschweiger-zeitung.de.164637
20	braunschweiger-zeitung.de.164637
21	braunschweiger-zeitung.de.164637
1	wn.de.700458
2	wn.de.700458
3	wn.de.700458
4	wn.de.700458
5	wn.de.700458
6	wn.de.700458
7	wn.de.700458
8	wn.de.700458
9	wn.de.700458
10	wn.de.700458
11	wn.de.700458
12	wn.de.700458
13	wn.de.700458
14	wn.de.700458
15	wn.de.700458
16	wn.de.700458
17	wn.de.700458
18	wn.de.700458
19	wn.de.700458
20	wn.de.700458
21	wn.de.700458
22	wn.de.700458
23	wn.de.700458
24	wn.de.700458
25	wn.de.700458
26	wn.de.700458
27	wn.de.700458
1	rhein-zeitung.de.234632
2	rhein-zeitung.de.234632
3	rhein-zeitung.de.234632
4	rhein-zeitung.de.234632
5	rhein-zeitung.de.234632
6	rhein-zeitung.de.234632
7	rhein-zeitung.de.234632
8	rhein-zeitung.de.234632
9	rhein-zeitung.de.234632
10	rhein-zeitung.de.234632
11	rhein-zeitung.de.234632
12	rhein-zeitung.de.234632
13	rhein-zeitung.de.234632
14	rhein-zeitung.de.234632
15	rhein-zeitung.de.234632
16	rhein-zeitung.de.234632
17	rhein-zeitung.de.234632
18	rhein-zeitung.de.234632
19	rhein-zeitung.de.234632
20	rhein-zeitung.de.234632
21	rhein-zeitung.de.234632
1	bild.254850
2	bild.254850
3	bild.254850
4	bild.254850
5	bild.254850
6	bild.254850
7	bild.254850
8	bild.254850
1	rhein-zeitung.de.234631
2	rhein-zeitung.de.234631
3	rhein-zeitung.de.234631
4	rhein-zeitung.de.234631
5	rhein-zeitung.de.234631
6	rhein-zeitung.de.234631
7	rhein-zeitung.de.234631
8	rhein-zeitung.de.234631
9	rhein-zeitung.de.234631
10	rhein-zeitung.de.234631
11	rhein-zeitung.de.234631
12	rhein-zeitung.de.234631
13	rhein-zeitung.de.234631
14	rhein-zeitung.de.234631
15	rhein-zeitung.de.234631
16	rhein-zeitung.de.234631
17	rhein-zeitung.de.234631
18	rhein-zeitung.de.234631
19	rhein-zeitung.de.234631
20	rhein-zeitung.de.234631
21	rhein-zeitung.de.234631
1	pz-news.de.72354
2	pz-news.de.72354
3	pz-news.de.72354
4	pz-news.de.72354
5	pz-news.de.72354
6	pz-news.de.72354
7	pz-news.de.72354
8	pz-news.de.72354
9	pz-news.de.72354
10	pz-news.de.72354
11	pz-news.de.72354
12	pz-news.de.72354
13	pz-news.de.72354
14	pz-news.de.72354
15	pz-news.de.72354
16	pz-news.de.72354
17	pz-news.de.72354
18	pz-news.de.72354
19	pz-news.de.72354
1	schwaebische.de.113555
2	schwaebische.de.113555
3	schwaebische.de.113555
4	schwaebische.de.113555
5	schwaebische.de.113555
6	schwaebische.de.113555
7	schwaebische.de.113555
8	schwaebische.de.113555
9	schwaebische.de.113555
10	schwaebische.de.113555
11	schwaebische.de.113555
12	schwaebische.de.113555
13	schwaebische.de.113555
14	schwaebische.de.113555
15	schwaebische.de.113555
16	schwaebische.de.113555
17	schwaebische.de.113555
18	schwaebische.de.113555
19	schwaebische.de.113555
20	schwaebische.de.113555
21	schwaebische.de.113555
22	schwaebische.de.113555
23	schwaebische.de.113555
24	schwaebische.de.113555
25	schwaebische.de.113555
26	schwaebische.de.113555
27	schwaebische.de.113555
1	wienerzeitung.at.136148
2	wienerzeitung.at.136148
3	wienerzeitung.at.136148
4	wienerzeitung.at.136148
5	wienerzeitung.at.136148
6	wienerzeitung.at.136148
7	wienerzeitung.at.136148
8	wienerzeitung.at.136148
9	wienerzeitung.at.136148
10	wienerzeitung.at.136148
11	wienerzeitung.at.136148
12	wienerzeitung.at.136148
13	wienerzeitung.at.136148
14	wienerzeitung.at.136148
15	wienerzeitung.at.136148
1	mz-web.de.376126
2	mz-web.de.376126
3	mz-web.de.376126
4	mz-web.de.376126
5	mz-web.de.376126
6	mz-web.de.376126
7	mz-web.de.376126
8	mz-web.de.376126
9	mz-web.de.376126
10	mz-web.de.376126
11	mz-web.de.376126
12	mz-web.de.376126
13	mz-web.de.376126
14	mz-web.de.376126
15	mz-web.de.376126
16	mz-web.de.376126
1	tt.com.149061
2	tt.com.149061
3	tt.com.149061
4	tt.com.149061
5	tt.com.149061
6	tt.com.149061
7	tt.com.149061
8	tt.com.149061
9	tt.com.149061
10	tt.com.149061
11	tt.com.149061
12	tt.com.149061
13	tt.com.149061
14	tt.com.149061
15	tt.com.149061
16	tt.com.149061
17	tt.com.149061
18	tt.com.149061
19	tt.com.149061
20	tt.com.149061
21	tt.com.149061
22	tt.com.149061
23	tt.com.149061
24	tt.com.149061
25	tt.com.149061
26	tt.com.149061
27	tt.com.149061
28	tt.com.149061
29	tt.com.149061
1	usinger-anzeiger.de.246516
2	usinger-anzeiger.de.246516
3	usinger-anzeiger.de.246516
4	usinger-anzeiger.de.246516
5	usinger-anzeiger.de.246516
6	usinger-anzeiger.de.246516
7	usinger-anzeiger.de.246516
8	usinger-anzeiger.de.246516
9	usinger-anzeiger.de.246516
10	usinger-anzeiger.de.246516
11	usinger-anzeiger.de.246516
12	usinger-anzeiger.de.246516
1	wn.de.700404
2	wn.de.700404
3	wn.de.700404
4	wn.de.700404
5	wn.de.700404
6	wn.de.700404
7	wn.de.700404
8	wn.de.700404
9	wn.de.700404
10	wn.de.700404
11	wn.de.700404
12	wn.de.700404
13	wn.de.700404
14	wn.de.700404
15	wn.de.700404
16	wn.de.700404
17	wn.de.700404
18	wn.de.700404
19	wn.de.700404
20	wn.de.700404
21	wn.de.700404
22	wn.de.700404
23	wn.de.700404
24	wn.de.700404
25	wn.de.700404
26	wn.de.700404
27	wn.de.700404
28	wn.de.700404
29	wn.de.700404
1	salzburg.com.306641
2	salzburg.com.306641
3	salzburg.com.306641
4	salzburg.com.306641
5	salzburg.com.306641
6	salzburg.com.306641
7	salzburg.com.306641
8	salzburg.com.306641
9	salzburg.com.306641
10	salzburg.com.306641
11	salzburg.com.306641
12	salzburg.com.306641
13	salzburg.com.306641
14	salzburg.com.306641
15	salzburg.com.306641
16	salzburg.com.306641
17	salzburg.com.306641
18	salzburg.com.306641
19	salzburg.com.306641
20	salzburg.com.306641
21	salzburg.com.306641
22	salzburg.com.306641
23	salzburg.com.306641
24	salzburg.com.306641
25	salzburg.com.306641
26	salzburg.com.306641
27	salzburg.com.306641
28	salzburg.com.306641
1	soester-anzeiger.de.151520
2	soester-anzeiger.de.151520
3	soester-anzeiger.de.151520
4	soester-anzeiger.de.151520
5	soester-anzeiger.de.151520
6	soester-anzeiger.de.151520
7	soester-anzeiger.de.151520
8	soester-anzeiger.de.151520
9	soester-anzeiger.de.151520
10	soester-anzeiger.de.151520
11	soester-anzeiger.de.151520
12	soester-anzeiger.de.151520
13	soester-anzeiger.de.151520
14	soester-anzeiger.de.151520
15	soester-anzeiger.de.151520
16	soester-anzeiger.de.151520
17	soester-anzeiger.de.151520
18	soester-anzeiger.de.151520
19	soester-anzeiger.de.151520
20	soester-anzeiger.de.151520
21	soester-anzeiger.de.151520
1	morgenpost.de.276366
2	morgenpost.de.276366
3	morgenpost.de.276366
4	morgenpost.de.276366
5	morgenpost.de.276366
6	morgenpost.de.276366
1	mittelbayerische.de.307290
2	mittelbayerische.de.307290
3	mittelbayerische.de.307290
4	mittelbayerische.de.307290
5	mittelbayerische.de.307290
6	mittelbayerische.de.307290
7	mittelbayerische.de.307290
8	mittelbayerische.de.307290
9	mittelbayerische.de.307290
10	mittelbayerische.de.307290
11	mittelbayerische.de.307290
12	mittelbayerische.de.307290
13	mittelbayerische.de.307290
14	mittelbayerische.de.307290
15	mittelbayerische.de.307290
16	mittelbayerische.de.307290
17	mittelbayerische.de.307290
18	mittelbayerische.de.307290
19	mittelbayerische.de.307290
20	mittelbayerische.de.307290
21	mittelbayerische.de.307290
22	mittelbayerische.de.307290
23	mittelbayerische.de.307290
24	mittelbayerische.de.307290
25	mittelbayerische.de.307290
26	mittelbayerische.de.307290
27	mittelbayerische.de.307290
28	mittelbayerische.de.307290
29	mittelbayerische.de.307290
30	mittelbayerische.de.307290
31	mittelbayerische.de.307290
32	mittelbayerische.de.307290
33	mittelbayerische.de.307290
34	mittelbayerische.de.307290
35	mittelbayerische.de.307290
