segment	document
19	shizuoka_shimbun-ja.45506
20	shizuoka_shimbun-ja.45506
21	shizuoka_shimbun-ja.45506
22	shizuoka_shimbun-ja.45506
1	yahoo-ja.977772
2	yahoo-ja.977772
3	yahoo-ja.977772
4	yahoo-ja.977772
5	yahoo-ja.977772
6	yahoo-ja.977772
7	yahoo-ja.977772
8	yahoo-ja.977772
9	yahoo-ja.977772
10	yahoo-ja.977772
11	yahoo-ja.977772
12	yahoo-ja.977772
13	yahoo-ja.977772
14	yahoo-ja.977772
15	yahoo-ja.977772
16	yahoo-ja.977772
17	yahoo-ja.977772
18	yahoo-ja.977772
19	yahoo-ja.977772
20	yahoo-ja.977772
1	shizuoka_shimbun-ja.45497
2	shizuoka_shimbun-ja.45497
3	shizuoka_shimbun-ja.45497
4	shizuoka_shimbun-ja.45497
5	shizuoka_shimbun-ja.45497
6	shizuoka_shimbun-ja.45497
1	yahoo-ja.979382
2	yahoo-ja.979382
3	yahoo-ja.979382
4	yahoo-ja.979382
5	yahoo-ja.979382
6	yahoo-ja.979382
7	yahoo-ja.979382
8	yahoo-ja.979382
1	yahoo-ja.978207
2	yahoo-ja.978207
3	yahoo-ja.978207
4	yahoo-ja.978207
5	yahoo-ja.978207
6	yahoo-ja.978207
7	yahoo-ja.978207
8	yahoo-ja.978207
9	yahoo-ja.978207
10	yahoo-ja.978207
11	yahoo-ja.978207
12	yahoo-ja.978207
13	yahoo-ja.978207
14	yahoo-ja.978207
15	yahoo-ja.978207
16	yahoo-ja.978207
17	yahoo-ja.978207
18	yahoo-ja.978207
19	yahoo-ja.978207
20	yahoo-ja.978207
21	yahoo-ja.978207
22	yahoo-ja.978207
1	yahoo-ja.978888
2	yahoo-ja.978888
3	yahoo-ja.978888
4	yahoo-ja.978888
5	yahoo-ja.978888
6	yahoo-ja.978888
7	yahoo-ja.978888
8	yahoo-ja.978888
9	yahoo-ja.978888
10	yahoo-ja.978888
11	yahoo-ja.978888
12	yahoo-ja.978888
13	yahoo-ja.978888
14	yahoo-ja.978888
15	yahoo-ja.978888
16	yahoo-ja.978888
17	yahoo-ja.978888
18	yahoo-ja.978888
19	yahoo-ja.978888
20	yahoo-ja.978888
1	yahoo-ja.979214
2	yahoo-ja.979214
3	yahoo-ja.979214
4	yahoo-ja.979214
5	yahoo-ja.979214
6	yahoo-ja.979214
7	yahoo-ja.979214
8	yahoo-ja.979214
9	yahoo-ja.979214
10	yahoo-ja.979214
1	yahoo-ja.978384
2	yahoo-ja.978384
3	yahoo-ja.978384
4	yahoo-ja.978384
5	yahoo-ja.978384
6	yahoo-ja.978384
7	yahoo-ja.978384
8	yahoo-ja.978384
9	yahoo-ja.978384
10	yahoo-ja.978384
11	yahoo-ja.978384
12	yahoo-ja.978384
1	yahoo-ja.977983
2	yahoo-ja.977983
3	yahoo-ja.977983
4	yahoo-ja.977983
5	yahoo-ja.977983
6	yahoo-ja.977983
7	yahoo-ja.977983
8	yahoo-ja.977983
9	yahoo-ja.977983
10	yahoo-ja.977983
11	yahoo-ja.977983
12	yahoo-ja.977983
13	yahoo-ja.977983
14	yahoo-ja.977983
15	yahoo-ja.977983
16	yahoo-ja.977983
17	yahoo-ja.977983
18	yahoo-ja.977983
19	yahoo-ja.977983
20	yahoo-ja.977983
21	yahoo-ja.977983
22	yahoo-ja.977983
23	yahoo-ja.977983
1	yahoo-ja.979786
2	yahoo-ja.979786
3	yahoo-ja.979786
4	yahoo-ja.979786
5	yahoo-ja.979786
6	yahoo-ja.979786
7	yahoo-ja.979786
8	yahoo-ja.979786
9	yahoo-ja.979786
10	yahoo-ja.979786
11	yahoo-ja.979786
12	yahoo-ja.979786
13	yahoo-ja.979786
14	yahoo-ja.979786
1	shizuoka_shimbun-ja.45536
2	shizuoka_shimbun-ja.45536
3	shizuoka_shimbun-ja.45536
4	shizuoka_shimbun-ja.45536
5	shizuoka_shimbun-ja.45536
6	shizuoka_shimbun-ja.45536
1	yahoo-ja.978308
2	yahoo-ja.978308
3	yahoo-ja.978308
4	yahoo-ja.978308
5	yahoo-ja.978308
6	yahoo-ja.978308
7	yahoo-ja.978308
8	yahoo-ja.978308
9	yahoo-ja.978308
10	yahoo-ja.978308
11	yahoo-ja.978308
12	yahoo-ja.978308
13	yahoo-ja.978308
14	yahoo-ja.978308
15	yahoo-ja.978308
16	yahoo-ja.978308
17	yahoo-ja.978308
18	yahoo-ja.978308
19	yahoo-ja.978308
20	yahoo-ja.978308
21	yahoo-ja.978308
1	yahoo-ja.979004
2	yahoo-ja.979004
3	yahoo-ja.979004
4	yahoo-ja.979004
5	yahoo-ja.979004
6	yahoo-ja.979004
7	yahoo-ja.979004
1	yahoo-ja.978598
2	yahoo-ja.978598
3	yahoo-ja.978598
4	yahoo-ja.978598
5	yahoo-ja.978598
6	yahoo-ja.978598
7	yahoo-ja.978598
8	yahoo-ja.978598
9	yahoo-ja.978598
10	yahoo-ja.978598
11	yahoo-ja.978598
12	yahoo-ja.978598
1	yahoo-ja.978979
2	yahoo-ja.978979
3	yahoo-ja.978979
4	yahoo-ja.978979
5	yahoo-ja.978979
6	yahoo-ja.978979
7	yahoo-ja.978979
8	yahoo-ja.978979
9	yahoo-ja.978979
10	yahoo-ja.978979
11	yahoo-ja.978979
1	yahoo-ja.978005
2	yahoo-ja.978005
3	yahoo-ja.978005
4	yahoo-ja.978005
5	yahoo-ja.978005
6	yahoo-ja.978005
7	yahoo-ja.978005
8	yahoo-ja.978005
9	yahoo-ja.978005
10	yahoo-ja.978005
11	yahoo-ja.978005
12	yahoo-ja.978005
13	yahoo-ja.978005
14	yahoo-ja.978005
15	yahoo-ja.978005
1	yahoo-ja.978109
2	yahoo-ja.978109
3	yahoo-ja.978109
4	yahoo-ja.978109
5	yahoo-ja.978109
6	yahoo-ja.978109
7	yahoo-ja.978109
8	yahoo-ja.978109
9	yahoo-ja.978109
10	yahoo-ja.978109
11	yahoo-ja.978109
12	yahoo-ja.978109
1	hokkaido_shimbun-ja.29751
2	hokkaido_shimbun-ja.29751
3	hokkaido_shimbun-ja.29751
4	hokkaido_shimbun-ja.29751
5	hokkaido_shimbun-ja.29751
6	hokkaido_shimbun-ja.29751
1	yahoo-ja.979490
2	yahoo-ja.979490
3	yahoo-ja.979490
4	yahoo-ja.979490
5	yahoo-ja.979490
6	yahoo-ja.979490
7	yahoo-ja.979490
8	yahoo-ja.979490
9	yahoo-ja.979490
10	yahoo-ja.979490
11	yahoo-ja.979490
12	yahoo-ja.979490
13	yahoo-ja.979490
14	yahoo-ja.979490
15	yahoo-ja.979490
16	yahoo-ja.979490
1	hokkaido_shimbun-ja.29763
2	hokkaido_shimbun-ja.29763
3	hokkaido_shimbun-ja.29763
4	hokkaido_shimbun-ja.29763
5	hokkaido_shimbun-ja.29763
6	hokkaido_shimbun-ja.29763
1	ube_nippo_shimbun-ja.2979
2	ube_nippo_shimbun-ja.2979
3	ube_nippo_shimbun-ja.2979
4	ube_nippo_shimbun-ja.2979
5	ube_nippo_shimbun-ja.2979
6	ube_nippo_shimbun-ja.2979
7	ube_nippo_shimbun-ja.2979
8	ube_nippo_shimbun-ja.2979
9	ube_nippo_shimbun-ja.2979
10	ube_nippo_shimbun-ja.2979
11	ube_nippo_shimbun-ja.2979
12	ube_nippo_shimbun-ja.2979
13	ube_nippo_shimbun-ja.2979
14	ube_nippo_shimbun-ja.2979
15	ube_nippo_shimbun-ja.2979
1	yahoo-ja.977696
2	yahoo-ja.977696
3	yahoo-ja.977696
4	yahoo-ja.977696
5	yahoo-ja.977696
6	yahoo-ja.977696
7	yahoo-ja.977696
8	yahoo-ja.977696
9	yahoo-ja.977696
10	yahoo-ja.977696
11	yahoo-ja.977696
12	yahoo-ja.977696
1	yahoo-ja.977869
2	yahoo-ja.977869
3	yahoo-ja.977869
4	yahoo-ja.977869
5	yahoo-ja.977869
6	yahoo-ja.977869
7	yahoo-ja.977869
8	yahoo-ja.977869
9	yahoo-ja.977869
10	yahoo-ja.977869
11	yahoo-ja.977869
12	yahoo-ja.977869
13	yahoo-ja.977869
14	yahoo-ja.977869
15	yahoo-ja.977869
16	yahoo-ja.977869
17	yahoo-ja.977869
18	yahoo-ja.977869
19	yahoo-ja.977869
20	yahoo-ja.977869
21	yahoo-ja.977869
22	yahoo-ja.977869
23	yahoo-ja.977869
1	yahoo-ja.977988
2	yahoo-ja.977988
3	yahoo-ja.977988
4	yahoo-ja.977988
5	yahoo-ja.977988
6	yahoo-ja.977988
7	yahoo-ja.977988
8	yahoo-ja.977988
9	yahoo-ja.977988
10	yahoo-ja.977988
11	yahoo-ja.977988
12	yahoo-ja.977988
13	yahoo-ja.977988
14	yahoo-ja.977988
15	yahoo-ja.977988
16	yahoo-ja.977988
17	yahoo-ja.977988
18	yahoo-ja.977988
19	yahoo-ja.977988
20	yahoo-ja.977988
21	yahoo-ja.977988
1	yahoo-ja.978693
2	yahoo-ja.978693
3	yahoo-ja.978693
4	yahoo-ja.978693
5	yahoo-ja.978693
6	yahoo-ja.978693
7	yahoo-ja.978693
8	yahoo-ja.978693
9	yahoo-ja.978693
10	yahoo-ja.978693
1	shizuoka_shimbun-ja.45566
2	shizuoka_shimbun-ja.45566
3	shizuoka_shimbun-ja.45566
4	shizuoka_shimbun-ja.45566
5	shizuoka_shimbun-ja.45566
6	shizuoka_shimbun-ja.45566
7	shizuoka_shimbun-ja.45566
1	yahoo-ja.978071
2	yahoo-ja.978071
3	yahoo-ja.978071
4	yahoo-ja.978071
5	yahoo-ja.978071
6	yahoo-ja.978071
7	yahoo-ja.978071
8	yahoo-ja.978071
9	yahoo-ja.978071
10	yahoo-ja.978071
11	yahoo-ja.978071
12	yahoo-ja.978071
13	yahoo-ja.978071
14	yahoo-ja.978071
15	yahoo-ja.978071
16	yahoo-ja.978071
17	yahoo-ja.978071
18	yahoo-ja.978071
19	yahoo-ja.978071
1	yahoo-ja.978203
2	yahoo-ja.978203
3	yahoo-ja.978203
4	yahoo-ja.978203
5	yahoo-ja.978203
6	yahoo-ja.978203
7	yahoo-ja.978203
8	yahoo-ja.978203
9	yahoo-ja.978203
10	yahoo-ja.978203
11	yahoo-ja.978203
12	yahoo-ja.978203
13	yahoo-ja.978203
14	yahoo-ja.978203
15	yahoo-ja.978203
16	yahoo-ja.978203
1	yahoo-ja.977854
2	yahoo-ja.977854
3	yahoo-ja.977854
4	yahoo-ja.977854
5	yahoo-ja.977854
6	yahoo-ja.977854
7	yahoo-ja.977854
8	yahoo-ja.977854
9	yahoo-ja.977854
10	yahoo-ja.977854
11	yahoo-ja.977854
12	yahoo-ja.977854
13	yahoo-ja.977854
14	yahoo-ja.977854
15	yahoo-ja.977854
16	yahoo-ja.977854
17	yahoo-ja.977854
18	yahoo-ja.977854
19	yahoo-ja.977854
20	yahoo-ja.977854
21	yahoo-ja.977854
22	yahoo-ja.977854
1	yahoo-ja.978901
2	yahoo-ja.978901
3	yahoo-ja.978901
4	yahoo-ja.978901
5	yahoo-ja.978901
6	yahoo-ja.978901
7	yahoo-ja.978901
8	yahoo-ja.978901
9	yahoo-ja.978901
10	yahoo-ja.978901
11	yahoo-ja.978901
12	yahoo-ja.978901
13	yahoo-ja.978901
1	yahoo-ja.979458
2	yahoo-ja.979458
3	yahoo-ja.979458
4	yahoo-ja.979458
5	yahoo-ja.979458
6	yahoo-ja.979458
7	yahoo-ja.979458
8	yahoo-ja.979458
9	yahoo-ja.979458
10	yahoo-ja.979458
11	yahoo-ja.979458
12	yahoo-ja.979458
13	yahoo-ja.979458
14	yahoo-ja.979458
15	yahoo-ja.979458
1	sanyo_shimbun-ja.6160
2	sanyo_shimbun-ja.6160
3	sanyo_shimbun-ja.6160
4	sanyo_shimbun-ja.6160
5	sanyo_shimbun-ja.6160
6	sanyo_shimbun-ja.6160
7	sanyo_shimbun-ja.6160
8	sanyo_shimbun-ja.6160
9	sanyo_shimbun-ja.6160
10	sanyo_shimbun-ja.6160
11	sanyo_shimbun-ja.6160
12	sanyo_shimbun-ja.6160
13	sanyo_shimbun-ja.6160
14	sanyo_shimbun-ja.6160
15	sanyo_shimbun-ja.6160
16	sanyo_shimbun-ja.6160
1	saga_shimbun-ja.8445
2	saga_shimbun-ja.8445
3	saga_shimbun-ja.8445
4	saga_shimbun-ja.8445
5	saga_shimbun-ja.8445
6	saga_shimbun-ja.8445
7	saga_shimbun-ja.8445
8	saga_shimbun-ja.8445
9	saga_shimbun-ja.8445
10	saga_shimbun-ja.8445
11	saga_shimbun-ja.8445
12	saga_shimbun-ja.8445
13	saga_shimbun-ja.8445
14	saga_shimbun-ja.8445
15	saga_shimbun-ja.8445
1	yahoo-ja.978153
2	yahoo-ja.978153
3	yahoo-ja.978153
4	yahoo-ja.978153
5	yahoo-ja.978153
6	yahoo-ja.978153
1	ube_nippo_shimbun-ja.2980
2	ube_nippo_shimbun-ja.2980
3	ube_nippo_shimbun-ja.2980
4	ube_nippo_shimbun-ja.2980
5	ube_nippo_shimbun-ja.2980
6	ube_nippo_shimbun-ja.2980
1	yahoo-ja.979915
2	yahoo-ja.979915
3	yahoo-ja.979915
4	yahoo-ja.979915
5	yahoo-ja.979915
6	yahoo-ja.979915
7	yahoo-ja.979915
8	yahoo-ja.979915
9	yahoo-ja.979915
10	yahoo-ja.979915
11	yahoo-ja.979915
12	yahoo-ja.979915
13	yahoo-ja.979915
14	yahoo-ja.979915
15	yahoo-ja.979915
16	yahoo-ja.979915
17	yahoo-ja.979915
18	yahoo-ja.979915
19	yahoo-ja.979915
20	yahoo-ja.979915
21	yahoo-ja.979915
1	saga_shimbun-ja.8453
2	saga_shimbun-ja.8453
3	saga_shimbun-ja.8453
4	saga_shimbun-ja.8453
5	saga_shimbun-ja.8453
6	saga_shimbun-ja.8453
7	saga_shimbun-ja.8453
8	saga_shimbun-ja.8453
9	saga_shimbun-ja.8453
10	saga_shimbun-ja.8453
11	saga_shimbun-ja.8453
12	saga_shimbun-ja.8453
13	saga_shimbun-ja.8453
1	yahoo-ja.980113
2	yahoo-ja.980113
3	yahoo-ja.980113
4	yahoo-ja.980113
5	yahoo-ja.980113
6	yahoo-ja.980113
1	yahoo-ja.978453
2	yahoo-ja.978453
3	yahoo-ja.978453
4	yahoo-ja.978453
5	yahoo-ja.978453
1	yahoo-ja.979202
2	yahoo-ja.979202
3	yahoo-ja.979202
4	yahoo-ja.979202
5	yahoo-ja.979202
6	yahoo-ja.979202
7	yahoo-ja.979202
8	yahoo-ja.979202
9	yahoo-ja.979202
1	yahoo-ja.978355
2	yahoo-ja.978355
3	yahoo-ja.978355
4	yahoo-ja.978355
5	yahoo-ja.978355
6	yahoo-ja.978355
7	yahoo-ja.978355
8	yahoo-ja.978355
9	yahoo-ja.978355
10	yahoo-ja.978355
11	yahoo-ja.978355
12	yahoo-ja.978355
1	yahoo-ja.979527
2	yahoo-ja.979527
3	yahoo-ja.979527
4	yahoo-ja.979527
5	yahoo-ja.979527
6	yahoo-ja.979527
7	yahoo-ja.979527
8	yahoo-ja.979527
9	yahoo-ja.979527
1	yahoo-ja.978303
2	yahoo-ja.978303
3	yahoo-ja.978303
4	yahoo-ja.978303
5	yahoo-ja.978303
6	yahoo-ja.978303
7	yahoo-ja.978303
8	yahoo-ja.978303
9	yahoo-ja.978303
10	yahoo-ja.978303
11	yahoo-ja.978303
12	yahoo-ja.978303
13	yahoo-ja.978303
14	yahoo-ja.978303
15	yahoo-ja.978303
16	yahoo-ja.978303
17	yahoo-ja.978303
18	yahoo-ja.978303
19	yahoo-ja.978303
20	yahoo-ja.978303
21	yahoo-ja.978303
22	yahoo-ja.978303
23	yahoo-ja.978303
24	yahoo-ja.978303
25	yahoo-ja.978303
26	yahoo-ja.978303
27	yahoo-ja.978303
28	yahoo-ja.978303
29	yahoo-ja.978303
1	yahoo-ja.979546
2	yahoo-ja.979546
3	yahoo-ja.979546
4	yahoo-ja.979546
5	yahoo-ja.979546
6	yahoo-ja.979546
1	sanyo_shimbun-ja.6169
2	sanyo_shimbun-ja.6169
3	sanyo_shimbun-ja.6169
4	sanyo_shimbun-ja.6169
5	sanyo_shimbun-ja.6169
6	sanyo_shimbun-ja.6169
1	saga_shimbun-ja.8447
2	saga_shimbun-ja.8447
3	saga_shimbun-ja.8447
4	saga_shimbun-ja.8447
5	saga_shimbun-ja.8447
6	saga_shimbun-ja.8447
7	saga_shimbun-ja.8447
8	saga_shimbun-ja.8447
1	yahoo-ja.978647
2	yahoo-ja.978647
3	yahoo-ja.978647
4	yahoo-ja.978647
5	yahoo-ja.978647
6	yahoo-ja.978647
7	yahoo-ja.978647
8	yahoo-ja.978647
9	yahoo-ja.978647
10	yahoo-ja.978647
11	yahoo-ja.978647
12	yahoo-ja.978647
13	yahoo-ja.978647
1	yahoo-ja.977619
2	yahoo-ja.977619
3	yahoo-ja.977619
4	yahoo-ja.977619
5	yahoo-ja.977619
6	yahoo-ja.977619
7	yahoo-ja.977619
8	yahoo-ja.977619
9	yahoo-ja.977619
10	yahoo-ja.977619
11	yahoo-ja.977619
12	yahoo-ja.977619
1	hokkaido_shimbun-ja.29722
2	hokkaido_shimbun-ja.29722
3	hokkaido_shimbun-ja.29722
4	hokkaido_shimbun-ja.29722
5	hokkaido_shimbun-ja.29722
6	hokkaido_shimbun-ja.29722
7	hokkaido_shimbun-ja.29722
8	hokkaido_shimbun-ja.29722
9	hokkaido_shimbun-ja.29722
1	iwate_nippo-ja.5287
2	iwate_nippo-ja.5287
3	iwate_nippo-ja.5287
4	iwate_nippo-ja.5287
5	iwate_nippo-ja.5287
6	iwate_nippo-ja.5287
7	iwate_nippo-ja.5287
8	iwate_nippo-ja.5287
9	iwate_nippo-ja.5287
10	iwate_nippo-ja.5287
11	iwate_nippo-ja.5287
12	iwate_nippo-ja.5287
1	shizuoka_shimbun-ja.45578
2	shizuoka_shimbun-ja.45578
3	shizuoka_shimbun-ja.45578
4	shizuoka_shimbun-ja.45578
5	shizuoka_shimbun-ja.45578
1	yahoo-ja.979552
2	yahoo-ja.979552
3	yahoo-ja.979552
4	yahoo-ja.979552
5	yahoo-ja.979552
6	yahoo-ja.979552
7	yahoo-ja.979552
8	yahoo-ja.979552
9	yahoo-ja.979552
10	yahoo-ja.979552
11	yahoo-ja.979552
12	yahoo-ja.979552
1	shizuoka_shimbun-ja.45522
2	shizuoka_shimbun-ja.45522
3	shizuoka_shimbun-ja.45522
4	shizuoka_shimbun-ja.45522
5	shizuoka_shimbun-ja.45522
6	shizuoka_shimbun-ja.45522
7	shizuoka_shimbun-ja.45522
8	shizuoka_shimbun-ja.45522
9	shizuoka_shimbun-ja.45522
10	shizuoka_shimbun-ja.45522
11	shizuoka_shimbun-ja.45522
12	shizuoka_shimbun-ja.45522
13	shizuoka_shimbun-ja.45522
14	shizuoka_shimbun-ja.45522
15	shizuoka_shimbun-ja.45522
16	shizuoka_shimbun-ja.45522
17	shizuoka_shimbun-ja.45522
18	shizuoka_shimbun-ja.45522
19	shizuoka_shimbun-ja.45522
20	shizuoka_shimbun-ja.45522
1	yahoo-ja.977657
2	yahoo-ja.977657
3	yahoo-ja.977657
4	yahoo-ja.977657
5	yahoo-ja.977657
6	yahoo-ja.977657
7	yahoo-ja.977657
8	yahoo-ja.977657
9	yahoo-ja.977657
10	yahoo-ja.977657
11	yahoo-ja.977657
12	yahoo-ja.977657
13	yahoo-ja.977657
1	yamagata_shimbun-ja.5039
2	yamagata_shimbun-ja.5039
3	yamagata_shimbun-ja.5039
4	yamagata_shimbun-ja.5039
5	yamagata_shimbun-ja.5039
6	yamagata_shimbun-ja.5039
7	yamagata_shimbun-ja.5039
8	yamagata_shimbun-ja.5039
9	yamagata_shimbun-ja.5039
1	yahoo-ja.978837
2	yahoo-ja.978837
3	yahoo-ja.978837
4	yahoo-ja.978837
5	yahoo-ja.978837
6	yahoo-ja.978837
7	yahoo-ja.978837
8	yahoo-ja.978837
9	yahoo-ja.978837
10	yahoo-ja.978837
1	hokkaido_shimbun-ja.29710
2	hokkaido_shimbun-ja.29710
3	hokkaido_shimbun-ja.29710
4	hokkaido_shimbun-ja.29710
5	hokkaido_shimbun-ja.29710
6	hokkaido_shimbun-ja.29710
1	shizuoka_shimbun-ja.45529
2	shizuoka_shimbun-ja.45529
3	shizuoka_shimbun-ja.45529
4	shizuoka_shimbun-ja.45529
5	shizuoka_shimbun-ja.45529
1	yahoo-ja.979148
2	yahoo-ja.979148
3	yahoo-ja.979148
4	yahoo-ja.979148
5	yahoo-ja.979148
6	yahoo-ja.979148
7	yahoo-ja.979148
8	yahoo-ja.979148
9	yahoo-ja.979148
10	yahoo-ja.979148
11	yahoo-ja.979148
12	yahoo-ja.979148
13	yahoo-ja.979148
14	yahoo-ja.979148
15	yahoo-ja.979148
16	yahoo-ja.979148
17	yahoo-ja.979148
18	yahoo-ja.979148
19	yahoo-ja.979148
20	yahoo-ja.979148
21	yahoo-ja.979148
22	yahoo-ja.979148
23	yahoo-ja.979148
1	yahoo-ja.978105
