segment	document
10	latribune.fr.61438
11	latribune.fr.61438
1	nouvelobs.com.133503
2	nouvelobs.com.133503
3	nouvelobs.com.133503
4	nouvelobs.com.133503
5	nouvelobs.com.133503
6	nouvelobs.com.133503
7	nouvelobs.com.133503
1	algerie_presse_service-tzm-01.1907
2	algerie_presse_service-tzm-01.1907
3	algerie_presse_service-tzm-01.1907
4	algerie_presse_service-tzm-01.1907
5	algerie_presse_service-tzm-01.1907
6	algerie_presse_service-tzm-01.1907
7	algerie_presse_service-tzm-01.1907
8	algerie_presse_service-tzm-01.1907
9	algerie_presse_service-tzm-01.1907
10	algerie_presse_service-tzm-01.1907
11	algerie_presse_service-tzm-01.1907
12	algerie_presse_service-tzm-01.1907
13	algerie_presse_service-tzm-01.1907
14	algerie_presse_service-tzm-01.1907
15	algerie_presse_service-tzm-01.1907
16	algerie_presse_service-tzm-01.1907
1	lefigaro.197478
2	lefigaro.197478
3	lefigaro.197478
4	lefigaro.197478
5	lefigaro.197478
6	lefigaro.197478
7	lefigaro.197478
8	lefigaro.197478
9	lefigaro.197478
10	lefigaro.197478
11	lefigaro.197478
12	lefigaro.197478
13	lefigaro.197478
14	lefigaro.197478
15	lefigaro.197478
16	lefigaro.197478
17	lefigaro.197478
18	lefigaro.197478
19	lefigaro.197478
20	lefigaro.197478
21	lefigaro.197478
22	lefigaro.197478
23	lefigaro.197478
1	dernieresnouvelles.63089
2	dernieresnouvelles.63089
3	dernieresnouvelles.63089
4	dernieresnouvelles.63089
5	dernieresnouvelles.63089
6	dernieresnouvelles.63089
7	dernieresnouvelles.63089
8	dernieresnouvelles.63089
9	dernieresnouvelles.63089
10	dernieresnouvelles.63089
11	dernieresnouvelles.63089
12	dernieresnouvelles.63089
13	dernieresnouvelles.63089
14	dernieresnouvelles.63089
15	dernieresnouvelles.63089
16	dernieresnouvelles.63089
17	dernieresnouvelles.63089
18	dernieresnouvelles.63089
19	dernieresnouvelles.63089
1	lefigaro.197697
2	lefigaro.197697
3	lefigaro.197697
4	lefigaro.197697
5	lefigaro.197697
6	lefigaro.197697
7	lefigaro.197697
8	lefigaro.197697
9	lefigaro.197697
10	lefigaro.197697
11	lefigaro.197697
12	lefigaro.197697
13	lefigaro.197697
1	dhnet.be.179833
2	dhnet.be.179833
3	dhnet.be.179833
4	dhnet.be.179833
5	dhnet.be.179833
6	dhnet.be.179833
1	voa-voaafrique.4842
2	voa-voaafrique.4842
3	voa-voaafrique.4842
4	voa-voaafrique.4842
5	voa-voaafrique.4842
6	voa-voaafrique.4842
7	voa-voaafrique.4842
8	voa-voaafrique.4842
9	voa-voaafrique.4842
1	ledevoir.195292
2	ledevoir.195292
3	ledevoir.195292
4	ledevoir.195292
5	ledevoir.195292
6	ledevoir.195292
7	ledevoir.195292
8	ledevoir.195292
9	ledevoir.195292
10	ledevoir.195292
11	ledevoir.195292
12	ledevoir.195292
13	ledevoir.195292
1	lameuse.be.76631
2	lameuse.be.76631
3	lameuse.be.76631
4	lameuse.be.76631
5	lameuse.be.76631
1	voa-voaafrique.4891
2	voa-voaafrique.4891
3	voa-voaafrique.4891
4	voa-voaafrique.4891
5	voa-voaafrique.4891
1	latribune.fr.61435
2	latribune.fr.61435
3	latribune.fr.61435
4	latribune.fr.61435
5	latribune.fr.61435
6	latribune.fr.61435
7	latribune.fr.61435
8	latribune.fr.61435
9	latribune.fr.61435
10	latribune.fr.61435
11	latribune.fr.61435
1	lavenir.net.63745
2	lavenir.net.63745
3	lavenir.net.63745
4	lavenir.net.63745
5	lavenir.net.63745
6	lavenir.net.63745
7	lavenir.net.63745
8	lavenir.net.63745
9	lavenir.net.63745
10	lavenir.net.63745
11	lavenir.net.63745
1	croix.158936
2	croix.158936
3	croix.158936
4	croix.158936
5	croix.158936
6	croix.158936
7	croix.158936
8	croix.158936
9	croix.158936
10	croix.158936
11	croix.158936
12	croix.158936
13	croix.158936
14	croix.158936
15	croix.158936
1	madagascar-tribune.com.4872
2	madagascar-tribune.com.4872
3	madagascar-tribune.com.4872
4	madagascar-tribune.com.4872
5	madagascar-tribune.com.4872
6	madagascar-tribune.com.4872
7	madagascar-tribune.com.4872
8	madagascar-tribune.com.4872
9	madagascar-tribune.com.4872
10	madagascar-tribune.com.4872
1	algerie_presse_service-tzm-01.1805
2	algerie_presse_service-tzm-01.1805
3	algerie_presse_service-tzm-01.1805
4	algerie_presse_service-tzm-01.1805
5	algerie_presse_service-tzm-01.1805
6	algerie_presse_service-tzm-01.1805
7	algerie_presse_service-tzm-01.1805
8	algerie_presse_service-tzm-01.1805
9	algerie_presse_service-tzm-01.1805
10	algerie_presse_service-tzm-01.1805
11	algerie_presse_service-tzm-01.1805
12	algerie_presse_service-tzm-01.1805
13	algerie_presse_service-tzm-01.1805
14	algerie_presse_service-tzm-01.1805
15	algerie_presse_service-tzm-01.1805
16	algerie_presse_service-tzm-01.1805
17	algerie_presse_service-tzm-01.1805
18	algerie_presse_service-tzm-01.1805
19	algerie_presse_service-tzm-01.1805
20	algerie_presse_service-tzm-01.1805
21	algerie_presse_service-tzm-01.1805
22	algerie_presse_service-tzm-01.1805
23	algerie_presse_service-tzm-01.1805
24	algerie_presse_service-tzm-01.1805
1	lefigaro.198491
2	lefigaro.198491
3	lefigaro.198491
4	lefigaro.198491
5	lefigaro.198491
6	lefigaro.198491
7	lefigaro.198491
8	lefigaro.198491
9	lefigaro.198491
10	lefigaro.198491
11	lefigaro.198491
12	lefigaro.198491
1	latribune.fr.61430
2	latribune.fr.61430
3	latribune.fr.61430
4	latribune.fr.61430
5	latribune.fr.61430
6	latribune.fr.61430
7	latribune.fr.61430
8	latribune.fr.61430
9	latribune.fr.61430
10	latribune.fr.61430
11	latribune.fr.61430
12	latribune.fr.61430
13	latribune.fr.61430
14	latribune.fr.61430
15	latribune.fr.61430
16	latribune.fr.61430
17	latribune.fr.61430
18	latribune.fr.61430
19	latribune.fr.61430
1	euronews-fr.173840
2	euronews-fr.173840
3	euronews-fr.173840
4	euronews-fr.173840
5	euronews-fr.173840
6	euronews-fr.173840
7	euronews-fr.173840
8	euronews-fr.173840
9	euronews-fr.173840
10	euronews-fr.173840
11	euronews-fr.173840
12	euronews-fr.173840
13	euronews-fr.173840
14	euronews-fr.173840
15	euronews-fr.173840
16	euronews-fr.173840
17	euronews-fr.173840
18	euronews-fr.173840
19	euronews-fr.173840
20	euronews-fr.173840
21	euronews-fr.173840
22	euronews-fr.173840
23	euronews-fr.173840
24	euronews-fr.173840
25	euronews-fr.173840
26	euronews-fr.173840
27	euronews-fr.173840
1	dhnet.be.180109
2	dhnet.be.180109
3	dhnet.be.180109
4	dhnet.be.180109
5	dhnet.be.180109
6	dhnet.be.180109
7	dhnet.be.180109
1	lefigaro.197591
2	lefigaro.197591
3	lefigaro.197591
4	lefigaro.197591
5	lefigaro.197591
6	lefigaro.197591
7	lefigaro.197591
8	lefigaro.197591
9	lefigaro.197591
10	lefigaro.197591
1	latribune.fr.61456
2	latribune.fr.61456
3	latribune.fr.61456
4	latribune.fr.61456
5	latribune.fr.61456
6	latribune.fr.61456
7	latribune.fr.61456
8	latribune.fr.61456
9	latribune.fr.61456
1	dhnet.be.180102
2	dhnet.be.180102
3	dhnet.be.180102
4	dhnet.be.180102
5	dhnet.be.180102
6	dhnet.be.180102
7	dhnet.be.180102
8	dhnet.be.180102
9	dhnet.be.180102
10	dhnet.be.180102
11	dhnet.be.180102
12	dhnet.be.180102
1	lefigaro.197674
2	lefigaro.197674
3	lefigaro.197674
4	lefigaro.197674
5	lefigaro.197674
6	lefigaro.197674
7	lefigaro.197674
8	lefigaro.197674
9	lefigaro.197674
10	lefigaro.197674
11	lefigaro.197674
12	lefigaro.197674
13	lefigaro.197674
1	croix.158732
2	croix.158732
3	croix.158732
4	croix.158732
5	croix.158732
6	croix.158732
7	croix.158732
8	croix.158732
9	croix.158732
10	croix.158732
11	croix.158732
12	croix.158732
13	croix.158732
14	croix.158732
15	croix.158732
16	croix.158732
17	croix.158732
18	croix.158732
19	croix.158732
20	croix.158732
21	croix.158732
22	croix.158732
1	croix.158757
2	croix.158757
3	croix.158757
4	croix.158757
5	croix.158757
6	croix.158757
7	croix.158757
8	croix.158757
9	croix.158757
10	croix.158757
11	croix.158757
12	croix.158757
13	croix.158757
14	croix.158757
15	croix.158757
16	croix.158757
17	croix.158757
18	croix.158757
19	croix.158757
20	croix.158757
21	croix.158757
1	rt-french.7912
2	rt-french.7912
3	rt-french.7912
4	rt-french.7912
5	rt-french.7912
6	rt-french.7912
7	rt-french.7912
8	rt-french.7912
9	rt-french.7912
10	rt-french.7912
11	rt-french.7912
12	rt-french.7912
13	rt-french.7912
14	rt-french.7912
15	rt-french.7912
16	rt-french.7912
1	lemondefr.110265
2	lemondefr.110265
3	lemondefr.110265
4	lemondefr.110265
5	lemondefr.110265
6	lemondefr.110265
7	lemondefr.110265
8	lemondefr.110265
9	lemondefr.110265
10	lemondefr.110265
11	lemondefr.110265
12	lemondefr.110265
13	lemondefr.110265
14	lemondefr.110265
15	lemondefr.110265
16	lemondefr.110265
17	lemondefr.110265
18	lemondefr.110265
19	lemondefr.110265
20	lemondefr.110265
1	lefigaro.197914
2	lefigaro.197914
3	lefigaro.197914
4	lefigaro.197914
5	lefigaro.197914
6	lefigaro.197914
7	lefigaro.197914
8	lefigaro.197914
1	nouvelobs.com.133501
2	nouvelobs.com.133501
3	nouvelobs.com.133501
4	nouvelobs.com.133501
5	nouvelobs.com.133501
1	liberte-algerie.com.9288
2	liberte-algerie.com.9288
3	liberte-algerie.com.9288
4	liberte-algerie.com.9288
5	liberte-algerie.com.9288
6	liberte-algerie.com.9288
7	liberte-algerie.com.9288
8	liberte-algerie.com.9288
9	liberte-algerie.com.9288
10	liberte-algerie.com.9288
11	liberte-algerie.com.9288
12	liberte-algerie.com.9288
13	liberte-algerie.com.9288
14	liberte-algerie.com.9288
15	liberte-algerie.com.9288
16	liberte-algerie.com.9288
17	liberte-algerie.com.9288
18	liberte-algerie.com.9288
19	liberte-algerie.com.9288
20	liberte-algerie.com.9288
21	liberte-algerie.com.9288
22	liberte-algerie.com.9288
23	liberte-algerie.com.9288
24	liberte-algerie.com.9288
25	liberte-algerie.com.9288
26	liberte-algerie.com.9288
27	liberte-algerie.com.9288
28	liberte-algerie.com.9288
29	liberte-algerie.com.9288
30	liberte-algerie.com.9288
1	lefigaro.197741
2	lefigaro.197741
3	lefigaro.197741
4	lefigaro.197741
5	lefigaro.197741
6	lefigaro.197741
7	lefigaro.197741
1	lalibre.be.61862
2	lalibre.be.61862
3	lalibre.be.61862
4	lalibre.be.61862
5	lalibre.be.61862
6	lalibre.be.61862
7	lalibre.be.61862
8	lalibre.be.61862
9	lalibre.be.61862
10	lalibre.be.61862
11	lalibre.be.61862
12	lalibre.be.61862
13	lalibre.be.61862
14	lalibre.be.61862
15	lalibre.be.61862
16	lalibre.be.61862
17	lalibre.be.61862
18	lalibre.be.61862
19	lalibre.be.61862
20	lalibre.be.61862
21	lalibre.be.61862
22	lalibre.be.61862
23	lalibre.be.61862
24	lalibre.be.61862
25	lalibre.be.61862
26	lalibre.be.61862
27	lalibre.be.61862
28	lalibre.be.61862
29	lalibre.be.61862
30	lalibre.be.61862
1	lesechos.368646
2	lesechos.368646
3	lesechos.368646
4	lesechos.368646
5	lesechos.368646
6	lesechos.368646
7	lesechos.368646
8	lesechos.368646
1	lemondefr.110186
2	lemondefr.110186
3	lemondefr.110186
4	lemondefr.110186
5	lemondefr.110186
6	lemondefr.110186
7	lemondefr.110186
8	lemondefr.110186
9	lemondefr.110186
10	lemondefr.110186
11	lemondefr.110186
12	lemondefr.110186
13	lemondefr.110186
14	lemondefr.110186
15	lemondefr.110186
16	lemondefr.110186
17	lemondefr.110186
18	lemondefr.110186
19	lemondefr.110186
20	lemondefr.110186
21	lemondefr.110186
22	lemondefr.110186
23	lemondefr.110186
24	lemondefr.110186
25	lemondefr.110186
1	nicematin.com.239026
2	nicematin.com.239026
3	nicematin.com.239026
4	nicematin.com.239026
5	nicematin.com.239026
6	nicematin.com.239026
7	nicematin.com.239026
8	nicematin.com.239026
9	nicematin.com.239026
1	lequotidien.lu.16152
2	lequotidien.lu.16152
3	lequotidien.lu.16152
4	lequotidien.lu.16152
5	lequotidien.lu.16152
6	lequotidien.lu.16152
7	lequotidien.lu.16152
8	lequotidien.lu.16152
9	lequotidien.lu.16152
10	lequotidien.lu.16152
11	lequotidien.lu.16152
12	lequotidien.lu.16152
1	aujourdhui_le_maroc-ar.3527
2	aujourdhui_le_maroc-ar.3527
3	aujourdhui_le_maroc-ar.3527
4	aujourdhui_le_maroc-ar.3527
5	aujourdhui_le_maroc-ar.3527
6	aujourdhui_le_maroc-ar.3527
7	aujourdhui_le_maroc-ar.3527
8	aujourdhui_le_maroc-ar.3527
9	aujourdhui_le_maroc-ar.3527
10	aujourdhui_le_maroc-ar.3527
11	aujourdhui_le_maroc-ar.3527
12	aujourdhui_le_maroc-ar.3527
13	aujourdhui_le_maroc-ar.3527
14	aujourdhui_le_maroc-ar.3527
15	aujourdhui_le_maroc-ar.3527
16	aujourdhui_le_maroc-ar.3527
17	aujourdhui_le_maroc-ar.3527
18	aujourdhui_le_maroc-ar.3527
19	aujourdhui_le_maroc-ar.3527
20	aujourdhui_le_maroc-ar.3527
21	aujourdhui_le_maroc-ar.3527
22	aujourdhui_le_maroc-ar.3527
23	aujourdhui_le_maroc-ar.3527
24	aujourdhui_le_maroc-ar.3527
25	aujourdhui_le_maroc-ar.3527
26	aujourdhui_le_maroc-ar.3527
1	lefigaro.198361
2	lefigaro.198361
3	lefigaro.198361
4	lefigaro.198361
5	lefigaro.198361
6	lefigaro.198361
7	lefigaro.198361
8	lefigaro.198361
9	lefigaro.198361
10	lefigaro.198361
11	lefigaro.198361
12	lefigaro.198361
13	lefigaro.198361
14	lefigaro.198361
15	lefigaro.198361
1	lindependant.fr.52329
2	lindependant.fr.52329
3	lindependant.fr.52329
4	lindependant.fr.52329
5	lindependant.fr.52329
6	lindependant.fr.52329
7	lindependant.fr.52329
8	lindependant.fr.52329
9	lindependant.fr.52329
10	lindependant.fr.52329
11	lindependant.fr.52329
12	lindependant.fr.52329
13	lindependant.fr.52329
14	lindependant.fr.52329
15	lindependant.fr.52329
16	lindependant.fr.52329
1	lefigaro.197589
2	lefigaro.197589
3	lefigaro.197589
4	lefigaro.197589
5	lefigaro.197589
6	lefigaro.197589
7	lefigaro.197589
8	lefigaro.197589
9	lefigaro.197589
10	lefigaro.197589
1	aujourdhui_le_maroc-ar.3499
2	aujourdhui_le_maroc-ar.3499
3	aujourdhui_le_maroc-ar.3499
4	aujourdhui_le_maroc-ar.3499
5	aujourdhui_le_maroc-ar.3499
6	aujourdhui_le_maroc-ar.3499
7	aujourdhui_le_maroc-ar.3499
8	aujourdhui_le_maroc-ar.3499
9	aujourdhui_le_maroc-ar.3499
10	aujourdhui_le_maroc-ar.3499
11	aujourdhui_le_maroc-ar.3499
12	aujourdhui_le_maroc-ar.3499
13	aujourdhui_le_maroc-ar.3499
14	aujourdhui_le_maroc-ar.3499
15	aujourdhui_le_maroc-ar.3499
16	aujourdhui_le_maroc-ar.3499
17	aujourdhui_le_maroc-ar.3499
18	aujourdhui_le_maroc-ar.3499
19	aujourdhui_le_maroc-ar.3499
1	rt-french.7917
2	rt-french.7917
3	rt-french.7917
4	rt-french.7917
5	rt-french.7917
6	rt-french.7917
7	rt-french.7917
8	rt-french.7917
9	rt-french.7917
1	dhnet.be.179851
2	dhnet.be.179851
3	dhnet.be.179851
4	dhnet.be.179851
5	dhnet.be.179851
6	dhnet.be.179851
7	dhnet.be.179851
8	dhnet.be.179851
9	dhnet.be.179851
10	dhnet.be.179851
11	dhnet.be.179851
12	dhnet.be.179851
13	dhnet.be.179851
14	dhnet.be.179851
15	dhnet.be.179851
16	dhnet.be.179851
17	dhnet.be.179851
18	dhnet.be.179851
1	lefigaro.197546
2	lefigaro.197546
3	lefigaro.197546
4	lefigaro.197546
5	lefigaro.197546
6	lefigaro.197546
7	lefigaro.197546
8	lefigaro.197546
9	lefigaro.197546
1	lefigaro.197481
2	lefigaro.197481
3	lefigaro.197481
4	lefigaro.197481
5	lefigaro.197481
6	lefigaro.197481
7	lefigaro.197481
8	lefigaro.197481
9	lefigaro.197481
10	lefigaro.197481
11	lefigaro.197481
12	lefigaro.197481
