segment	document
11	xinhua-zh-01.120463
12	xinhua-zh-01.120463
13	xinhua-zh-01.120463
14	xinhua-zh-01.120463
15	xinhua-zh-01.120463
16	xinhua-zh-01.120463
17	xinhua-zh-01.120463
18	xinhua-zh-01.120463
19	xinhua-zh-01.120463
20	xinhua-zh-01.120463
21	xinhua-zh-01.120463
22	xinhua-zh-01.120463
23	xinhua-zh-01.120463
24	xinhua-zh-01.120463
25	xinhua-zh-01.120463
26	xinhua-zh-01.120463
1	xinhua-zh-01.120323
2	xinhua-zh-01.120323
3	xinhua-zh-01.120323
4	xinhua-zh-01.120323
5	xinhua-zh-01.120323
6	xinhua-zh-01.120323
7	xinhua-zh-01.120323
8	xinhua-zh-01.120323
9	xinhua-zh-01.120323
10	xinhua-zh-01.120323
11	xinhua-zh-01.120323
12	xinhua-zh-01.120323
13	xinhua-zh-01.120323
14	xinhua-zh-01.120323
15	xinhua-zh-01.120323
1	chinanews.com.229726
2	chinanews.com.229726
3	chinanews.com.229726
4	chinanews.com.229726
5	chinanews.com.229726
6	chinanews.com.229726
7	chinanews.com.229726
8	chinanews.com.229726
9	chinanews.com.229726
10	chinanews.com.229726
11	chinanews.com.229726
12	chinanews.com.229726
13	chinanews.com.229726
14	chinanews.com.229726
15	chinanews.com.229726
16	chinanews.com.229726
1	xinhua-zh-01.120494
2	xinhua-zh-01.120494
3	xinhua-zh-01.120494
4	xinhua-zh-01.120494
5	xinhua-zh-01.120494
6	xinhua-zh-01.120494
7	xinhua-zh-01.120494
8	xinhua-zh-01.120494
9	xinhua-zh-01.120494
10	xinhua-zh-01.120494
11	xinhua-zh-01.120494
12	xinhua-zh-01.120494
13	xinhua-zh-01.120494
14	xinhua-zh-01.120494
15	xinhua-zh-01.120494
16	xinhua-zh-01.120494
17	xinhua-zh-01.120494
18	xinhua-zh-01.120494
1	chinanews.com.229576
2	chinanews.com.229576
3	chinanews.com.229576
4	chinanews.com.229576
5	chinanews.com.229576
6	chinanews.com.229576
1	chinanews.com.229638
2	chinanews.com.229638
3	chinanews.com.229638
4	chinanews.com.229638
5	chinanews.com.229638
6	chinanews.com.229638
7	chinanews.com.229638
8	chinanews.com.229638
9	chinanews.com.229638
10	chinanews.com.229638
11	chinanews.com.229638
1	voa-voachinese.2105
2	voa-voachinese.2105
3	voa-voachinese.2105
4	voa-voachinese.2105
5	voa-voachinese.2105
6	voa-voachinese.2105
7	voa-voachinese.2105
8	voa-voachinese.2105
9	voa-voachinese.2105
10	voa-voachinese.2105
11	voa-voachinese.2105
12	voa-voachinese.2105
13	voa-voachinese.2105
14	voa-voachinese.2105
15	voa-voachinese.2105
16	voa-voachinese.2105
1	xinhua-zh-01.120425
2	xinhua-zh-01.120425
3	xinhua-zh-01.120425
4	xinhua-zh-01.120425
5	xinhua-zh-01.120425
6	xinhua-zh-01.120425
7	xinhua-zh-01.120425
1	xinhua-zh-01.120581
2	xinhua-zh-01.120581
3	xinhua-zh-01.120581
4	xinhua-zh-01.120581
5	xinhua-zh-01.120581
6	xinhua-zh-01.120581
7	xinhua-zh-01.120581
8	xinhua-zh-01.120581
9	xinhua-zh-01.120581
1	nhan_dan-zh.7093
2	nhan_dan-zh.7093
3	nhan_dan-zh.7093
4	nhan_dan-zh.7093
5	nhan_dan-zh.7093
6	nhan_dan-zh.7093
7	nhan_dan-zh.7093
8	nhan_dan-zh.7093
9	nhan_dan-zh.7093
10	nhan_dan-zh.7093
1	nhan_dan-zh.7097
2	nhan_dan-zh.7097
3	nhan_dan-zh.7097
4	nhan_dan-zh.7097
5	nhan_dan-zh.7097
6	nhan_dan-zh.7097
7	nhan_dan-zh.7097
8	nhan_dan-zh.7097
1	xinhua-zh-01.120424
2	xinhua-zh-01.120424
3	xinhua-zh-01.120424
4	xinhua-zh-01.120424
5	xinhua-zh-01.120424
6	xinhua-zh-01.120424
7	xinhua-zh-01.120424
8	xinhua-zh-01.120424
9	xinhua-zh-01.120424
1	chinanews.com.229663
2	chinanews.com.229663
3	chinanews.com.229663
4	chinanews.com.229663
5	chinanews.com.229663
6	chinanews.com.229663
7	chinanews.com.229663
8	chinanews.com.229663
1	chinanews.com.229628
2	chinanews.com.229628
3	chinanews.com.229628
4	chinanews.com.229628
5	chinanews.com.229628
6	chinanews.com.229628
7	chinanews.com.229628
1	chinese.dw.com.5398
2	chinese.dw.com.5398
3	chinese.dw.com.5398
4	chinese.dw.com.5398
5	chinese.dw.com.5398
6	chinese.dw.com.5398
7	chinese.dw.com.5398
8	chinese.dw.com.5398
9	chinese.dw.com.5398
10	chinese.dw.com.5398
11	chinese.dw.com.5398
12	chinese.dw.com.5398
13	chinese.dw.com.5398
14	chinese.dw.com.5398
15	chinese.dw.com.5398
16	chinese.dw.com.5398
17	chinese.dw.com.5398
1	xinhua-zh-01.120586
2	xinhua-zh-01.120586
3	xinhua-zh-01.120586
4	xinhua-zh-01.120586
5	xinhua-zh-01.120586
6	xinhua-zh-01.120586
7	xinhua-zh-01.120586
8	xinhua-zh-01.120586
9	xinhua-zh-01.120586
10	xinhua-zh-01.120586
11	xinhua-zh-01.120586
12	xinhua-zh-01.120586
1	xinhua-zh-01.120142
2	xinhua-zh-01.120142
3	xinhua-zh-01.120142
4	xinhua-zh-01.120142
5	xinhua-zh-01.120142
6	xinhua-zh-01.120142
7	xinhua-zh-01.120142
8	xinhua-zh-01.120142
9	xinhua-zh-01.120142
10	xinhua-zh-01.120142
11	xinhua-zh-01.120142
12	xinhua-zh-01.120142
13	xinhua-zh-01.120142
14	xinhua-zh-01.120142
15	xinhua-zh-01.120142
16	xinhua-zh-01.120142
17	xinhua-zh-01.120142
18	xinhua-zh-01.120142
19	xinhua-zh-01.120142
1	xinhua-zh-01.120317
2	xinhua-zh-01.120317
3	xinhua-zh-01.120317
4	xinhua-zh-01.120317
5	xinhua-zh-01.120317
6	xinhua-zh-01.120317
7	xinhua-zh-01.120317
8	xinhua-zh-01.120317
9	xinhua-zh-01.120317
10	xinhua-zh-01.120317
11	xinhua-zh-01.120317
1	chinanews.com.229618
2	chinanews.com.229618
3	chinanews.com.229618
4	chinanews.com.229618
5	chinanews.com.229618
6	chinanews.com.229618
7	chinanews.com.229618
8	chinanews.com.229618
9	chinanews.com.229618
10	chinanews.com.229618
11	chinanews.com.229618
12	chinanews.com.229618
13	chinanews.com.229618
14	chinanews.com.229618
15	chinanews.com.229618
16	chinanews.com.229618
1	chinanews.com.229750
2	chinanews.com.229750
3	chinanews.com.229750
4	chinanews.com.229750
5	chinanews.com.229750
6	chinanews.com.229750
7	chinanews.com.229750
8	chinanews.com.229750
9	chinanews.com.229750
10	chinanews.com.229750
11	chinanews.com.229750
12	chinanews.com.229750
13	chinanews.com.229750
14	chinanews.com.229750
15	chinanews.com.229750
16	chinanews.com.229750
17	chinanews.com.229750
18	chinanews.com.229750
19	chinanews.com.229750
20	chinanews.com.229750
21	chinanews.com.229750
22	chinanews.com.229750
23	chinanews.com.229750
24	chinanews.com.229750
1	chinanews.com.229743
2	chinanews.com.229743
3	chinanews.com.229743
4	chinanews.com.229743
5	chinanews.com.229743
6	chinanews.com.229743
7	chinanews.com.229743
8	chinanews.com.229743
9	chinanews.com.229743
10	chinanews.com.229743
11	chinanews.com.229743
12	chinanews.com.229743
13	chinanews.com.229743
14	chinanews.com.229743
15	chinanews.com.229743
16	chinanews.com.229743
17	chinanews.com.229743
18	chinanews.com.229743
19	chinanews.com.229743
20	chinanews.com.229743
21	chinanews.com.229743
22	chinanews.com.229743
23	chinanews.com.229743
24	chinanews.com.229743
25	chinanews.com.229743
26	chinanews.com.229743
27	chinanews.com.229743
1	chinanews.com.229470
2	chinanews.com.229470
3	chinanews.com.229470
4	chinanews.com.229470
5	chinanews.com.229470
6	chinanews.com.229470
7	chinanews.com.229470
1	rfi-chinese.16516
2	rfi-chinese.16516
3	rfi-chinese.16516
4	rfi-chinese.16516
5	rfi-chinese.16516
6	rfi-chinese.16516
7	rfi-chinese.16516
8	rfi-chinese.16516
9	rfi-chinese.16516
10	rfi-chinese.16516
11	rfi-chinese.16516
12	rfi-chinese.16516
13	rfi-chinese.16516
14	rfi-chinese.16516
15	rfi-chinese.16516
1	xinhua-zh-01.120284
2	xinhua-zh-01.120284
3	xinhua-zh-01.120284
4	xinhua-zh-01.120284
5	xinhua-zh-01.120284
6	xinhua-zh-01.120284
7	xinhua-zh-01.120284
8	xinhua-zh-01.120284
9	xinhua-zh-01.120284
10	xinhua-zh-01.120284
1	xinhua-zh-01.120592
2	xinhua-zh-01.120592
3	xinhua-zh-01.120592
4	xinhua-zh-01.120592
1	chinanews.com.229571
2	chinanews.com.229571
3	chinanews.com.229571
4	chinanews.com.229571
5	chinanews.com.229571
6	chinanews.com.229571
7	chinanews.com.229571
8	chinanews.com.229571
9	chinanews.com.229571
1	xinhua-zh-01.120495
2	xinhua-zh-01.120495
3	xinhua-zh-01.120495
4	xinhua-zh-01.120495
5	xinhua-zh-01.120495
1	chinanews.com.229711
2	chinanews.com.229711
3	chinanews.com.229711
4	chinanews.com.229711
5	chinanews.com.229711
6	chinanews.com.229711
7	chinanews.com.229711
8	chinanews.com.229711
9	chinanews.com.229711
10	chinanews.com.229711
11	chinanews.com.229711
1	xinhua-zh-01.120467
2	xinhua-zh-01.120467
3	xinhua-zh-01.120467
4	xinhua-zh-01.120467
5	xinhua-zh-01.120467
6	xinhua-zh-01.120467
1	chinanews.com.229694
2	chinanews.com.229694
3	chinanews.com.229694
4	chinanews.com.229694
5	chinanews.com.229694
6	chinanews.com.229694
7	chinanews.com.229694
8	chinanews.com.229694
9	chinanews.com.229694
1	chinanews.com.229637
2	chinanews.com.229637
3	chinanews.com.229637
4	chinanews.com.229637
5	chinanews.com.229637
6	chinanews.com.229637
7	chinanews.com.229637
8	chinanews.com.229637
9	chinanews.com.229637
10	chinanews.com.229637
11	chinanews.com.229637
12	chinanews.com.229637
13	chinanews.com.229637
14	chinanews.com.229637
1	voa-voachinese.2098
2	voa-voachinese.2098
3	voa-voachinese.2098
4	voa-voachinese.2098
5	voa-voachinese.2098
6	voa-voachinese.2098
7	voa-voachinese.2098
8	voa-voachinese.2098
9	voa-voachinese.2098
10	voa-voachinese.2098
11	voa-voachinese.2098
12	voa-voachinese.2098
13	voa-voachinese.2098
14	voa-voachinese.2098
15	voa-voachinese.2098
16	voa-voachinese.2098
17	voa-voachinese.2098
18	voa-voachinese.2098
19	voa-voachinese.2098
20	voa-voachinese.2098
21	voa-voachinese.2098
22	voa-voachinese.2098
23	voa-voachinese.2098
24	voa-voachinese.2098
25	voa-voachinese.2098
26	voa-voachinese.2098
27	voa-voachinese.2098
28	voa-voachinese.2098
29	voa-voachinese.2098
1	xinhua-zh-01.120520
2	xinhua-zh-01.120520
3	xinhua-zh-01.120520
4	xinhua-zh-01.120520
5	xinhua-zh-01.120520
6	xinhua-zh-01.120520
7	xinhua-zh-01.120520
8	xinhua-zh-01.120520
9	xinhua-zh-01.120520
10	xinhua-zh-01.120520
11	xinhua-zh-01.120520
12	xinhua-zh-01.120520
13	xinhua-zh-01.120520
1	chinanews.com.229737
2	chinanews.com.229737
3	chinanews.com.229737
4	chinanews.com.229737
5	chinanews.com.229737
6	chinanews.com.229737
7	chinanews.com.229737
8	chinanews.com.229737
9	chinanews.com.229737
10	chinanews.com.229737
11	chinanews.com.229737
12	chinanews.com.229737
13	chinanews.com.229737
14	chinanews.com.229737
15	chinanews.com.229737
16	chinanews.com.229737
17	chinanews.com.229737
18	chinanews.com.229737
19	chinanews.com.229737
20	chinanews.com.229737
21	chinanews.com.229737
22	chinanews.com.229737
23	chinanews.com.229737
24	chinanews.com.229737
25	chinanews.com.229737
1	xinhua-zh-01.120212
2	xinhua-zh-01.120212
3	xinhua-zh-01.120212
4	xinhua-zh-01.120212
5	xinhua-zh-01.120212
6	xinhua-zh-01.120212
7	xinhua-zh-01.120212
8	xinhua-zh-01.120212
9	xinhua-zh-01.120212
10	xinhua-zh-01.120212
11	xinhua-zh-01.120212
12	xinhua-zh-01.120212
1	xinhua-zh-01.120185
2	xinhua-zh-01.120185
3	xinhua-zh-01.120185
4	xinhua-zh-01.120185
5	xinhua-zh-01.120185
6	xinhua-zh-01.120185
7	xinhua-zh-01.120185
8	xinhua-zh-01.120185
9	xinhua-zh-01.120185
10	xinhua-zh-01.120185
11	xinhua-zh-01.120185
12	xinhua-zh-01.120185
13	xinhua-zh-01.120185
14	xinhua-zh-01.120185
15	xinhua-zh-01.120185
1	xinhua-zh-01.120297
2	xinhua-zh-01.120297
3	xinhua-zh-01.120297
4	xinhua-zh-01.120297
5	xinhua-zh-01.120297
6	xinhua-zh-01.120297
7	xinhua-zh-01.120297
8	xinhua-zh-01.120297
9	xinhua-zh-01.120297
10	xinhua-zh-01.120297
11	xinhua-zh-01.120297
12	xinhua-zh-01.120297
13	xinhua-zh-01.120297
14	xinhua-zh-01.120297
15	xinhua-zh-01.120297
1	chinanews.com.229472
2	chinanews.com.229472
3	chinanews.com.229472
4	chinanews.com.229472
5	chinanews.com.229472
6	chinanews.com.229472
7	chinanews.com.229472
1	chinanews.com.229665
2	chinanews.com.229665
3	chinanews.com.229665
4	chinanews.com.229665
5	chinanews.com.229665
6	chinanews.com.229665
7	chinanews.com.229665
8	chinanews.com.229665
9	chinanews.com.229665
10	chinanews.com.229665
1	chinanews.com.229526
2	chinanews.com.229526
3	chinanews.com.229526
4	chinanews.com.229526
5	chinanews.com.229526
6	chinanews.com.229526
7	chinanews.com.229526
8	chinanews.com.229526
1	chinanews.com.229793
2	chinanews.com.229793
3	chinanews.com.229793
4	chinanews.com.229793
5	chinanews.com.229793
6	chinanews.com.229793
7	chinanews.com.229793
8	chinanews.com.229793
9	chinanews.com.229793
1	chinanews.com.229631
2	chinanews.com.229631
3	chinanews.com.229631
4	chinanews.com.229631
5	chinanews.com.229631
6	chinanews.com.229631
7	chinanews.com.229631
8	chinanews.com.229631
9	chinanews.com.229631
10	chinanews.com.229631
11	chinanews.com.229631
12	chinanews.com.229631
1	xinhua-zh-01.120420
2	xinhua-zh-01.120420
3	xinhua-zh-01.120420
4	xinhua-zh-01.120420
5	xinhua-zh-01.120420
6	xinhua-zh-01.120420
7	xinhua-zh-01.120420
8	xinhua-zh-01.120420
1	xinhua-zh-01.120546
2	xinhua-zh-01.120546
3	xinhua-zh-01.120546
4	xinhua-zh-01.120546
1	chinanews.com.229625
2	chinanews.com.229625
3	chinanews.com.229625
4	chinanews.com.229625
5	chinanews.com.229625
6	chinanews.com.229625
7	chinanews.com.229625
8	chinanews.com.229625
9	chinanews.com.229625
10	chinanews.com.229625
11	chinanews.com.229625
12	chinanews.com.229625
13	chinanews.com.229625
14	chinanews.com.229625
15	chinanews.com.229625
16	chinanews.com.229625
17	chinanews.com.229625
18	chinanews.com.229625
19	chinanews.com.229625
20	chinanews.com.229625
21	chinanews.com.229625
22	chinanews.com.229625
23	chinanews.com.229625
24	chinanews.com.229625
1	xinhua-zh-01.120550
2	xinhua-zh-01.120550
3	xinhua-zh-01.120550
4	xinhua-zh-01.120550
5	xinhua-zh-01.120550
6	xinhua-zh-01.120550
7	xinhua-zh-01.120550
8	xinhua-zh-01.120550
9	xinhua-zh-01.120550
10	xinhua-zh-01.120550
11	xinhua-zh-01.120550
1	chinanews.com.229660
2	chinanews.com.229660
3	chinanews.com.229660
4	chinanews.com.229660
5	chinanews.com.229660
6	chinanews.com.229660
7	chinanews.com.229660
8	chinanews.com.229660
9	chinanews.com.229660
10	chinanews.com.229660
11	chinanews.com.229660
12	chinanews.com.229660
13	chinanews.com.229660
14	chinanews.com.229660
15	chinanews.com.229660
16	chinanews.com.229660
17	chinanews.com.229660
18	chinanews.com.229660
19	chinanews.com.229660
20	chinanews.com.229660
21	chinanews.com.229660
22	chinanews.com.229660
23	chinanews.com.229660
24	chinanews.com.229660
25	chinanews.com.229660
26	chinanews.com.229660
1	xinhua-zh-01.120522
2	xinhua-zh-01.120522
3	xinhua-zh-01.120522
4	xinhua-zh-01.120522
5	xinhua-zh-01.120522
6	xinhua-zh-01.120522
7	xinhua-zh-01.120522
8	xinhua-zh-01.120522
9	xinhua-zh-01.120522
10	xinhua-zh-01.120522
11	xinhua-zh-01.120522
12	xinhua-zh-01.120522
13	xinhua-zh-01.120522
1	chinanews.com.229501
2	chinanews.com.229501
3	chinanews.com.229501
4	chinanews.com.229501
5	chinanews.com.229501
6	chinanews.com.229501
7	chinanews.com.229501
8	chinanews.com.229501
9	chinanews.com.229501
10	chinanews.com.229501
11	chinanews.com.229501
12	chinanews.com.229501
13	chinanews.com.229501
1	xinhua-zh-01.120583
2	xinhua-zh-01.120583
3	xinhua-zh-01.120583
4	xinhua-zh-01.120583
5	xinhua-zh-01.120583
6	xinhua-zh-01.120583
7	xinhua-zh-01.120583
8	xinhua-zh-01.120583
9	xinhua-zh-01.120583
10	xinhua-zh-01.120583
1	chinanews.com.229763
2	chinanews.com.229763
3	chinanews.com.229763
4	chinanews.com.229763
5	chinanews.com.229763
6	chinanews.com.229763
7	chinanews.com.229763
8	chinanews.com.229763
9	chinanews.com.229763
10	chinanews.com.229763
11	chinanews.com.229763
1	xinhua-zh-01.120160
2	xinhua-zh-01.120160
1	chinanews.com.229745
2	chinanews.com.229745
3	chinanews.com.229745
4	chinanews.com.229745
5	chinanews.com.229745
6	chinanews.com.229745
7	chinanews.com.229745
8	chinanews.com.229745
9	chinanews.com.229745
10	chinanews.com.229745
11	chinanews.com.229745
12	chinanews.com.229745
13	chinanews.com.229745
14	chinanews.com.229745
15	chinanews.com.229745
1	chinanews.com.229465
2	chinanews.com.229465
3	chinanews.com.229465
4	chinanews.com.229465
5	chinanews.com.229465
6	chinanews.com.229465
7	chinanews.com.229465
8	chinanews.com.229465
9	chinanews.com.229465
10	chinanews.com.229465
11	chinanews.com.229465
12	chinanews.com.229465
13	chinanews.com.229465
14	chinanews.com.229465
15	chinanews.com.229465
16	chinanews.com.229465
17	chinanews.com.229465
18	chinanews.com.229465
1	chinanews.com.229662
2	chinanews.com.229662
3	chinanews.com.229662
4	chinanews.com.229662
5	chinanews.com.229662
6	chinanews.com.229662
7	chinanews.com.229662
8	chinanews.com.229662
9	chinanews.com.229662
10	chinanews.com.229662
11	chinanews.com.229662
12	chinanews.com.229662
13	chinanews.com.229662
14	chinanews.com.229662
1	xinhua-zh-01.120193
2	xinhua-zh-01.120193
3	xinhua-zh-01.120193
4	xinhua-zh-01.120193
5	xinhua-zh-01.120193
6	xinhua-zh-01.120193
7	xinhua-zh-01.120193
8	xinhua-zh-01.120193
9	xinhua-zh-01.120193
1	chinanews.com.229484
2	chinanews.com.229484
3	chinanews.com.229484
4	chinanews.com.229484
5	chinanews.com.229484
6	chinanews.com.229484
7	chinanews.com.229484
8	chinanews.com.229484
9	chinanews.com.229484
1	xinhua-zh-01.120176
2	xinhua-zh-01.120176
3	xinhua-zh-01.120176
4	xinhua-zh-01.120176
5	xinhua-zh-01.120176
6	xinhua-zh-01.120176
7	xinhua-zh-01.120176
8	xinhua-zh-01.120176
9	xinhua-zh-01.120176
10	xinhua-zh-01.120176
1	xinhua-zh-01.120493
2	xinhua-zh-01.120493
3	xinhua-zh-01.120493
4	xinhua-zh-01.120493
5	xinhua-zh-01.120493
1	hunan_ribao-zh.6030
2	hunan_ribao-zh.6030
3	hunan_ribao-zh.6030
4	hunan_ribao-zh.6030
5	hunan_ribao-zh.6030
6	hunan_ribao-zh.6030
1	rfi-chinese.16535
2	rfi-chinese.16535
3	rfi-chinese.16535
4	rfi-chinese.16535
5	rfi-chinese.16535
6	rfi-chinese.16535
7	rfi-chinese.16535
8	rfi-chinese.16535
9	rfi-chinese.16535
10	rfi-chinese.16535
11	rfi-chinese.16535
12	rfi-chinese.16535
13	rfi-chinese.16535
14	rfi-chinese.16535
1	xinhua-zh-01.120578
2	xinhua-zh-01.120578
3	xinhua-zh-01.120578
4	xinhua-zh-01.120578
1	jingji_guancha_bao-zh-01.10338
2	jingji_guancha_bao-zh-01.10338
3	jingji_guancha_bao-zh-01.10338
4	jingji_guancha_bao-zh-01.10338
5	jingji_guancha_bao-zh-01.10338
6	jingji_guancha_bao-zh-01.10338
7	jingji_guancha_bao-zh-01.10338
8	jingji_guancha_bao-zh-01.10338
9	jingji_guancha_bao-zh-01.10338
10	jingji_guancha_bao-zh-01.10338
11	jingji_guancha_bao-zh-01.10338
12	jingji_guancha_bao-zh-01.10338
13	jingji_guancha_bao-zh-01.10338
14	jingji_guancha_bao-zh-01.10338
15	jingji_guancha_bao-zh-01.10338
16	jingji_guancha_bao-zh-01.10338
17	jingji_guancha_bao-zh-01.10338
18	jingji_guancha_bao-zh-01.10338
19	jingji_guancha_bao-zh-01.10338
20	jingji_guancha_bao-zh-01.10338
21	jingji_guancha_bao-zh-01.10338
22	jingji_guancha_bao-zh-01.10338
1	chinanews.com.229527
2	chinanews.com.229527
3	chinanews.com.229527
4	chinanews.com.229527
5	chinanews.com.229527
6	chinanews.com.229527
7	chinanews.com.229527
8	chinanews.com.229527
9	chinanews.com.229527
10	chinanews.com.229527
11	chinanews.com.229527
12	chinanews.com.229527
13	chinanews.com.229527
14	chinanews.com.229527
15	chinanews.com.229527
16	chinanews.com.229527
17	chinanews.com.229527
18	chinanews.com.229527
1	xinhua-zh-01.120472
2	xinhua-zh-01.120472
3	xinhua-zh-01.120472
4	xinhua-zh-01.120472
5	xinhua-zh-01.120472
6	xinhua-zh-01.120472
7	xinhua-zh-01.120472
8	xinhua-zh-01.120472
1	xinhua-zh-01.120459
2	xinhua-zh-01.120459
3	xinhua-zh-01.120459
4	xinhua-zh-01.120459
5	xinhua-zh-01.120459
6	xinhua-zh-01.120459
7	xinhua-zh-01.120459
1	rfi-chinese.16536
2	rfi-chinese.16536
3	rfi-chinese.16536
4	rfi-chinese.16536
5	rfi-chinese.16536
6	rfi-chinese.16536
1	xinhua-zh-01.120203
2	xinhua-zh-01.120203
3	xinhua-zh-01.120203
4	xinhua-zh-01.120203
5	xinhua-zh-01.120203
6	xinhua-zh-01.120203
7	xinhua-zh-01.120203
8	xinhua-zh-01.120203
9	xinhua-zh-01.120203
10	xinhua-zh-01.120203
11	xinhua-zh-01.120203
12	xinhua-zh-01.120203
13	xinhua-zh-01.120203
14	xinhua-zh-01.120203
15	xinhua-zh-01.120203
16	xinhua-zh-01.120203
17	xinhua-zh-01.120203
18	xinhua-zh-01.120203
19	xinhua-zh-01.120203
20	xinhua-zh-01.120203
21	xinhua-zh-01.120203
22	xinhua-zh-01.120203
23	xinhua-zh-01.120203
1	xinhua-zh-01.120172
2	xinhua-zh-01.120172
3	xinhua-zh-01.120172
4	xinhua-zh-01.120172
5	xinhua-zh-01.120172
6	xinhua-zh-01.120172
7	xinhua-zh-01.120172
8	xinhua-zh-01.120172
9	xinhua-zh-01.120172
10	xinhua-zh-01.120172
11	xinhua-zh-01.120172
12	xinhua-zh-01.120172
13	xinhua-zh-01.120172
14	xinhua-zh-01.120172
15	xinhua-zh-01.120172
16	xinhua-zh-01.120172
1	chinanews.com.229738
2	chinanews.com.229738
3	chinanews.com.229738
4	chinanews.com.229738
5	chinanews.com.229738
6	chinanews.com.229738
7	chinanews.com.229738
8	chinanews.com.229738
9	chinanews.com.229738
10	chinanews.com.229738
11	chinanews.com.229738
12	chinanews.com.229738
1	xinhua-zh-01.120174
2	xinhua-zh-01.120174
3	xinhua-zh-01.120174
4	xinhua-zh-01.120174
5	xinhua-zh-01.120174
6	xinhua-zh-01.120174
7	xinhua-zh-01.120174
8	xinhua-zh-01.120174
9	xinhua-zh-01.120174
10	xinhua-zh-01.120174
11	xinhua-zh-01.120174
1	chinanews.com.229569
2	chinanews.com.229569
3	chinanews.com.229569
4	chinanews.com.229569
5	chinanews.com.229569
6	chinanews.com.229569
7	chinanews.com.229569
8	chinanews.com.229569
9	chinanews.com.229569
1	xinhua-zh-01.120431
2	xinhua-zh-01.120431
3	xinhua-zh-01.120431
4	xinhua-zh-01.120431
5	xinhua-zh-01.120431
6	xinhua-zh-01.120431
7	xinhua-zh-01.120431
8	xinhua-zh-01.120431
9	xinhua-zh-01.120431
10	xinhua-zh-01.120431
11	xinhua-zh-01.120431
12	xinhua-zh-01.120431
13	xinhua-zh-01.120431
14	xinhua-zh-01.120431
15	xinhua-zh-01.120431
16	xinhua-zh-01.120431
17	xinhua-zh-01.120431
1	chinanews.com.229701
2	chinanews.com.229701
3	chinanews.com.229701
4	chinanews.com.229701
5	chinanews.com.229701
6	chinanews.com.229701
1	chinanews.com.229617
2	chinanews.com.229617
3	chinanews.com.229617
4	chinanews.com.229617
5	chinanews.com.229617
6	chinanews.com.229617
7	chinanews.com.229617
8	chinanews.com.229617
9	chinanews.com.229617
10	chinanews.com.229617
11	chinanews.com.229617
12	chinanews.com.229617
13	chinanews.com.229617
1	chinanews.com.229590
2	chinanews.com.229590
3	chinanews.com.229590
4	chinanews.com.229590
5	chinanews.com.229590
1	chinanews.com.229828
2	chinanews.com.229828
3	chinanews.com.229828
4	chinanews.com.229828
5	chinanews.com.229828
6	chinanews.com.229828
7	chinanews.com.229828
8	chinanews.com.229828
1	chinanews.com.229677
2	chinanews.com.229677
3	chinanews.com.229677
4	chinanews.com.229677
5	chinanews.com.229677
6	chinanews.com.229677
7	chinanews.com.229677
8	chinanews.com.229677
9	chinanews.com.229677
1	chinanews.com.229812
2	chinanews.com.229812
3	chinanews.com.229812
4	chinanews.com.229812
5	chinanews.com.229812
6	chinanews.com.229812
7	chinanews.com.229812
1	chinanews.com.229656
2	chinanews.com.229656
3	chinanews.com.229656
4	chinanews.com.229656
5	chinanews.com.229656
6	chinanews.com.229656
1	chinanews.com.229598
