segment	document
3	handelsblatt.com.292720
4	handelsblatt.com.292720
5	handelsblatt.com.292720
6	handelsblatt.com.292720
7	handelsblatt.com.292720
8	handelsblatt.com.292720
9	handelsblatt.com.292720
10	handelsblatt.com.292720
11	handelsblatt.com.292720
12	handelsblatt.com.292720
13	handelsblatt.com.292720
14	handelsblatt.com.292720
15	handelsblatt.com.292720
16	handelsblatt.com.292720
17	handelsblatt.com.292720
18	handelsblatt.com.292720
19	handelsblatt.com.292720
20	handelsblatt.com.292720
21	handelsblatt.com.292720
22	handelsblatt.com.292720
1	mt-online.de.23946
2	mt-online.de.23946
3	mt-online.de.23946
4	mt-online.de.23946
5	mt-online.de.23946
6	mt-online.de.23946
7	mt-online.de.23946
8	mt-online.de.23946
9	mt-online.de.23946
10	mt-online.de.23946
11	mt-online.de.23946
12	mt-online.de.23946
13	mt-online.de.23946
14	mt-online.de.23946
15	mt-online.de.23946
16	mt-online.de.23946
17	mt-online.de.23946
18	mt-online.de.23946
19	mt-online.de.23946
20	mt-online.de.23946
21	mt-online.de.23946
22	mt-online.de.23946
1	kurier.at.204597
2	kurier.at.204597
3	kurier.at.204597
4	kurier.at.204597
5	kurier.at.204597
6	kurier.at.204597
7	kurier.at.204597
8	kurier.at.204597
9	kurier.at.204597
10	kurier.at.204597
11	kurier.at.204597
1	oberpfalznetz.de.99395
2	oberpfalznetz.de.99395
3	oberpfalznetz.de.99395
4	oberpfalznetz.de.99395
5	oberpfalznetz.de.99395
1	yahoo-de.145897
2	yahoo-de.145897
3	yahoo-de.145897
4	yahoo-de.145897
5	yahoo-de.145897
6	yahoo-de.145897
7	yahoo-de.145897
8	yahoo-de.145897
9	yahoo-de.145897
10	yahoo-de.145897
11	yahoo-de.145897
12	yahoo-de.145897
13	yahoo-de.145897
14	yahoo-de.145897
15	yahoo-de.145897
1	handelsblatt.com.292794
2	handelsblatt.com.292794
3	handelsblatt.com.292794
4	handelsblatt.com.292794
5	handelsblatt.com.292794
6	handelsblatt.com.292794
7	handelsblatt.com.292794
8	handelsblatt.com.292794
9	handelsblatt.com.292794
10	handelsblatt.com.292794
11	handelsblatt.com.292794
12	handelsblatt.com.292794
13	handelsblatt.com.292794
14	handelsblatt.com.292794
15	handelsblatt.com.292794
16	handelsblatt.com.292794
17	handelsblatt.com.292794
18	handelsblatt.com.292794
19	handelsblatt.com.292794
20	handelsblatt.com.292794
21	handelsblatt.com.292794
22	handelsblatt.com.292794
23	handelsblatt.com.292794
24	handelsblatt.com.292794
25	handelsblatt.com.292794
1	rp-online.de.200131
2	rp-online.de.200131
3	rp-online.de.200131
4	rp-online.de.200131
5	rp-online.de.200131
6	rp-online.de.200131
7	rp-online.de.200131
8	rp-online.de.200131
9	rp-online.de.200131
10	rp-online.de.200131
11	rp-online.de.200131
12	rp-online.de.200131
13	rp-online.de.200131
14	rp-online.de.200131
15	rp-online.de.200131
16	rp-online.de.200131
1	handelsblatt.com.292690
2	handelsblatt.com.292690
3	handelsblatt.com.292690
4	handelsblatt.com.292690
5	handelsblatt.com.292690
6	handelsblatt.com.292690
7	handelsblatt.com.292690
8	handelsblatt.com.292690
9	handelsblatt.com.292690
10	handelsblatt.com.292690
11	handelsblatt.com.292690
12	handelsblatt.com.292690
1	rt-german.14751
2	rt-german.14751
3	rt-german.14751
4	rt-german.14751
5	rt-german.14751
6	rt-german.14751
7	rt-german.14751
8	rt-german.14751
9	rt-german.14751
10	rt-german.14751
11	rt-german.14751
12	rt-german.14751
13	rt-german.14751
14	rt-german.14751
15	rt-german.14751
16	rt-german.14751
17	rt-german.14751
18	rt-german.14751
19	rt-german.14751
20	rt-german.14751
21	rt-german.14751
22	rt-german.14751
23	rt-german.14751
24	rt-german.14751
25	rt-german.14751
1	handelsblatt.com.292814
2	handelsblatt.com.292814
3	handelsblatt.com.292814
4	handelsblatt.com.292814
5	handelsblatt.com.292814
6	handelsblatt.com.292814
7	handelsblatt.com.292814
8	handelsblatt.com.292814
9	handelsblatt.com.292814
10	handelsblatt.com.292814
11	handelsblatt.com.292814
12	handelsblatt.com.292814
13	handelsblatt.com.292814
14	handelsblatt.com.292814
1	faz.79642
2	faz.79642
3	faz.79642
4	faz.79642
5	faz.79642
6	faz.79642
7	faz.79642
8	faz.79642
9	faz.79642
10	faz.79642
11	faz.79642
12	faz.79642
1	handelsblatt.com.292798
2	handelsblatt.com.292798
3	handelsblatt.com.292798
4	handelsblatt.com.292798
5	handelsblatt.com.292798
6	handelsblatt.com.292798
7	handelsblatt.com.292798
8	handelsblatt.com.292798
9	handelsblatt.com.292798
10	handelsblatt.com.292798
11	handelsblatt.com.292798
12	handelsblatt.com.292798
13	handelsblatt.com.292798
14	handelsblatt.com.292798
15	handelsblatt.com.292798
1	come-on.de.152968
2	come-on.de.152968
3	come-on.de.152968
4	come-on.de.152968
5	come-on.de.152968
6	come-on.de.152968
7	come-on.de.152968
8	come-on.de.152968
9	come-on.de.152968
10	come-on.de.152968
11	come-on.de.152968
12	come-on.de.152968
13	come-on.de.152968
14	come-on.de.152968
15	come-on.de.152968
16	come-on.de.152968
17	come-on.de.152968
18	come-on.de.152968
19	come-on.de.152968
20	come-on.de.152968
21	come-on.de.152968
22	come-on.de.152968
23	come-on.de.152968
24	come-on.de.152968
1	pnp.de.390088
2	pnp.de.390088
3	pnp.de.390088
4	pnp.de.390088
5	pnp.de.390088
6	pnp.de.390088
7	pnp.de.390088
8	pnp.de.390088
9	pnp.de.390088
10	pnp.de.390088
11	pnp.de.390088
12	pnp.de.390088
13	pnp.de.390088
14	pnp.de.390088
15	pnp.de.390088
16	pnp.de.390088
17	pnp.de.390088
18	pnp.de.390088
19	pnp.de.390088
1	salzburg.com.306596
2	salzburg.com.306596
3	salzburg.com.306596
4	salzburg.com.306596
5	salzburg.com.306596
6	salzburg.com.306596
7	salzburg.com.306596
8	salzburg.com.306596
9	salzburg.com.306596
10	salzburg.com.306596
11	salzburg.com.306596
12	salzburg.com.306596
13	salzburg.com.306596
14	salzburg.com.306596
15	salzburg.com.306596
16	salzburg.com.306596
17	salzburg.com.306596
18	salzburg.com.306596
19	salzburg.com.306596
1	sz.151542
2	sz.151542
3	sz.151542
4	sz.151542
5	sz.151542
6	sz.151542
7	sz.151542
8	sz.151542
9	sz.151542
10	sz.151542
11	sz.151542
12	sz.151542
13	sz.151542
14	sz.151542
15	sz.151542
16	sz.151542
17	sz.151542
18	sz.151542
19	sz.151542
20	sz.151542
21	sz.151542
22	sz.151542
23	sz.151542
24	sz.151542
25	sz.151542
26	sz.151542
1	faz.79612
2	faz.79612
3	faz.79612
4	faz.79612
5	faz.79612
6	faz.79612
7	faz.79612
8	faz.79612
9	faz.79612
10	faz.79612
11	faz.79612
12	faz.79612
13	faz.79612
14	faz.79612
15	faz.79612
16	faz.79612
17	faz.79612
18	faz.79612
1	handelsblatt.com.292739
2	handelsblatt.com.292739
3	handelsblatt.com.292739
4	handelsblatt.com.292739
5	handelsblatt.com.292739
6	handelsblatt.com.292739
7	handelsblatt.com.292739
8	handelsblatt.com.292739
9	handelsblatt.com.292739
10	handelsblatt.com.292739
11	handelsblatt.com.292739
12	handelsblatt.com.292739
1	faz.79588
2	faz.79588
3	faz.79588
4	faz.79588
5	faz.79588
6	faz.79588
7	faz.79588
8	faz.79588
9	faz.79588
10	faz.79588
11	faz.79588
12	faz.79588
13	faz.79588
14	faz.79588
1	bild.254846
2	bild.254846
3	bild.254846
4	bild.254846
5	bild.254846
1	handelsblatt.com.292691
2	handelsblatt.com.292691
3	handelsblatt.com.292691
4	handelsblatt.com.292691
5	handelsblatt.com.292691
6	handelsblatt.com.292691
7	handelsblatt.com.292691
1	volksstimme.de.187206
2	volksstimme.de.187206
3	volksstimme.de.187206
4	volksstimme.de.187206
5	volksstimme.de.187206
6	volksstimme.de.187206
7	volksstimme.de.187206
8	volksstimme.de.187206
9	volksstimme.de.187206
10	volksstimme.de.187206
11	volksstimme.de.187206
1	pnp.de.390035
2	pnp.de.390035
3	pnp.de.390035
4	pnp.de.390035
5	pnp.de.390035
6	pnp.de.390035
1	rt-german.14759
2	rt-german.14759
3	rt-german.14759
4	rt-german.14759
5	rt-german.14759
6	rt-german.14759
7	rt-german.14759
8	rt-german.14759
9	rt-german.14759
10	rt-german.14759
11	rt-german.14759
12	rt-german.14759
13	rt-german.14759
14	rt-german.14759
15	rt-german.14759
16	rt-german.14759
17	rt-german.14759
18	rt-german.14759
1	handelsblatt.com.292795
2	handelsblatt.com.292795
3	handelsblatt.com.292795
4	handelsblatt.com.292795
5	handelsblatt.com.292795
6	handelsblatt.com.292795
7	handelsblatt.com.292795
8	handelsblatt.com.292795
9	handelsblatt.com.292795
10	handelsblatt.com.292795
11	handelsblatt.com.292795
12	handelsblatt.com.292795
13	handelsblatt.com.292795
14	handelsblatt.com.292795
15	handelsblatt.com.292795
16	handelsblatt.com.292795
17	handelsblatt.com.292795
18	handelsblatt.com.292795
19	handelsblatt.com.292795
20	handelsblatt.com.292795
21	handelsblatt.com.292795
22	handelsblatt.com.292795
23	handelsblatt.com.292795
24	handelsblatt.com.292795
25	handelsblatt.com.292795
26	handelsblatt.com.292795
27	handelsblatt.com.292795
28	handelsblatt.com.292795
29	handelsblatt.com.292795
30	handelsblatt.com.292795
1	handelsblatt.com.292689
2	handelsblatt.com.292689
3	handelsblatt.com.292689
4	handelsblatt.com.292689
5	handelsblatt.com.292689
6	handelsblatt.com.292689
7	handelsblatt.com.292689
8	handelsblatt.com.292689
9	handelsblatt.com.292689
1	spiegel.126128
2	spiegel.126128
3	spiegel.126128
4	spiegel.126128
5	spiegel.126128
6	spiegel.126128
7	spiegel.126128
8	spiegel.126128
9	spiegel.126128
10	spiegel.126128
11	spiegel.126128
12	spiegel.126128
13	spiegel.126128
14	spiegel.126128
15	spiegel.126128
16	spiegel.126128
17	spiegel.126128
18	spiegel.126128
19	spiegel.126128
20	spiegel.126128
21	spiegel.126128
22	spiegel.126128
1	ln-online.de.149803
2	ln-online.de.149803
3	ln-online.de.149803
4	ln-online.de.149803
5	ln-online.de.149803
6	ln-online.de.149803
7	ln-online.de.149803
8	ln-online.de.149803
9	ln-online.de.149803
10	ln-online.de.149803
11	ln-online.de.149803
12	ln-online.de.149803
13	ln-online.de.149803
14	ln-online.de.149803
15	ln-online.de.149803
16	ln-online.de.149803
17	ln-online.de.149803
18	ln-online.de.149803
19	ln-online.de.149803
20	ln-online.de.149803
21	ln-online.de.149803
22	ln-online.de.149803
23	ln-online.de.149803
24	ln-online.de.149803
25	ln-online.de.149803
26	ln-online.de.149803
27	ln-online.de.149803
28	ln-online.de.149803
29	ln-online.de.149803
30	ln-online.de.149803
31	ln-online.de.149803
1	faz.79602
2	faz.79602
3	faz.79602
4	faz.79602
5	faz.79602
6	faz.79602
7	faz.79602
8	faz.79602
9	faz.79602
10	faz.79602
1	rt-german.14747
2	rt-german.14747
3	rt-german.14747
4	rt-german.14747
5	rt-german.14747
6	rt-german.14747
7	rt-german.14747
8	rt-german.14747
9	rt-german.14747
10	rt-german.14747
11	rt-german.14747
1	handelsblatt.com.292698
2	handelsblatt.com.292698
3	handelsblatt.com.292698
4	handelsblatt.com.292698
5	handelsblatt.com.292698
6	handelsblatt.com.292698
7	handelsblatt.com.292698
8	handelsblatt.com.292698
9	handelsblatt.com.292698
10	handelsblatt.com.292698
11	handelsblatt.com.292698
12	handelsblatt.com.292698
13	handelsblatt.com.292698
14	handelsblatt.com.292698
15	handelsblatt.com.292698
16	handelsblatt.com.292698
17	handelsblatt.com.292698
18	handelsblatt.com.292698
19	handelsblatt.com.292698
1	haz.de.150673
2	haz.de.150673
3	haz.de.150673
4	haz.de.150673
5	haz.de.150673
6	haz.de.150673
7	haz.de.150673
8	haz.de.150673
9	haz.de.150673
1	abendzeitung-muenchen.de.275234
2	abendzeitung-muenchen.de.275234
3	abendzeitung-muenchen.de.275234
4	abendzeitung-muenchen.de.275234
5	abendzeitung-muenchen.de.275234
6	abendzeitung-muenchen.de.275234
7	abendzeitung-muenchen.de.275234
8	abendzeitung-muenchen.de.275234
9	abendzeitung-muenchen.de.275234
10	abendzeitung-muenchen.de.275234
11	abendzeitung-muenchen.de.275234
12	abendzeitung-muenchen.de.275234
13	abendzeitung-muenchen.de.275234
14	abendzeitung-muenchen.de.275234
15	abendzeitung-muenchen.de.275234
16	abendzeitung-muenchen.de.275234
17	abendzeitung-muenchen.de.275234
18	abendzeitung-muenchen.de.275234
19	abendzeitung-muenchen.de.275234
20	abendzeitung-muenchen.de.275234
21	abendzeitung-muenchen.de.275234
22	abendzeitung-muenchen.de.275234
23	abendzeitung-muenchen.de.275234
24	abendzeitung-muenchen.de.275234
25	abendzeitung-muenchen.de.275234
26	abendzeitung-muenchen.de.275234
1	handelsblatt.com.292682
2	handelsblatt.com.292682
3	handelsblatt.com.292682
4	handelsblatt.com.292682
5	handelsblatt.com.292682
1	handelsblatt.com.292731
2	handelsblatt.com.292731
3	handelsblatt.com.292731
4	handelsblatt.com.292731
5	handelsblatt.com.292731
6	handelsblatt.com.292731
7	handelsblatt.com.292731
8	handelsblatt.com.292731
9	handelsblatt.com.292731
10	handelsblatt.com.292731
11	handelsblatt.com.292731
12	handelsblatt.com.292731
13	handelsblatt.com.292731
14	handelsblatt.com.292731
15	handelsblatt.com.292731
16	handelsblatt.com.292731
17	handelsblatt.com.292731
18	handelsblatt.com.292731
1	epochtimes.de.56046
2	epochtimes.de.56046
3	epochtimes.de.56046
4	epochtimes.de.56046
5	epochtimes.de.56046
6	epochtimes.de.56046
7	epochtimes.de.56046
8	epochtimes.de.56046
9	epochtimes.de.56046
10	epochtimes.de.56046
11	epochtimes.de.56046
12	epochtimes.de.56046
13	epochtimes.de.56046
14	epochtimes.de.56046
15	epochtimes.de.56046
16	epochtimes.de.56046
17	epochtimes.de.56046
18	epochtimes.de.56046
19	epochtimes.de.56046
1	handelsblatt.com.292736
2	handelsblatt.com.292736
3	handelsblatt.com.292736
4	handelsblatt.com.292736
5	handelsblatt.com.292736
6	handelsblatt.com.292736
7	handelsblatt.com.292736
8	handelsblatt.com.292736
9	handelsblatt.com.292736
10	handelsblatt.com.292736
11	handelsblatt.com.292736
12	handelsblatt.com.292736
13	handelsblatt.com.292736
1	sz.151396
2	sz.151396
3	sz.151396
4	sz.151396
5	sz.151396
6	sz.151396
7	sz.151396
8	sz.151396
9	sz.151396
10	sz.151396
11	sz.151396
12	sz.151396
13	sz.151396
14	sz.151396
15	sz.151396
16	sz.151396
17	sz.151396
18	sz.151396
19	sz.151396
20	sz.151396
21	sz.151396
22	sz.151396
23	sz.151396
24	sz.151396
25	sz.151396
1	sz.151540
2	sz.151540
3	sz.151540
4	sz.151540
5	sz.151540
6	sz.151540
7	sz.151540
1	an-online.de.487084
2	an-online.de.487084
3	an-online.de.487084
4	an-online.de.487084
5	an-online.de.487084
6	an-online.de.487084
7	an-online.de.487084
8	an-online.de.487084
9	an-online.de.487084
10	an-online.de.487084
11	an-online.de.487084
12	an-online.de.487084
13	an-online.de.487084
14	an-online.de.487084
15	an-online.de.487084
16	an-online.de.487084
17	an-online.de.487084
1	tt.com.148962
2	tt.com.148962
3	tt.com.148962
4	tt.com.148962
5	tt.com.148962
6	tt.com.148962
7	tt.com.148962
8	tt.com.148962
9	tt.com.148962
1	handelsblatt.com.292712
2	handelsblatt.com.292712
3	handelsblatt.com.292712
4	handelsblatt.com.292712
5	handelsblatt.com.292712
6	handelsblatt.com.292712
7	handelsblatt.com.292712
8	handelsblatt.com.292712
9	handelsblatt.com.292712
10	handelsblatt.com.292712
11	handelsblatt.com.292712
12	handelsblatt.com.292712
13	handelsblatt.com.292712
14	handelsblatt.com.292712
15	handelsblatt.com.292712
1	handelsblatt.com.292755
2	handelsblatt.com.292755
3	handelsblatt.com.292755
4	handelsblatt.com.292755
5	handelsblatt.com.292755
6	handelsblatt.com.292755
7	handelsblatt.com.292755
8	handelsblatt.com.292755
9	handelsblatt.com.292755
10	handelsblatt.com.292755
11	handelsblatt.com.292755
12	handelsblatt.com.292755
13	handelsblatt.com.292755
14	handelsblatt.com.292755
15	handelsblatt.com.292755
16	handelsblatt.com.292755
17	handelsblatt.com.292755
1	mittelbayerische.de.307175
2	mittelbayerische.de.307175
3	mittelbayerische.de.307175
4	mittelbayerische.de.307175
5	mittelbayerische.de.307175
6	mittelbayerische.de.307175
7	mittelbayerische.de.307175
8	mittelbayerische.de.307175
9	mittelbayerische.de.307175
10	mittelbayerische.de.307175
11	mittelbayerische.de.307175
12	mittelbayerische.de.307175
13	mittelbayerische.de.307175
1	haz.de.150747
2	haz.de.150747
3	haz.de.150747
4	haz.de.150747
5	haz.de.150747
6	haz.de.150747
7	haz.de.150747
8	haz.de.150747
1	sz.151546
2	sz.151546
3	sz.151546
4	sz.151546
5	sz.151546
6	sz.151546
7	sz.151546
8	sz.151546
9	sz.151546
10	sz.151546
11	sz.151546
12	sz.151546
13	sz.151546
14	sz.151546
15	sz.151546
16	sz.151546
17	sz.151546
18	sz.151546
19	sz.151546
20	sz.151546
21	sz.151546
22	sz.151546
23	sz.151546
24	sz.151546
25	sz.151546
26	sz.151546
